date,PM10,PM2.5,PM1,TSP,wd,ws,temp,site,code
1262304000.0,12.0,5.0,2.0,11.0,,,,Anglesey Brynteg,1
1262307600.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262311200.0,8.0,3.0,0.0,7.0,,,,Anglesey Brynteg,1
1262314800.0,7.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262318400.0,8.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262322000.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262325600.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262329200.0,8.0,2.0,1.0,8.0,,,,Anglesey Brynteg,1
1262332800.0,9.0,3.0,0.0,10.0,,,,Anglesey Brynteg,1
1262336400.0,9.0,2.0,0.0,9.0,,,,Anglesey Brynteg,1
1262340000.0,7.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262343600.0,7.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262347200.0,8.0,2.0,0.0,8.0,,,,Anglesey Brynteg,1
1262350800.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262354400.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1262358000.0,8.0,2.0,0.0,8.0,,,,Anglesey Brynteg,1
1262361600.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262365200.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262368800.0,8.0,3.0,0.0,7.0,,,,Anglesey Brynteg,1
1262372400.0,8.0,3.0,0.0,8.0,,,,Anglesey Brynteg,1
1262376000.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262379600.0,10.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262383200.0,12.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262386800.0,17.0,5.0,1.0,16.0,,,,Anglesey Brynteg,1
1262390400.0,16.0,5.0,1.0,15.0,,,,Anglesey Brynteg,1
1262394000.0,14.0,4.0,1.0,13.0,,,,Anglesey Brynteg,1
1262397600.0,12.0,3.0,1.0,10.0,,,,Anglesey Brynteg,1
1262401200.0,13.0,4.0,1.0,12.0,,,,Anglesey Brynteg,1
1262404800.0,10.0,3.0,1.0,10.0,,,,Anglesey Brynteg,1
1262408400.0,10.0,3.0,1.0,10.0,,,,Anglesey Brynteg,1
1262412000.0,13.0,4.0,1.0,12.0,,,,Anglesey Brynteg,1
1262415600.0,14.0,6.0,2.0,12.0,,,,Anglesey Brynteg,1
1262419200.0,16.0,6.0,1.0,13.0,,,,Anglesey Brynteg,1
1262422800.0,18.0,7.0,1.0,15.0,,,,Anglesey Brynteg,1
1262426400.0,13.0,6.0,1.0,12.0,,,,Anglesey Brynteg,1
1262430000.0,10.0,6.0,1.0,9.0,,,,Anglesey Brynteg,1
1262433600.0,10.0,6.0,1.0,9.0,,,,Anglesey Brynteg,1
1262437200.0,13.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1262440800.0,13.0,5.0,1.0,11.0,,,,Anglesey Brynteg,1
1262444400.0,17.0,3.0,1.0,16.0,,,,Anglesey Brynteg,1
1262448000.0,21.0,3.0,1.0,21.0,,,,Anglesey Brynteg,1
1262451600.0,8.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1262455200.0,7.0,4.0,1.0,6.0,,,,Anglesey Brynteg,1
1262458800.0,7.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262462400.0,7.0,3.0,1.0,5.0,,,,Anglesey Brynteg,1
1262466000.0,9.0,4.0,1.0,7.0,,,,Anglesey Brynteg,1
1262469600.0,9.0,5.0,1.0,8.0,,,,Anglesey Brynteg,1
1262473200.0,13.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1262476800.0,12.0,5.0,1.0,10.0,,,,Anglesey Brynteg,1
1262480400.0,13.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1262484000.0,13.0,6.0,1.0,11.0,,,,Anglesey Brynteg,1
1262487600.0,16.0,6.0,1.0,13.0,,,,Anglesey Brynteg,1
1262491200.0,14.0,6.0,1.0,12.0,,,,Anglesey Brynteg,1
1262494800.0,14.0,6.0,1.0,13.0,,,,Anglesey Brynteg,1
1262498400.0,14.0,6.0,1.0,13.0,,,,Anglesey Brynteg,1
1262502000.0,16.0,6.0,1.0,13.0,,,,Anglesey Brynteg,1
1262505600.0,14.0,5.0,1.0,13.0,,,,Anglesey Brynteg,1
1262509200.0,20.0,6.0,1.0,18.0,,,,Anglesey Brynteg,1
1262512800.0,14.0,6.0,1.0,12.0,,,,Anglesey Brynteg,1
1262516400.0,16.0,6.0,1.0,14.0,,,,Anglesey Brynteg,1
1262520000.0,18.0,6.0,1.0,17.0,,,,Anglesey Brynteg,1
1262523600.0,20.0,6.0,1.0,18.0,,,,Anglesey Brynteg,1
1262527200.0,18.0,6.0,1.0,17.0,,,,Anglesey Brynteg,1
1262530800.0,18.0,6.0,1.0,18.0,,,,Anglesey Brynteg,1
1262534400.0,20.0,7.0,2.0,19.0,,,,Anglesey Brynteg,1
1262538000.0,21.0,8.0,3.0,20.0,,,,Anglesey Brynteg,1
1262541600.0,26.0,11.0,5.0,25.0,,,,Anglesey Brynteg,1
1262545200.0,22.0,9.0,4.0,21.0,,,,Anglesey Brynteg,1
1262548800.0,21.0,8.0,4.0,19.0,,,,Anglesey Brynteg,1
1262552400.0,17.0,7.0,2.0,15.0,,,,Anglesey Brynteg,1
1262556000.0,14.0,6.0,2.0,13.0,,,,Anglesey Brynteg,1
1262559600.0,10.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262563200.0,9.0,4.0,1.0,8.0,,,,Anglesey Brynteg,1
1262566800.0,10.0,5.0,2.0,10.0,,,,Anglesey Brynteg,1
1262570400.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262574000.0,7.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262577600.0,8.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262581200.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1262584800.0,7.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262588400.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262592000.0,10.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262595600.0,12.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262599200.0,12.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262602800.0,13.0,4.0,2.0,13.0,,,,Anglesey Brynteg,1
1262606400.0,14.0,5.0,2.0,14.0,,,,Anglesey Brynteg,1
1262610000.0,20.0,6.0,2.0,18.0,,,,Anglesey Brynteg,1
1262613600.0,20.0,6.0,2.0,19.0,,,,Anglesey Brynteg,1
1262617200.0,17.0,5.0,2.0,18.0,,,,Anglesey Brynteg,1
1262620800.0,4.0,1.0,0.0,4.0,,,,Anglesey Brynteg,1
1262624400.0,10.0,3.0,1.0,10.0,,,,Anglesey Brynteg,1
1262628000.0,13.0,4.0,2.0,11.0,,,,Anglesey Brynteg,1
1262631600.0,9.0,4.0,2.0,8.0,,,,Anglesey Brynteg,1
1262635200.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262638800.0,8.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262642400.0,9.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262646000.0,9.0,4.0,1.0,8.0,,,,Anglesey Brynteg,1
1262649600.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1262653200.0,10.0,4.0,2.0,8.0,,,,Anglesey Brynteg,1
1262656800.0,10.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262660400.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1262664000.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1262667600.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262671200.0,13.0,3.0,1.0,12.0,,,,Anglesey Brynteg,1
1262674800.0,,,,,,,,Anglesey Brynteg,1
1262678400.0,,,,,,,,Anglesey Brynteg,1
1262682000.0,,,,,,,,Anglesey Brynteg,1
1262685600.0,,,,,,,,Anglesey Brynteg,1
1262689200.0,,,,,,,,Anglesey Brynteg,1
1262692800.0,,,,,,,,Anglesey Brynteg,1
1262696400.0,,,,,,,,Anglesey Brynteg,1
1262700000.0,,,,,,,,Anglesey Brynteg,1
1262703600.0,,,,,,,,Anglesey Brynteg,1
1262707200.0,,,,,,,,Anglesey Brynteg,1
1262710800.0,,,,,,,,Anglesey Brynteg,1
1262714400.0,,,,,,,,Anglesey Brynteg,1
1262718000.0,,,,,,,,Anglesey Brynteg,1
1262721600.0,,,,,,,,Anglesey Brynteg,1
1262725200.0,,,,,,,,Anglesey Brynteg,1
1262728800.0,,,,,,,,Anglesey Brynteg,1
1262732400.0,,,,,,,,Anglesey Brynteg,1
1262736000.0,8.0,4.0,1.0,7.0,,,,Anglesey Brynteg,1
1262739600.0,9.0,4.0,1.0,8.0,,,,Anglesey Brynteg,1
1262743200.0,9.0,4.0,1.0,8.0,,,,Anglesey Brynteg,1
1262746800.0,9.0,4.0,1.0,7.0,,,,Anglesey Brynteg,1
1262750400.0,8.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262754000.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262757600.0,8.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262761200.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262764800.0,13.0,5.0,1.0,10.0,,,,Anglesey Brynteg,1
1262768400.0,14.0,6.0,1.0,12.0,,,,Anglesey Brynteg,1
1262772000.0,16.0,7.0,1.0,13.0,,,,Anglesey Brynteg,1
1262775600.0,14.0,7.0,1.0,12.0,,,,Anglesey Brynteg,1
1262779200.0,13.0,7.0,1.0,12.0,,,,Anglesey Brynteg,1
1262782800.0,12.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1262786400.0,13.0,7.0,2.0,11.0,,,,Anglesey Brynteg,1
1262790000.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1262793600.0,12.0,5.0,1.0,10.0,,,,Anglesey Brynteg,1
1262797200.0,13.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262800800.0,13.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262804400.0,12.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262808000.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262811600.0,12.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262815200.0,12.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262818800.0,13.0,4.0,1.0,12.0,,,,Anglesey Brynteg,1
1262822400.0,10.0,3.0,0.0,9.0,,,,Anglesey Brynteg,1
1262826000.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262829600.0,8.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262833200.0,7.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262836800.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262840400.0,8.0,2.0,0.0,7.0,,,,Anglesey Brynteg,1
1262844000.0,7.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262847600.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262851200.0,10.0,3.0,1.0,11.0,,,,Anglesey Brynteg,1
1262854800.0,9.0,4.0,2.0,9.0,,,,Anglesey Brynteg,1
1262858400.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262862000.0,7.0,2.0,0.0,6.0,,,,Anglesey Brynteg,1
1262865600.0,9.0,2.0,1.0,10.0,,,,Anglesey Brynteg,1
1262869200.0,10.0,2.0,0.0,13.0,,,,Anglesey Brynteg,1
1262872800.0,10.0,3.0,1.0,13.0,,,,Anglesey Brynteg,1
1262876400.0,9.0,3.0,2.0,9.0,,,,Anglesey Brynteg,1
1262880000.0,7.0,2.0,1.0,7.0,,,,Anglesey Brynteg,1
1262883600.0,7.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262887200.0,9.0,4.0,2.0,8.0,,,,Anglesey Brynteg,1
1262890800.0,10.0,4.0,2.0,10.0,,,,Anglesey Brynteg,1
1262894400.0,10.0,5.0,3.0,12.0,,,,Anglesey Brynteg,1
1262898000.0,8.0,3.0,2.0,8.0,,,,Anglesey Brynteg,1
1262901600.0,7.0,3.0,2.0,7.0,,,,Anglesey Brynteg,1
1262905200.0,14.0,3.0,1.0,17.0,,,,Anglesey Brynteg,1
1262908800.0,4.0,1.0,0.0,3.0,,,,Anglesey Brynteg,1
1262912400.0,4.0,2.0,0.0,3.0,,,,Anglesey Brynteg,1
1262916000.0,5.0,2.0,1.0,4.0,,,,Anglesey Brynteg,1
1262919600.0,5.0,3.0,1.0,5.0,,,,Anglesey Brynteg,1
1262923200.0,7.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262926800.0,8.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262930400.0,7.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1262934000.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262937600.0,7.0,2.0,,7.0,,,,Anglesey Brynteg,1
1262941200.0,10.0,4.0,2.0,9.0,,,,Anglesey Brynteg,1
1262944800.0,9.0,4.0,1.0,8.0,,,,Anglesey Brynteg,1
1262948400.0,12.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262952000.0,12.0,4.0,1.0,11.0,,,,Anglesey Brynteg,1
1262955600.0,13.0,4.0,1.0,13.0,,,,Anglesey Brynteg,1
1262959200.0,12.0,3.0,1.0,10.0,,,,Anglesey Brynteg,1
1262962800.0,12.0,4.0,2.0,10.0,,,,Anglesey Brynteg,1
1262966400.0,13.0,5.0,3.0,13.0,,,,Anglesey Brynteg,1
1262970000.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262973600.0,8.0,3.0,1.0,7.0,,,,Anglesey Brynteg,1
1262977200.0,8.0,2.0,0.0,8.0,,,,Anglesey Brynteg,1
1262980800.0,16.0,8.0,4.0,14.0,,,,Anglesey Brynteg,1
1262984400.0,9.0,3.0,1.0,8.0,,,,Anglesey Brynteg,1
1262988000.0,10.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1262991600.0,12.0,4.0,1.0,10.0,,,,Anglesey Brynteg,1
1262995200.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1262998800.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1263002400.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1263006000.0,16.0,4.0,1.0,14.0,,,,Anglesey Brynteg,1
1263009600.0,14.0,4.0,1.0,13.0,,,,Anglesey Brynteg,1
1263013200.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1263016800.0,8.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1263020400.0,10.0,4.0,1.0,9.0,,,,Anglesey Brynteg,1
1263024000.0,10.0,3.0,,10.0,,,,Anglesey Brynteg,1
1263027600.0,13.0,5.0,1.0,12.0,,,,Anglesey Brynteg,1
1263031200.0,12.0,5.0,1.0,10.0,,,,Anglesey Brynteg,1
1263034800.0,13.0,5.0,1.0,11.0,,,,Anglesey Brynteg,1
1263038400.0,12.0,5.0,1.0,11.0,,,,Anglesey Brynteg,1
1263042000.0,13.0,5.0,1.0,12.0,,,,Anglesey Brynteg,1
1263045600.0,12.0,5.0,1.0,11.0,,,,Anglesey Brynteg,1
1263049200.0,13.0,6.0,1.0,11.0,,,,Anglesey Brynteg,1
1263052800.0,12.0,5.0,1.0,10.0,,,,Anglesey Brynteg,1
1263056400.0,10.0,5.0,1.0,9.0,,,,Anglesey Brynteg,1
1263060000.0,10.0,5.0,1.0,9.0,,,,Anglesey Brynteg,1
1263063600.0,13.0,5.0,1.0,11.0,,,,Anglesey Brynteg,1
1263067200.0,14.0,6.0,1.0,12.0,,,,Anglesey Brynteg,1
1263070800.0,16.0,7.0,2.0,14.0,,,,Anglesey Brynteg,1
1263074400.0,23.0,12.0,5.0,19.0,,,,Anglesey Brynteg,1
1263078000.0,16.0,7.0,1.0,13.0,,,,Anglesey Brynteg,1
1263081600.0,20.0,8.0,2.0,16.0,,,,Anglesey Brynteg,1
1263085200.0,18.0,8.0,1.0,15.0,,,,Anglesey Brynteg,1
1263088800.0,21.0,9.0,2.0,17.0,,,,Anglesey Brynteg,1
1263092400.0,22.0,10.0,2.0,19.0,,,,Anglesey Brynteg,1
1263096000.0,22.0,9.0,2.0,19.0,,,,Anglesey Brynteg,1
1263099600.0,23.0,11.0,2.0,20.0,,,,Anglesey Brynteg,1
1263103200.0,23.0,11.0,2.0,19.0,,,,Anglesey Brynteg,1
1263106800.0,23.0,11.0,2.0,19.0,,,,Anglesey Brynteg,1
1263110400.0,25.0,12.0,2.0,20.0,,,,Anglesey Brynteg,1
1263114000.0,26.0,13.0,2.0,22.0,,,,Anglesey Brynteg,1
1263117600.0,27.0,14.0,3.0,23.0,,,,Anglesey Brynteg,1
1263121200.0,26.0,14.0,3.0,21.0,,,,Anglesey Brynteg,1
1263124800.0,29.0,14.0,2.0,23.0,,,,Anglesey Brynteg,1
1263128400.0,29.0,14.0,3.0,24.0,,,,Anglesey Brynteg,1
1263132000.0,30.0,15.0,3.0,25.0,,,,Anglesey Brynteg,1
1263135600.0,30.0,16.0,3.0,25.0,,,,Anglesey Brynteg,1
1263139200.0,30.0,16.0,3.0,25.0,,,,Anglesey Brynteg,1
1263142800.0,33.0,17.0,3.0,27.0,,,,Anglesey Brynteg,1
1263146400.0,33.0,17.0,3.0,26.0,,,,Anglesey Brynteg,1
1263150000.0,30.0,16.0,3.0,25.0,,,,Anglesey Brynteg,1
1263153600.0,25.0,14.0,3.0,20.0,,,,Anglesey Brynteg,1
1263157200.0,22.0,13.0,3.0,18.0,,,,Anglesey Brynteg,1
1263160800.0,20.0,11.0,2.0,16.0,,,,Anglesey Brynteg,1
1263164400.0,17.0,9.0,2.0,14.0,,,,Anglesey Brynteg,1
1263168000.0,13.0,6.0,2.0,11.0,,,,Anglesey Brynteg,1
1263171600.0,12.0,5.0,2.0,9.0,,,,Anglesey Brynteg,1
1263175200.0,13.0,7.0,3.0,11.0,,,,Anglesey Brynteg,1
1263178800.0,8.0,4.0,2.0,7.0,,,,Anglesey Brynteg,1
1263182400.0,12.0,6.0,3.0,9.0,,,,Anglesey Brynteg,1
1263186000.0,12.0,6.0,3.0,10.0,,,,Anglesey Brynteg,1
1263189600.0,16.0,8.0,4.0,12.0,,,,Anglesey Brynteg,1
1263193200.0,10.0,6.0,3.0,8.0,,,,Anglesey Brynteg,1
1263196800.0,8.0,4.0,2.0,6.0,,,,Anglesey Brynteg,1
1263200400.0,9.0,3.0,1.0,9.0,,,,Anglesey Brynteg,1
1263204000.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1263207600.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1263211200.0,7.0,2.0,1.0,6.0,,,,Anglesey Brynteg,1
1263214800.0,7.0,3.0,1.0,6.0,,,,Anglesey Brynteg,1
1263218400.0,8.0,5.0,2.0,7.0,,,,Anglesey Brynteg,1
1263222000.0,10.0,6.0,3.0,9.0,,,,Anglesey Brynteg,1
1263225600.0,10.0,7.0,4.0,10.0,,,,Anglesey Brynteg,1
1263229200.0,16.0,10.0,6.0,13.0,,,,Anglesey Brynteg,1
1263232800.0,16.0,9.0,5.0,13.0,,,,Anglesey Brynteg,1
1263236400.0,16.0,9.0,6.0,14.0,,,,Anglesey Brynteg,1
1263240000.0,16.0,9.0,6.0,13.0,,,,Anglesey Brynteg,1
1263243600.0,17.0,11.0,7.0,14.0,,,,Anglesey Brynteg,1
1263247200.0,18.0,11.0,7.0,16.0,,,,Anglesey Brynteg,1
1263250800.0,17.0,11.0,7.0,14.0,,,,Anglesey Brynteg,1
1263254400.0,17.0,12.0,7.0,13.0,,,,Anglesey Brynteg,1
1263258000.0,20.0,14.0,8.0,16.0,,,,Anglesey Brynteg,1
1263261600.0,16.0,11.0,7.0,12.0,,,,Anglesey Brynteg,1
1263265200.0,13.0,9.0,6.0,10.0,,,,Anglesey Brynteg,1
1263268800.0,14.0,11.0,7.0,12.0,,,,Anglesey Brynteg,1
1263272400.0,12.0,8.0,5.0,9.0,,,,Anglesey Brynteg,1
1263276000.0,10.0,7.0,4.0,9.0,,,,Anglesey Brynteg,1
1263279600.0,7.0,4.0,3.0,5.0,,,,Anglesey Brynteg,1
1263283200.0,7.0,4.0,2.0,6.0,,,,Anglesey Brynteg,1
1263286800.0,9.0,6.0,4.0,7.0,,,,Anglesey Brynteg,1
1263290400.0,9.0,7.0,4.0,8.0,,,,Anglesey Brynteg,1
1263294000.0,9.0,6.0,4.0,8.0,,,,Anglesey Brynteg,1
1263297600.0,9.0,6.0,4.0,8.0,,,,Anglesey Brynteg,1
1263301200.0,9.0,5.0,3.0,7.0,,,,Anglesey Brynteg,1
1263304800.0,10.0,7.0,4.0,9.0,,,,Anglesey Brynteg,1
1263308400.0,17.0,11.0,7.0,13.0,,,,Anglesey Brynteg,1
1263312000.0,23.0,17.0,9.0,18.0,,,,Anglesey Brynteg,1
1263315600.0,25.0,18.0,11.0,20.0,,,,Anglesey Brynteg,1
1263319200.0,27.0,19.0,11.0,22.0,,,,Anglesey Brynteg,1
1263322800.0,27.0,19.0,10.0,21.0,,,,Anglesey Brynteg,1
1263326400.0,27.0,20.0,11.0,22.0,,,,Anglesey Brynteg,1
1263330000.0,25.0,17.0,9.0,19.0,,,,Anglesey Brynteg,1
1263333600.0,25.0,17.0,9.0,20.0,,,,Anglesey Brynteg,1
1263337200.0,21.0,13.0,8.0,16.0,,,,Anglesey Brynteg,1
1263340800.0,14.0,9.0,5.0,11.0,,,,Anglesey Brynteg,1
1263344400.0,14.0,8.0,4.0,11.0,,,,Anglesey Brynteg,1
1263348000.0,12.0,7.0,4.0,9.0,,,,Anglesey Brynteg,1
1263351600.0,12.0,8.0,4.0,10.0,,,,Anglesey Brynteg,1
1263355200.0,8.0,5.0,3.0,6.0,,,,Anglesey Brynteg,1
1263358800.0,5.0,4.0,2.0,5.0,,,,Anglesey Brynteg,1
1263362400.0,7.0,4.0,3.0,5.0,,,,Anglesey Brynteg,1
1263366000.0,8.0,4.0,2.0,7.0,,,,Anglesey Brynteg,1
1263369600.0,9.0,4.0,2.0,9.0,,,,Anglesey Brynteg,1
1263373200.0,5.0,3.0,2.0,4.0,,,,Anglesey Brynteg,1
1263376800.0,4.0,2.0,2.0,4.0,,,,Anglesey Brynteg,1
1263380400.0,7.0,3.0,2.0,7.0,,,,Anglesey Brynteg,1
1263384000.0,5.0,3.0,2.0,4.0,,,,Anglesey Brynteg,1
1263387600.0,7.0,4.0,2.0,7.0,,,,Anglesey Brynteg,1
1263391200.0,5.0,3.0,2.0,5.0,,,,Anglesey Brynteg,1
1263394800.0,5.0,3.0,2.0,5.0,,,,Anglesey Brynteg,1
1263398400.0,5.0,3.0,2.0,6.0,,,,Anglesey Brynteg,1
1263402000.0,10.0,5.0,4.0,9.0,,,,Anglesey Brynteg,1
1263405600.0,12.0,6.0,4.0,10.0,,,,Anglesey Brynteg,1
1263409200.0,8.0,4.0,2.0,7.0,,,,Anglesey Brynteg,1
1263412800.0,10.0,6.0,4.0,11.0,,,,Anglesey Brynteg,1
1263416400.0,7.0,3.0,2.0,6.0,,,,Anglesey Brynteg,1
1263420000.0,9.0,5.0,2.0,8.0,,,,Anglesey Brynteg,1
1263423600.0,22.0,11.0,4.0,19.0,,,,Anglesey Brynteg,1
1263427200.0,21.0,11.0,4.0,17.0,,,,Anglesey Brynteg,1
1263430800.0,20.0,10.0,4.0,17.0,,,,Anglesey Brynteg,1
1263434400.0,12.0,7.0,4.0,10.0,,,,Anglesey Brynteg,1
1263438000.0,12.0,7.0,3.0,10.0,,,,Anglesey Brynteg,1
1263441600.0,13.0,7.0,2.0,11.0,,,,Anglesey Brynteg,1
1263445200.0,13.0,8.0,2.0,11.0,,,,Anglesey Brynteg,1
1263448800.0,13.0,7.0,2.0,12.0,,,,Anglesey Brynteg,1
1263452400.0,21.0,10.0,3.0,18.0,,,,Anglesey Brynteg,1
1263456000.0,27.0,10.0,3.0,25.0,,,,Anglesey Brynteg,1
1263459600.0,26.0,11.0,4.0,24.0,,,,Anglesey Brynteg,1
1263463200.0,26.0,13.0,4.0,22.0,,,,Anglesey Brynteg,1
1263466800.0,23.0,13.0,5.0,20.0,,,,Anglesey Brynteg,1
1263470400.0,22.0,12.0,5.0,19.0,,,,Anglesey Brynteg,1
1263474000.0,20.0,10.0,3.0,16.0,,,,Anglesey Brynteg,1
1263477600.0,17.0,9.0,2.0,15.0,,,,Anglesey Brynteg,1
1263481200.0,21.0,10.0,3.0,18.0,,,,Anglesey Brynteg,1
1263484800.0,18.0,9.0,2.0,17.0,,,,Anglesey Brynteg,1
1263488400.0,13.0,7.0,2.0,12.0,,,,Anglesey Brynteg,1
1263492000.0,16.0,8.0,3.0,14.0,,,,Anglesey Brynteg,1
1263495600.0,14.0,8.0,3.0,12.0,,,,Anglesey Brynteg,1
1263499200.0,17.0,9.0,3.0,14.0,,,,Anglesey Brynteg,1
1263502800.0,17.0,9.0,2.0,15.0,,,,Anglesey Brynteg,1
1263506400.0,18.0,10.0,3.0,16.0,,,,Anglesey Brynteg,1
1263510000.0,18.0,9.0,3.0,15.0,,,,Anglesey Brynteg,1
1263513600.0,16.0,8.0,2.0,13.0,,,,Anglesey Brynteg,1
1263517200.0,13.0,7.0,2.0,11.0,,,,Anglesey Brynteg,1
1263520800.0,12.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1263524400.0,9.0,5.0,1.0,8.0,,,,Anglesey Brynteg,1
1263528000.0,10.0,6.0,1.0,8.0,,,,Anglesey Brynteg,1
1263531600.0,8.0,5.0,1.0,7.0,,,,Anglesey Brynteg,1
1263535200.0,1.0,1.0,0.0,2.0,,,,Anglesey Brynteg,1
1263538800.0,1.0,1.0,0.0,1.0,,,,Anglesey Brynteg,1
1263542400.0,3.0,1.0,0.0,2.0,,,,Anglesey Brynteg,1
1263546000.0,3.0,1.0,0.0,3.0,,,,Anglesey Brynteg,1
1263549600.0,26.0,9.0,2.0,22.0,,,,Anglesey Brynteg,1
1263553200.0,68.0,21.0,5.0,56.0,,,,Anglesey Brynteg,1
1263556800.0,62.0,18.0,4.0,53.0,,,,Anglesey Brynteg,1
1263560400.0,44.0,16.0,4.0,36.0,,,,Anglesey Brynteg,1
1263564000.0,42.0,19.0,4.0,34.0,,,,Anglesey Brynteg,1
1263567600.0,35.0,18.0,3.0,29.0,,,,Anglesey Brynteg,1
1263571200.0,35.0,19.0,3.0,29.0,,,,Anglesey Brynteg,1
1263574800.0,31.0,17.0,3.0,25.0,,,,Anglesey Brynteg,1
1263578400.0,29.0,16.0,2.0,23.0,,,,Anglesey Brynteg,1
1263582000.0,22.0,12.0,2.0,18.0,,,,Anglesey Brynteg,1
1263585600.0,16.0,9.0,1.0,13.0,,,,Anglesey Brynteg,1
1263589200.0,12.0,6.0,1.0,9.0,,,,Anglesey Brynteg,1
1263592800.0,12.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1263596400.0,14.0,7.0,1.0,12.0,,,,Anglesey Brynteg,1
1263600000.0,12.0,6.0,1.0,10.0,,,,Anglesey Brynteg,1
1263603600.0,9.0,5.0,1.0,8.0,,,,Anglesey Brynteg,1
1263607200.0,5.0,3.0,1.0,4.0,,,,Anglesey Brynteg,1
