date,NO,NO2,NOXasNO2,PM10,wd,ws,temp,site,code
1420070400.0,1.2473,3.825,5.7375,12.932,229.9,8.2,7.1,Aberdeen Anderson Dr,1
1420074000.0,,,,5.112,230.0,7.8,6.6,Aberdeen Anderson Dr,1
1420077600.0,1.2473,3.825,5.7375,6.136,234.6,9.1,6.7,Aberdeen Anderson Dr,1
1420081200.0,1.2473,5.7375,7.65,5.372,236.4,9.5,6.9,Aberdeen Anderson Dr,1
1420084800.0,0.0,3.825,3.825,8.645,226.1,8.9,7.0,Aberdeen Anderson Dr,1
1420088400.0,1.2473,1.9125,3.825,10.639,220.5,9.0,7.0,Aberdeen Anderson Dr,1
1420092000.0,0.0,3.825,3.825,7.763,213.2,9.4,7.7,Aberdeen Anderson Dr,1
1420095600.0,1.2473,7.65,9.5625,8.215,211.4,9.0,7.9,Aberdeen Anderson Dr,1
1420099200.0,1.2473,7.65,9.5625,11.953,204.9,7.7,8.0,Aberdeen Anderson Dr,1
1420102800.0,2.4946,9.5625,13.3875,9.453,200.3,7.3,8.2,Aberdeen Anderson Dr,1
1420106400.0,2.4946,9.5625,13.3875,10.674,205.8,7.0,8.3,Aberdeen Anderson Dr,1
1420110000.0,2.4946,9.5625,13.3875,15.675,211.2,5.8,7.8,Aberdeen Anderson Dr,1
1420113600.0,1.2473,7.65,9.5625,18.695,217.5,5.8,8.4,Aberdeen Anderson Dr,1
1420117200.0,1.2473,9.5625,11.475,12.671,213.2,6.3,8.9,Aberdeen Anderson Dr,1
1420120800.0,3.7419,15.3,21.0375,6.013,203.2,5.7,9.1,Aberdeen Anderson Dr,1
1420124400.0,1.2473,7.65,9.5625,5.276,193.4,5.8,8.5,Aberdeen Anderson Dr,1
1420128000.0,1.2473,3.825,5.7375,6.752,208.8,7.2,9.3,Aberdeen Anderson Dr,1
1420131600.0,1.2473,3.825,5.7375,7.487,208.8,7.0,9.7,Aberdeen Anderson Dr,1
1420135200.0,1.2473,5.7375,7.65,7.48,227.3,10.2,11.0,Aberdeen Anderson Dr,1
1420138800.0,2.4946,7.65,11.475,5.162,229.1,12.5,11.6,Aberdeen Anderson Dr,1
1420142400.0,3.7419,13.3875,19.125,6.711,245.2,12.1,11.6,Aberdeen Anderson Dr,1
1420146000.0,3.7419,9.5625,15.3,6.33,247.9,14.2,10.6,Aberdeen Anderson Dr,1
1420149600.0,2.4946,7.65,11.475,4.857,264.8,14.0,8.6,Aberdeen Anderson Dr,1
1420153200.0,2.4946,7.65,11.475,2.685,267.0,13.5,7.1,Aberdeen Anderson Dr,1
1420156800.0,1.2473,3.825,5.7375,-2.154,277.2,9.0,5.3,Aberdeen Anderson Dr,1
1420160400.0,,,,1.255,286.8,11.0,4.6,Aberdeen Anderson Dr,1
1420164000.0,0.0,1.9125,1.9125,0.61,284.3,9.5,3.8,Aberdeen Anderson Dr,1
1420167600.0,0.0,1.9125,1.9125,0.181,275.3,9.7,3.6,Aberdeen Anderson Dr,1
1420171200.0,1.2473,1.9125,3.825,0.45,264.9,9.3,3.3,Aberdeen Anderson Dr,1
1420174800.0,1.2473,3.825,5.7375,2.166,262.4,8.9,3.5,Aberdeen Anderson Dr,1
1420178400.0,1.2473,3.825,5.7375,3.433,264.2,8.9,3.5,Aberdeen Anderson Dr,1
1420182000.0,1.2473,5.7375,7.65,0.612,273.8,10.0,3.6,Aberdeen Anderson Dr,1
1420185600.0,1.2473,5.7375,7.65,4.847,276.1,9.8,3.9,Aberdeen Anderson Dr,1
1420189200.0,0.0,3.825,3.825,5.399,279.9,10.6,4.0,Aberdeen Anderson Dr,1
1420192800.0,1.2473,3.825,5.7375,11.732,276.2,10.4,4.1,Aberdeen Anderson Dr,1
1420196400.0,1.2473,5.7375,7.65,5.806,280.3,9.7,4.3,Aberdeen Anderson Dr,1
1420200000.0,1.2473,3.825,5.7375,4.679,281.0,10.5,4.2,Aberdeen Anderson Dr,1
1420203600.0,1.2473,3.825,5.7375,-0.638,286.5,11.3,3.8,Aberdeen Anderson Dr,1
1420207200.0,1.2473,3.825,5.7375,7.964,278.5,9.6,3.2,Aberdeen Anderson Dr,1
1420210800.0,2.4946,7.65,11.475,12.052,269.0,8.6,2.7,Aberdeen Anderson Dr,1
1420214400.0,2.4946,13.3875,17.2125,16.904,267.1,8.9,2.7,Aberdeen Anderson Dr,1
1420218000.0,4.9892,24.8625,32.5125,16.312,263.2,6.9,2.7,Aberdeen Anderson Dr,1
1420221600.0,0.0,7.65,7.65,14.706,240.6,7.9,2.7,Aberdeen Anderson Dr,1
1420225200.0,1.2473,9.5625,11.475,13.235,229.0,7.9,3.4,Aberdeen Anderson Dr,1
1420228800.0,1.2473,5.7375,7.65,8.128,247.8,7.2,3.6,Aberdeen Anderson Dr,1
1420232400.0,1.2473,5.7375,7.65,8.855,275.4,6.4,3.6,Aberdeen Anderson Dr,1
1420236000.0,1.2473,9.5625,11.475,1.368,261.1,5.0,2.9,Aberdeen Anderson Dr,1
1420239600.0,1.2473,5.7375,7.65,4.473,277.8,6.3,2.8,Aberdeen Anderson Dr,1
1420243200.0,3.7419,11.475,17.2125,2.369,270.3,5.9,3.3,Aberdeen Anderson Dr,1
1420246800.0,,,,-0.464,265.1,5.5,2.7,Aberdeen Anderson Dr,1
1420250400.0,2.4946,3.825,7.65,4.052,265.7,5.2,2.4,Aberdeen Anderson Dr,1
1420254000.0,2.4946,3.825,7.65,12.32,270.6,5.1,2.0,Aberdeen Anderson Dr,1
1420257600.0,2.4946,3.825,7.65,6.78,274.3,4.7,1.5,Aberdeen Anderson Dr,1
1420261200.0,2.4946,0.0,3.825,0.387,276.4,4.7,1.1,Aberdeen Anderson Dr,1
1420264800.0,2.4946,3.825,7.65,4.488,280.0,5.1,1.0,Aberdeen Anderson Dr,1
1420268400.0,2.4946,5.7375,9.5625,6.316,291.2,6.1,0.8,Aberdeen Anderson Dr,1
1420272000.0,3.7419,11.475,17.2125,10.41,289.6,5.9,0.6,Aberdeen Anderson Dr,1
1420275600.0,6.2365,28.6875,38.25,9.635,285.0,6.0,0.7,Aberdeen Anderson Dr,1
1420279200.0,6.2365,30.6,40.1625,15.357,294.7,7.0,1.5,Aberdeen Anderson Dr,1
1420282800.0,4.9892,26.775,34.425,11.608,299.3,7.2,2.3,Aberdeen Anderson Dr,1
1420286400.0,4.9892,17.2125,24.8625,10.052,301.0,7.6,2.9,Aberdeen Anderson Dr,1
1420290000.0,3.7419,7.65,13.3875,6.131,302.8,7.4,2.9,Aberdeen Anderson Dr,1
1420293600.0,3.7419,7.65,13.3875,10.39,306.4,7.0,2.7,Aberdeen Anderson Dr,1
1420297200.0,2.4946,9.5625,13.3875,6.463,300.6,7.8,2.4,Aberdeen Anderson Dr,1
1420300800.0,2.4946,9.5625,13.3875,9.224,299.9,7.1,2.2,Aberdeen Anderson Dr,1
1420304400.0,2.4946,9.5625,13.3875,11.482,300.0,6.5,1.9,Aberdeen Anderson Dr,1
1420308000.0,2.4946,9.5625,13.3875,13.021,296.3,6.5,1.8,Aberdeen Anderson Dr,1
1420311600.0,2.4946,11.475,15.3,11.255,297.6,6.3,1.6,Aberdeen Anderson Dr,1
1420315200.0,3.7419,13.3875,19.125,10.61,295.9,6.3,1.5,Aberdeen Anderson Dr,1
1420318800.0,2.4946,7.65,11.475,13.14,294.1,6.6,1.5,Aberdeen Anderson Dr,1
1420322400.0,2.4946,15.3,19.125,6.411,287.0,5.5,1.5,Aberdeen Anderson Dr,1
1420326000.0,2.4946,15.3,19.125,8.635,280.0,5.4,1.0,Aberdeen Anderson Dr,1
1420329600.0,1.2473,13.3875,15.3,7.715,272.4,5.2,0.2,Aberdeen Anderson Dr,1
1420333200.0,,,,9.468,261.8,4.8,-0.2,Aberdeen Anderson Dr,1
1420336800.0,1.2473,9.5625,11.475,4.943,265.8,5.2,-0.0,Aberdeen Anderson Dr,1
1420340400.0,1.2473,7.65,9.5625,3.842,266.9,5.4,0.3,Aberdeen Anderson Dr,1
1420344000.0,2.4946,13.3875,17.2125,7.865,266.1,5.2,0.5,Aberdeen Anderson Dr,1
1420347600.0,2.4946,13.3875,17.2125,5.832,250.9,4.5,1.3,Aberdeen Anderson Dr,1
1420351200.0,28.6879,51.6375,95.625,7.17,241.3,4.1,1.9,Aberdeen Anderson Dr,1
1420354800.0,98.5367,74.5875,225.675,5.977,232.8,4.5,2.4,Aberdeen Anderson Dr,1
1420358400.0,62.365,68.85,164.475,9.04,227.6,4.3,2.9,Aberdeen Anderson Dr,1
1420362000.0,104.7732,74.5875,235.2375,13.212,239.7,3.6,2.2,Aberdeen Anderson Dr,1
1420365600.0,56.1285,65.025,151.0875,15.568,244.9,3.3,2.8,Aberdeen Anderson Dr,1
1420369200.0,101.0313,80.325,235.2375,12.58,239.1,2.8,3.6,Aberdeen Anderson Dr,1
1420372800.0,24.946,47.8125,86.0625,4.371,195.3,2.6,4.1,Aberdeen Anderson Dr,1
1420376400.0,47.3974,72.675,145.35,8.352,174.9,3.7,4.0,Aberdeen Anderson Dr,1
1420380000.0,24.946,51.6375,89.8875,8.025,187.0,4.2,3.4,Aberdeen Anderson Dr,1
1420383600.0,66.1069,66.9375,168.3,8.412,202.2,4.2,2.8,Aberdeen Anderson Dr,1
1420387200.0,41.1609,65.025,128.1375,16.602,204.7,4.7,2.6,Aberdeen Anderson Dr,1
1420390800.0,18.7095,43.9875,72.675,20.369,205.4,5.3,2.6,Aberdeen Anderson Dr,1
1420394400.0,31.1825,59.2875,107.1,19.301,210.7,6.0,2.5,Aberdeen Anderson Dr,1
1420398000.0,29.9352,61.2,107.1,17.364,212.1,5.6,2.4,Aberdeen Anderson Dr,1
1420401600.0,11.2257,26.775,43.9875,6.902,207.7,5.9,2.4,Aberdeen Anderson Dr,1
1420405200.0,1.2473,7.65,9.5625,4.33,208.9,6.7,2.4,Aberdeen Anderson Dr,1
1420408800.0,37.419,66.9375,124.3125,11.559,215.2,7.4,2.6,Aberdeen Anderson Dr,1
1420412400.0,38.6663,63.1125,122.4,13.087,218.7,7.5,2.9,Aberdeen Anderson Dr,1
1420416000.0,7.4838,30.6,42.075,7.005,237.7,5.1,3.5,Aberdeen Anderson Dr,1
1420419600.0,,,,11.723,210.8,4.8,3.9,Aberdeen Anderson Dr,1
1420423200.0,3.7419,17.2125,22.95,14.253,213.0,4.6,3.9,Aberdeen Anderson Dr,1
1420426800.0,3.7419,11.475,17.2125,6.773,204.1,4.4,3.7,Aberdeen Anderson Dr,1
1420430400.0,3.7419,11.475,17.2125,6.462,223.6,4.2,3.7,Aberdeen Anderson Dr,1
1420434000.0,7.4838,22.95,34.425,6.832,238.6,5.6,4.0,Aberdeen Anderson Dr,1
1420437600.0,2.4946,11.475,15.3,9.206,234.7,8.2,4.9,Aberdeen Anderson Dr,1
1420441200.0,1.2473,11.475,13.3875,11.845,225.7,8.5,5.8,Aberdeen Anderson Dr,1
1420444800.0,2.4946,15.3,19.125,9.121,217.1,8.3,6.5,Aberdeen Anderson Dr,1
1420448400.0,3.7419,17.2125,22.95,8.599,214.1,8.8,7.0,Aberdeen Anderson Dr,1
1420452000.0,18.7095,32.5125,61.2,14.395,214.7,9.2,7.1,Aberdeen Anderson Dr,1
1420455600.0,6.2365,28.6875,38.25,18.337,211.0,9.0,7.1,Aberdeen Anderson Dr,1
1420459200.0,8.7311,26.775,40.1625,18.943,202.1,8.2,7.5,Aberdeen Anderson Dr,1
1420462800.0,4.9892,22.95,30.6,15.682,197.2,6.7,7.8,Aberdeen Anderson Dr,1
1420466400.0,7.4838,34.425,45.9,17.975,193.6,5.5,7.8,Aberdeen Anderson Dr,1
1420470000.0,4.9892,34.425,42.075,17.35,215.3,6.0,7.3,Aberdeen Anderson Dr,1
1420473600.0,4.9892,24.8625,32.5125,11.474,226.6,10.4,7.6,Aberdeen Anderson Dr,1
1420477200.0,4.9892,34.425,42.075,16.207,221.7,9.4,7.5,Aberdeen Anderson Dr,1
1420480800.0,6.2365,22.95,32.5125,10.212,219.8,7.7,7.2,Aberdeen Anderson Dr,1
1420484400.0,2.4946,17.2125,21.0375,8.524,212.6,7.0,7.0,Aberdeen Anderson Dr,1
1420488000.0,1.2473,13.3875,15.3,10.067,206.6,7.1,7.2,Aberdeen Anderson Dr,1
1420491600.0,1.2473,11.475,13.3875,9.371,198.2,7.7,8.3,Aberdeen Anderson Dr,1
1420495200.0,1.2473,7.65,9.5625,12.46,207.9,7.1,7.7,Aberdeen Anderson Dr,1
1420498800.0,1.2473,5.7375,7.65,14.318,206.9,7.3,7.8,Aberdeen Anderson Dr,1
1420502400.0,1.2473,5.7375,7.65,13.979,204.1,8.0,7.8,Aberdeen Anderson Dr,1
1420506000.0,,,,12.429,205.4,8.2,8.0,Aberdeen Anderson Dr,1
1420509600.0,1.2473,3.825,5.7375,8.853,201.6,7.6,7.7,Aberdeen Anderson Dr,1
1420513200.0,1.2473,5.7375,7.65,9.188,198.1,6.4,7.6,Aberdeen Anderson Dr,1
1420516800.0,1.2473,5.7375,7.65,10.398,204.0,6.8,7.6,Aberdeen Anderson Dr,1
1420520400.0,1.2473,5.7375,7.65,16.456,204.4,7.0,7.3,Aberdeen Anderson Dr,1
1420524000.0,1.2473,5.7375,7.65,12.49,211.9,8.1,7.7,Aberdeen Anderson Dr,1
1420527600.0,1.2473,7.65,9.5625,5.616,240.4,7.4,7.6,Aberdeen Anderson Dr,1
1420531200.0,2.4946,11.475,15.3,5.742,299.7,6.5,5.5,Aberdeen Anderson Dr,1
1420534800.0,4.9892,17.2125,24.8625,5.222,279.7,4.6,5.2,Aberdeen Anderson Dr,1
1420538400.0,7.4838,21.0375,32.5125,1.767,263.5,5.9,5.2,Aberdeen Anderson Dr,1
1420542000.0,6.2365,22.95,32.5125,-0.645,279.3,6.5,5.1,Aberdeen Anderson Dr,1
1420545600.0,4.9892,15.3,22.95,11.084,282.9,6.3,5.4,Aberdeen Anderson Dr,1
1420549200.0,4.9892,21.0375,28.6875,7.29,285.3,7.1,5.1,Aberdeen Anderson Dr,1
1420552800.0,7.4838,19.125,30.6,4.899,278.3,6.5,4.4,Aberdeen Anderson Dr,1
1420556400.0,11.2257,32.5125,49.725,3.471,274.2,5.8,3.5,Aberdeen Anderson Dr,1
1420560000.0,33.6771,68.85,120.4875,7.121,268.8,5.9,3.2,Aberdeen Anderson Dr,1
1420563600.0,11.2257,45.9,63.1125,8.883,256.4,5.6,2.8,Aberdeen Anderson Dr,1
1420567200.0,106.0205,91.8,254.3625,19.302,251.2,5.7,2.4,Aberdeen Anderson Dr,1
1420570800.0,3.7419,32.5125,38.25,8.008,254.6,4.9,2.1,Aberdeen Anderson Dr,1
1420574400.0,13.7203,42.075,63.1125,8.056,245.8,5.6,2.0,Aberdeen Anderson Dr,1
1420578000.0,4.9892,36.3375,43.9875,9.339,232.8,5.7,2.1,Aberdeen Anderson Dr,1
1420581600.0,4.9892,24.8625,32.5125,12.146,224.2,5.7,2.1,Aberdeen Anderson Dr,1
1420585200.0,1.2473,9.5625,11.475,7.068,219.5,6.1,1.9,Aberdeen Anderson Dr,1
1420588800.0,1.2473,7.65,9.5625,5.51,212.8,6.7,2.8,Aberdeen Anderson Dr,1
1420592400.0,,,,13.19,213.7,7.9,2.9,Aberdeen Anderson Dr,1
1420596000.0,1.2473,7.65,9.5625,5.174,215.3,8.9,3.1,Aberdeen Anderson Dr,1
1420599600.0,0.0,9.5625,9.5625,13.491,213.6,10.4,4.0,Aberdeen Anderson Dr,1
1420603200.0,0.0,5.7375,5.7375,12.692,210.2,11.6,5.0,Aberdeen Anderson Dr,1
1420606800.0,0.0,3.825,3.825,13.233,209.0,12.3,6.0,Aberdeen Anderson Dr,1
1420610400.0,1.2473,3.825,5.7375,17.39,209.3,12.2,6.1,Aberdeen Anderson Dr,1
1420614000.0,1.2473,7.65,9.5625,19.739,207.4,12.9,6.3,Aberdeen Anderson Dr,1
1420617600.0,1.2473,5.7375,7.65,12.087,205.0,13.1,6.9,Aberdeen Anderson Dr,1
1420621200.0,1.2473,5.7375,7.65,9.994,209.8,13.8,7.5,Aberdeen Anderson Dr,1
1420624800.0,1.2473,3.825,5.7375,8.33,211.6,14.4,7.7,Aberdeen Anderson Dr,1
1420628400.0,1.2473,5.7375,7.65,11.142,212.4,14.2,8.1,Aberdeen Anderson Dr,1
1420632000.0,2.4946,7.65,11.475,4.004,217.2,13.4,8.2,Aberdeen Anderson Dr,1
1420635600.0,2.4946,11.475,15.3,15.443,219.1,12.6,8.3,Aberdeen Anderson Dr,1
1420639200.0,44.9028,51.6375,120.4875,11.557,210.7,9.1,8.7,Aberdeen Anderson Dr,1
1420642800.0,7.4838,24.8625,36.3375,13.669,206.6,5.8,8.9,Aberdeen Anderson Dr,1
1420646400.0,4.9892,15.3,22.95,13.792,233.9,8.4,9.5,Aberdeen Anderson Dr,1
1420650000.0,1.2473,15.3,17.2125,13.405,243.8,10.1,9.5,Aberdeen Anderson Dr,1
1420653600.0,1.2473,7.65,9.5625,0.668,246.3,9.6,9.2,Aberdeen Anderson Dr,1
1420657200.0,1.2473,7.65,9.5625,2.751,251.2,10.2,8.7,Aberdeen Anderson Dr,1
1420660800.0,1.2473,3.825,5.7375,-0.516,248.4,9.1,7.8,Aberdeen Anderson Dr,1
1420664400.0,2.4946,9.5625,13.3875,9.754,255.1,9.8,7.0,Aberdeen Anderson Dr,1
1420668000.0,2.4946,9.5625,13.3875,8.734,257.0,9.6,6.0,Aberdeen Anderson Dr,1
1420671600.0,13.7203,34.425,55.4625,9.778,245.8,7.7,5.4,Aberdeen Anderson Dr,1
1420675200.0,4.9892,17.2125,24.8625,4.911,237.3,8.1,4.5,Aberdeen Anderson Dr,1
1420678800.0,,,,6.063,244.3,9.7,4.4,Aberdeen Anderson Dr,1
1420682400.0,1.2473,5.7375,7.65,8.883,249.0,9.8,4.4,Aberdeen Anderson Dr,1
1420686000.0,1.2473,5.7375,7.65,8.411,247.1,10.1,4.4,Aberdeen Anderson Dr,1
1420689600.0,0.0,1.9125,1.9125,6.304,248.9,9.8,4.4,Aberdeen Anderson Dr,1
1420693200.0,1.2473,3.825,5.7375,4.645,250.1,8.8,4.1,Aberdeen Anderson Dr,1
1420696800.0,1.2473,3.825,5.7375,6.332,245.0,9.4,4.0,Aberdeen Anderson Dr,1
1420700400.0,1.2473,13.3875,15.3,4.211,254.2,9.6,4.0,Aberdeen Anderson Dr,1
1420704000.0,1.2473,19.125,21.0375,4.166,261.0,11.4,4.0,Aberdeen Anderson Dr,1
1420707600.0,,,,5.19,267.0,10.2,4.2,Aberdeen Anderson Dr,1
1420711200.0,,,,12.354,268.2,8.7,4.3,Aberdeen Anderson Dr,1
1420714800.0,,,,15.156,261.6,7.2,4.5,Aberdeen Anderson Dr,1
1420718400.0,1.2473,5.7375,7.65,3.04,262.6,7.9,4.4,Aberdeen Anderson Dr,1
1420722000.0,1.2473,7.65,9.5625,4.133,258.0,6.5,4.3,Aberdeen Anderson Dr,1
1420725600.0,2.4946,9.5625,13.3875,3.927,237.8,5.9,4.5,Aberdeen Anderson Dr,1
1420729200.0,2.4946,13.3875,17.2125,6.949,246.7,7.4,3.8,Aberdeen Anderson Dr,1
1420732800.0,3.7419,24.8625,30.6,9.124,239.2,7.6,3.4,Aberdeen Anderson Dr,1
1420736400.0,3.7419,26.775,32.5125,9.137,228.8,7.2,3.1,Aberdeen Anderson Dr,1
1420740000.0,3.7419,19.125,24.8625,9.738,216.6,9.8,3.6,Aberdeen Anderson Dr,1
1420743600.0,1.2473,11.475,13.3875,10.175,217.6,8.9,3.9,Aberdeen Anderson Dr,1
1420747200.0,2.4946,17.2125,21.0375,8.952,207.7,11.4,4.6,Aberdeen Anderson Dr,1
1420750800.0,1.2473,13.3875,15.3,12.231,209.6,12.9,4.3,Aberdeen Anderson Dr,1
1420754400.0,1.2473,11.475,13.3875,19.316,214.0,14.6,5.1,Aberdeen Anderson Dr,1
1420758000.0,0.0,3.825,3.825,16.769,222.2,17.2,5.2,Aberdeen Anderson Dr,1
1420761600.0,0.0,1.9125,1.9125,18.256,229.0,17.6,6.0,Aberdeen Anderson Dr,1
1420765200.0,,,,-3.165,255.7,13.9,5.9,Aberdeen Anderson Dr,1
1420768800.0,0.0,0.0,0.0,9.892,263.0,13.8,5.3,Aberdeen Anderson Dr,1
1420772400.0,0.0,1.9125,1.9125,11.714,269.4,15.3,5.0,Aberdeen Anderson Dr,1
1420776000.0,0.0,0.0,0.0,6.096,278.0,16.3,5.0,Aberdeen Anderson Dr,1
1420779600.0,0.0,1.9125,1.9125,8.814,278.1,15.2,4.4,Aberdeen Anderson Dr,1
1420783200.0,0.0,3.825,3.825,6.05,282.2,13.9,4.6,Aberdeen Anderson Dr,1
1420786800.0,1.2473,3.825,5.7375,24.366,286.2,12.8,4.5,Aberdeen Anderson Dr,1
1420790400.0,1.2473,3.825,5.7375,16.269,281.9,11.7,4.0,Aberdeen Anderson Dr,1
1420794000.0,1.2473,3.825,5.7375,19.071,276.2,9.8,3.8,Aberdeen Anderson Dr,1
1420797600.0,1.2473,5.7375,7.65,18.182,277.6,11.3,4.0,Aberdeen Anderson Dr,1
1420801200.0,2.4946,7.65,11.475,17.609,272.3,9.7,4.1,Aberdeen Anderson Dr,1
1420804800.0,2.4946,7.65,11.475,17.822,263.4,7.6,4.0,Aberdeen Anderson Dr,1
1420808400.0,3.7419,9.5625,15.3,20.927,255.2,6.6,4.2,Aberdeen Anderson Dr,1
1420812000.0,4.9892,19.125,26.775,25.275,235.1,6.4,4.4,Aberdeen Anderson Dr,1
1420815600.0,4.9892,26.775,34.425,27.654,228.8,5.2,4.2,Aberdeen Anderson Dr,1
1420819200.0,3.7419,26.775,32.5125,23.753,198.5,3.9,4.6,Aberdeen Anderson Dr,1
1420822800.0,4.9892,30.6,38.25,17.268,193.2,4.9,5.5,Aberdeen Anderson Dr,1
1420826400.0,2.4946,19.125,22.95,7.403,193.0,5.8,6.1,Aberdeen Anderson Dr,1
1420830000.0,1.2473,13.3875,15.3,4.349,194.0,7.1,6.9,Aberdeen Anderson Dr,1
1420833600.0,1.2473,15.3,17.2125,6.405,213.9,7.2,7.5,Aberdeen Anderson Dr,1
1420837200.0,2.4946,9.5625,13.3875,5.548,223.8,7.7,8.0,Aberdeen Anderson Dr,1
1420840800.0,2.4946,9.5625,13.3875,6.268,231.0,8.8,9.3,Aberdeen Anderson Dr,1
1420844400.0,2.4946,9.5625,13.3875,8.213,242.4,10.3,10.8,Aberdeen Anderson Dr,1
1420848000.0,6.2365,13.3875,22.95,5.869,243.8,10.4,9.6,Aberdeen Anderson Dr,1
1420851600.0,,,,9.411,249.6,11.1,9.9,Aberdeen Anderson Dr,1
1420855200.0,0.0,1.9125,1.9125,9.578,254.8,9.6,9.2,Aberdeen Anderson Dr,1
1420858800.0,0.0,1.9125,1.9125,12.435,264.6,9.9,8.4,Aberdeen Anderson Dr,1
1420862400.0,1.2473,1.9125,3.825,,265.6,10.1,7.3,Aberdeen Anderson Dr,1
1420866000.0,1.2473,1.9125,3.825,4.165,272.7,10.2,6.4,Aberdeen Anderson Dr,1
1420869600.0,1.2473,1.9125,3.825,5.241,272.1,11.9,5.1,Aberdeen Anderson Dr,1
1420873200.0,1.2473,3.825,5.7375,3.716,285.1,11.3,4.3,Aberdeen Anderson Dr,1
1420876800.0,1.2473,3.825,5.7375,1.663,275.0,11.5,3.9,Aberdeen Anderson Dr,1
1420880400.0,1.2473,3.825,5.7375,7.069,281.2,12.5,3.3,Aberdeen Anderson Dr,1
1420884000.0,1.2473,3.825,5.7375,-0.37,280.8,13.9,3.2,Aberdeen Anderson Dr,1
1420887600.0,1.2473,1.9125,3.825,0.9,292.2,13.7,3.2,Aberdeen Anderson Dr,1
1420891200.0,1.2473,3.825,5.7375,3.096,291.2,13.3,3.3,Aberdeen Anderson Dr,1
1420894800.0,1.2473,3.825,5.7375,4.305,290.5,13.7,2.8,Aberdeen Anderson Dr,1
1420898400.0,1.2473,3.825,5.7375,2.838,280.8,12.7,2.4,Aberdeen Anderson Dr,1
1420902000.0,1.2473,5.7375,7.65,1.191,289.7,12.0,2.0,Aberdeen Anderson Dr,1
1420905600.0,1.2473,5.7375,7.65,3.914,290.3,9.3,1.9,Aberdeen Anderson Dr,1
1420909200.0,1.2473,7.65,9.5625,6.299,279.6,9.8,1.5,Aberdeen Anderson Dr,1
1420912800.0,1.2473,11.475,13.3875,5.728,279.7,10.2,1.5,Aberdeen Anderson Dr,1
1420916400.0,1.2473,5.7375,7.65,8.593,275.6,9.7,1.3,Aberdeen Anderson Dr,1
1420920000.0,1.2473,7.65,9.5625,6.615,282.1,9.4,1.3,Aberdeen Anderson Dr,1
1420923600.0,1.2473,5.7375,7.65,5.711,292.4,9.4,1.3,Aberdeen Anderson Dr,1
1420927200.0,1.2473,7.65,9.5625,4.195,294.0,11.1,1.6,Aberdeen Anderson Dr,1
1420930800.0,1.2473,5.7375,7.65,3.718,287.4,9.4,1.5,Aberdeen Anderson Dr,1
1420934400.0,0.0,3.825,3.825,3.56,269.4,8.4,1.1,Aberdeen Anderson Dr,1
1420938000.0,,,,3.362,279.1,8.7,1.4,Aberdeen Anderson Dr,1
1420941600.0,0.0,1.9125,1.9125,2.278,286.5,9.9,1.4,Aberdeen Anderson Dr,1
1420945200.0,0.0,1.9125,1.9125,0.211,274.4,8.3,1.2,Aberdeen Anderson Dr,1
1420948800.0,0.0,1.9125,1.9125,1.634,278.4,8.3,1.9,Aberdeen Anderson Dr,1
1420952400.0,1.2473,1.9125,3.825,2.47,283.9,7.5,1.6,Aberdeen Anderson Dr,1
1420956000.0,1.2473,3.825,5.7375,2.213,286.8,10.7,2.1,Aberdeen Anderson Dr,1
1420959600.0,1.2473,5.7375,7.65,3.253,281.8,9.2,2.2,Aberdeen Anderson Dr,1
1420963200.0,1.2473,7.65,9.5625,4.014,272.9,6.4,2.0,Aberdeen Anderson Dr,1
1420966800.0,1.2473,11.475,13.3875,5.897,276.5,9.6,2.8,Aberdeen Anderson Dr,1
1420970400.0,1.2473,13.3875,15.3,7.776,266.4,8.1,3.1,Aberdeen Anderson Dr,1
1420974000.0,1.2473,9.5625,11.475,4.597,255.0,7.6,3.6,Aberdeen Anderson Dr,1
1420977600.0,1.2473,7.65,9.5625,3.031,253.2,7.2,4.6,Aberdeen Anderson Dr,1
1420981200.0,1.2473,9.5625,11.475,2.773,246.8,8.0,4.6,Aberdeen Anderson Dr,1
1420984800.0,1.2473,9.5625,11.475,3.676,249.4,7.9,5.0,Aberdeen Anderson Dr,1
1420988400.0,1.2473,7.65,9.5625,2.45,252.5,9.0,5.5,Aberdeen Anderson Dr,1
1420992000.0,1.2473,7.65,9.5625,3.666,254.2,9.3,5.9,Aberdeen Anderson Dr,1
1420995600.0,1.2473,9.5625,11.475,5.352,256.2,10.1,6.2,Aberdeen Anderson Dr,1
1420999200.0,1.2473,9.5625,11.475,3.818,263.5,9.5,6.2,Aberdeen Anderson Dr,1
1421002800.0,1.2473,7.65,9.5625,5.223,255.3,7.8,6.0,Aberdeen Anderson Dr,1
1421006400.0,1.2473,5.7375,7.65,5.803,247.3,8.1,6.1,Aberdeen Anderson Dr,1
1421010000.0,0.0,3.825,3.825,5.014,252.0,9.7,6.3,Aberdeen Anderson Dr,1
1421013600.0,1.2473,5.7375,7.65,5.352,231.2,8.9,6.2,Aberdeen Anderson Dr,1
1421017200.0,0.0,1.9125,1.9125,10.112,230.8,11.3,6.2,Aberdeen Anderson Dr,1
1421020800.0,0.0,1.9125,1.9125,9.027,224.9,11.3,6.3,Aberdeen Anderson Dr,1
1421024400.0,,,,8.164,226.6,11.7,6.5,Aberdeen Anderson Dr,1
1421028000.0,0.0,1.9125,1.9125,4.563,222.9,12.1,6.5,Aberdeen Anderson Dr,1
