date,NO,NO2,NOXasNO2,site,code
1420070400.0,6.2365,30.6,40.1625,York Lawrence Street,1
1420074000.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1420077600.0,6.2365,24.8625,34.425,York Lawrence Street,1
1420081200.0,3.7419,17.2125,22.95,York Lawrence Street,1
1420084800.0,2.4946,11.475,15.3,York Lawrence Street,1
1420088400.0,2.4946,11.475,15.3,York Lawrence Street,1
1420092000.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1420095600.0,4.9892,19.125,26.775,York Lawrence Street,1
1420099200.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1420102800.0,4.9892,19.125,26.775,York Lawrence Street,1
1420106400.0,7.4838,21.0375,32.5125,York Lawrence Street,1
1420110000.0,6.2365,19.125,28.6875,York Lawrence Street,1
1420113600.0,11.2257,24.8625,42.075,York Lawrence Street,1
1420117200.0,9.9784,22.95,38.25,York Lawrence Street,1
1420120800.0,7.4838,15.3,26.775,York Lawrence Street,1
1420124400.0,4.9892,13.3875,21.0375,York Lawrence Street,1
1420128000.0,7.4838,21.0375,32.5125,York Lawrence Street,1
1420131600.0,4.9892,15.3,22.95,York Lawrence Street,1
1420135200.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420138800.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420142400.0,2.4946,7.65,11.475,York Lawrence Street,1
1420146000.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420149600.0,2.4946,7.65,11.475,York Lawrence Street,1
1420153200.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420156800.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420160400.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420164000.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420167600.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420171200.0,1.2473,7.65,9.5625,York Lawrence Street,1
1420174800.0,1.2473,9.5625,11.475,York Lawrence Street,1
1420178400.0,4.9892,11.475,19.125,York Lawrence Street,1
1420182000.0,6.2365,19.125,28.6875,York Lawrence Street,1
1420185600.0,8.7311,24.8625,38.25,York Lawrence Street,1
1420189200.0,11.2257,28.6875,45.9,York Lawrence Street,1
1420192800.0,11.2257,28.6875,45.9,York Lawrence Street,1
1420196400.0,11.2257,24.8625,42.075,York Lawrence Street,1
1420200000.0,11.2257,22.95,40.1625,York Lawrence Street,1
1420203600.0,12.473,30.6,49.725,York Lawrence Street,1
1420207200.0,16.2149,30.6,55.4625,York Lawrence Street,1
1420210800.0,14.9676,30.6,53.55,York Lawrence Street,1
1420214400.0,11.2257,36.3375,53.55,York Lawrence Street,1
1420218000.0,11.2257,32.5125,49.725,York Lawrence Street,1
1420221600.0,11.2257,34.425,51.6375,York Lawrence Street,1
1420225200.0,31.1825,55.4625,103.275,York Lawrence Street,1
1420228800.0,8.7311,30.6,43.9875,York Lawrence Street,1
1420232400.0,3.7419,22.95,28.6875,York Lawrence Street,1
1420236000.0,2.4946,26.775,30.6,York Lawrence Street,1
1420239600.0,2.4946,21.0375,24.8625,York Lawrence Street,1
1420243200.0,3.7419,17.2125,22.95,York Lawrence Street,1
1420246800.0,14.9676,26.775,49.725,York Lawrence Street,1
1420250400.0,4.9892,15.3,22.95,York Lawrence Street,1
1420254000.0,1.2473,11.475,13.3875,York Lawrence Street,1
1420257600.0,2.4946,11.475,15.3,York Lawrence Street,1
1420261200.0,2.4946,15.3,19.125,York Lawrence Street,1
1420264800.0,18.7095,36.3375,65.025,York Lawrence Street,1
1420268400.0,49.892,55.4625,131.9625,York Lawrence Street,1
1420272000.0,46.1501,47.8125,118.575,York Lawrence Street,1
1420275600.0,59.8704,57.375,149.175,York Lawrence Street,1
1420279200.0,61.1177,72.675,166.3875,York Lawrence Street,1
1420282800.0,41.1609,65.025,128.1375,York Lawrence Street,1
1420286400.0,37.419,63.1125,120.4875,York Lawrence Street,1
1420290000.0,38.6663,57.375,116.6625,York Lawrence Street,1
1420293600.0,36.1717,59.2875,114.75,York Lawrence Street,1
1420297200.0,36.1717,65.025,120.4875,York Lawrence Street,1
1420300800.0,54.8812,82.2375,166.3875,York Lawrence Street,1
1420304400.0,,,,York Lawrence Street,1
1420308000.0,,,,York Lawrence Street,1
1420311600.0,18.7095,40.1625,68.85,York Lawrence Street,1
1420315200.0,17.4622,49.725,76.5,York Lawrence Street,1
1420318800.0,22.4514,55.4625,89.8875,York Lawrence Street,1
1420322400.0,8.7311,47.8125,61.2,York Lawrence Street,1
1420326000.0,8.7311,40.1625,53.55,York Lawrence Street,1
1420329600.0,18.7095,45.9,74.5875,York Lawrence Street,1
1420333200.0,4.9892,36.3375,43.9875,York Lawrence Street,1
1420336800.0,3.7419,22.95,28.6875,York Lawrence Street,1
1420340400.0,4.9892,32.5125,40.1625,York Lawrence Street,1
1420344000.0,3.7419,21.0375,26.775,York Lawrence Street,1
1420347600.0,3.7419,30.6,36.3375,York Lawrence Street,1
1420351200.0,17.4622,42.075,68.85,York Lawrence Street,1
1420354800.0,87.311,87.975,221.85,York Lawrence Street,1
1420358400.0,120.9881,103.275,288.7875,York Lawrence Street,1
1420362000.0,118.4935,87.975,269.6625,York Lawrence Street,1
1420365600.0,207.0518,95.625,413.1,York Lawrence Street,1
1420369200.0,154.6652,120.4875,357.6375,York Lawrence Street,1
1420372800.0,140.9449,116.6625,332.775,York Lawrence Street,1
1420376400.0,99.784,99.45,252.45,York Lawrence Street,1
1420380000.0,89.8056,97.5375,235.2375,York Lawrence Street,1
1420383600.0,108.5151,103.275,269.6625,York Lawrence Street,1
1420387200.0,125.9773,116.6625,309.825,York Lawrence Street,1
1420390800.0,124.73,122.4,313.65,York Lawrence Street,1
1420394400.0,94.7948,105.1875,250.5375,York Lawrence Street,1
1420398000.0,86.0637,101.3625,233.325,York Lawrence Street,1
1420401600.0,44.9028,82.2375,151.0875,York Lawrence Street,1
1420405200.0,43.6555,82.2375,149.175,York Lawrence Street,1
1420408800.0,24.946,66.9375,105.1875,York Lawrence Street,1
1420412400.0,26.1933,61.2,101.3625,York Lawrence Street,1
1420416000.0,11.2257,38.25,55.4625,York Lawrence Street,1
1420419600.0,12.473,34.425,53.55,York Lawrence Street,1
1420423200.0,6.2365,28.6875,38.25,York Lawrence Street,1
1420426800.0,3.7419,28.6875,34.425,York Lawrence Street,1
1420430400.0,2.4946,19.125,22.95,York Lawrence Street,1
1420434000.0,7.4838,26.775,38.25,York Lawrence Street,1
1420437600.0,42.4082,53.55,118.575,York Lawrence Street,1
1420441200.0,212.041,97.5375,422.6625,York Lawrence Street,1
1420444800.0,168.3855,91.8,349.9875,York Lawrence Street,1
1420448400.0,155.9125,107.1,346.1625,York Lawrence Street,1
1420452000.0,123.4827,91.8,281.1375,York Lawrence Street,1
1420455600.0,118.4935,95.625,277.3125,York Lawrence Street,1
1420459200.0,148.4287,95.625,323.2125,York Lawrence Street,1
1420462800.0,164.6436,114.75,367.2,York Lawrence Street,1
1420466400.0,163.3963,118.575,369.1125,York Lawrence Street,1
1420470000.0,183.3531,112.8375,393.975,York Lawrence Street,1
1420473600.0,182.1058,122.4,401.625,York Lawrence Street,1
1420477200.0,132.2138,116.6625,319.3875,York Lawrence Street,1
1420480800.0,153.4179,120.4875,355.725,York Lawrence Street,1
1420484400.0,119.7408,114.75,298.35,York Lawrence Street,1
1420488000.0,69.8488,93.7125,200.8125,York Lawrence Street,1
1420491600.0,52.3866,80.325,160.65,York Lawrence Street,1
1420495200.0,29.9352,63.1125,109.0125,York Lawrence Street,1
1420498800.0,18.7095,47.8125,76.5,York Lawrence Street,1
1420502400.0,7.4838,38.25,49.725,York Lawrence Street,1
1420506000.0,12.473,40.1625,59.2875,York Lawrence Street,1
1420509600.0,4.9892,30.6,38.25,York Lawrence Street,1
1420513200.0,7.4838,19.125,30.6,York Lawrence Street,1
1420516800.0,2.4946,19.125,22.95,York Lawrence Street,1
1420520400.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1420524000.0,36.1717,40.1625,95.625,York Lawrence Street,1
1420527600.0,92.3002,57.375,198.9,York Lawrence Street,1
1420531200.0,91.0529,74.5875,214.2,York Lawrence Street,1
1420534800.0,52.3866,53.55,133.875,York Lawrence Street,1
1420538400.0,57.3758,61.2,149.175,York Lawrence Street,1
1420542000.0,37.419,53.55,110.925,York Lawrence Street,1
1420545600.0,,,,York Lawrence Street,1
1420549200.0,,,,York Lawrence Street,1
1420552800.0,29.9352,43.9875,89.8875,York Lawrence Street,1
1420556400.0,47.3974,65.025,137.7,York Lawrence Street,1
1420560000.0,19.9568,51.6375,82.2375,York Lawrence Street,1
1420563600.0,29.9352,63.1125,109.0125,York Lawrence Street,1
1420567200.0,18.7095,55.4625,84.15,York Lawrence Street,1
1420570800.0,41.1609,84.15,147.2625,York Lawrence Street,1
1420574400.0,24.946,72.675,110.925,York Lawrence Street,1
1420578000.0,21.2041,66.9375,99.45,York Lawrence Street,1
1420581600.0,4.9892,49.725,57.375,York Lawrence Street,1
1420585200.0,6.2365,45.9,55.4625,York Lawrence Street,1
1420588800.0,11.2257,40.1625,57.375,York Lawrence Street,1
1420592400.0,9.9784,34.425,49.725,York Lawrence Street,1
1420596000.0,4.9892,22.95,30.6,York Lawrence Street,1
1420599600.0,3.7419,21.0375,26.775,York Lawrence Street,1
1420603200.0,3.7419,19.125,24.8625,York Lawrence Street,1
1420606800.0,22.4514,32.5125,66.9375,York Lawrence Street,1
1420610400.0,94.7948,47.8125,193.1625,York Lawrence Street,1
1420614000.0,133.4611,80.325,284.9625,York Lawrence Street,1
1420617600.0,69.8488,68.85,175.95,York Lawrence Street,1
1420621200.0,62.365,66.9375,162.5625,York Lawrence Street,1
1420624800.0,59.8704,66.9375,158.7375,York Lawrence Street,1
1420628400.0,48.6447,57.375,131.9625,York Lawrence Street,1
1420632000.0,,,,York Lawrence Street,1
1420635600.0,57.3758,59.2875,147.2625,York Lawrence Street,1
1420639200.0,29.9352,42.075,87.975,York Lawrence Street,1
1420642800.0,26.1933,40.1625,80.325,York Lawrence Street,1
1420646400.0,21.2041,36.3375,68.85,York Lawrence Street,1
1420650000.0,27.4406,40.1625,82.2375,York Lawrence Street,1
1420653600.0,23.6987,42.075,78.4125,York Lawrence Street,1
1420657200.0,22.4514,42.075,76.5,York Lawrence Street,1
1420660800.0,14.9676,30.6,53.55,York Lawrence Street,1
1420664400.0,12.473,30.6,49.725,York Lawrence Street,1
1420668000.0,11.2257,28.6875,45.9,York Lawrence Street,1
1420671600.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420675200.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420678800.0,2.4946,7.65,11.475,York Lawrence Street,1
1420682400.0,1.2473,7.65,9.5625,York Lawrence Street,1
1420686000.0,1.2473,7.65,9.5625,York Lawrence Street,1
1420689600.0,1.2473,7.65,9.5625,York Lawrence Street,1
1420693200.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420696800.0,39.9136,24.8625,86.0625,York Lawrence Street,1
1420700400.0,43.6555,55.4625,122.4,York Lawrence Street,1
1420704000.0,37.419,63.1125,120.4875,York Lawrence Street,1
1420707600.0,32.4298,55.4625,105.1875,York Lawrence Street,1
1420711200.0,52.3866,66.9375,147.2625,York Lawrence Street,1
1420714800.0,39.9136,63.1125,124.3125,York Lawrence Street,1
1420718400.0,34.9244,45.9,99.45,York Lawrence Street,1
1420722000.0,23.6987,36.3375,72.675,York Lawrence Street,1
1420725600.0,23.6987,36.3375,72.675,York Lawrence Street,1
1420729200.0,17.4622,38.25,65.025,York Lawrence Street,1
1420732800.0,12.473,40.1625,59.2875,York Lawrence Street,1
1420736400.0,13.7203,43.9875,65.025,York Lawrence Street,1
1420740000.0,57.3758,80.325,168.3,York Lawrence Street,1
1420743600.0,16.2149,47.8125,72.675,York Lawrence Street,1
1420747200.0,18.7095,40.1625,68.85,York Lawrence Street,1
1420750800.0,9.9784,38.25,53.55,York Lawrence Street,1
1420754400.0,6.2365,26.775,36.3375,York Lawrence Street,1
1420758000.0,4.9892,11.475,19.125,York Lawrence Street,1
1420761600.0,2.4946,9.5625,13.3875,York Lawrence Street,1
1420765200.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420768800.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420772400.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420776000.0,1.2473,3.825,5.7375,York Lawrence Street,1
1420779600.0,2.4946,7.65,11.475,York Lawrence Street,1
1420783200.0,4.9892,11.475,19.125,York Lawrence Street,1
1420786800.0,12.473,28.6875,47.8125,York Lawrence Street,1
1420790400.0,8.7311,24.8625,38.25,York Lawrence Street,1
1420794000.0,9.9784,22.95,38.25,York Lawrence Street,1
1420797600.0,11.2257,17.2125,34.425,York Lawrence Street,1
1420801200.0,9.9784,26.775,42.075,York Lawrence Street,1
1420804800.0,8.7311,21.0375,34.425,York Lawrence Street,1
1420808400.0,11.2257,32.5125,49.725,York Lawrence Street,1
1420812000.0,38.6663,63.1125,122.4,York Lawrence Street,1
1420815600.0,38.6663,49.725,109.0125,York Lawrence Street,1
1420819200.0,27.4406,40.1625,82.2375,York Lawrence Street,1
1420822800.0,4.9892,15.3,22.95,York Lawrence Street,1
1420826400.0,8.7311,15.3,28.6875,York Lawrence Street,1
1420830000.0,6.2365,15.3,24.8625,York Lawrence Street,1
1420833600.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420837200.0,3.7419,11.475,17.2125,York Lawrence Street,1
1420840800.0,3.7419,9.5625,15.3,York Lawrence Street,1
1420844400.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420848000.0,1.2473,3.825,5.7375,York Lawrence Street,1
1420851600.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420855200.0,1.2473,3.825,5.7375,York Lawrence Street,1
1420858800.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420862400.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1420866000.0,1.2473,5.7375,7.65,York Lawrence Street,1
1420869600.0,3.7419,9.5625,15.3,York Lawrence Street,1
1420873200.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420876800.0,8.7311,19.125,32.5125,York Lawrence Street,1
1420880400.0,9.9784,22.95,38.25,York Lawrence Street,1
1420884000.0,11.2257,30.6,47.8125,York Lawrence Street,1
1420887600.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1420891200.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1420894800.0,8.7311,24.8625,38.25,York Lawrence Street,1
1420898400.0,8.7311,26.775,40.1625,York Lawrence Street,1
1420902000.0,8.7311,26.775,40.1625,York Lawrence Street,1
1420905600.0,11.2257,30.6,47.8125,York Lawrence Street,1
1420909200.0,9.9784,26.775,42.075,York Lawrence Street,1
1420912800.0,9.9784,26.775,42.075,York Lawrence Street,1
1420916400.0,6.2365,15.3,24.8625,York Lawrence Street,1
1420920000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1420923600.0,3.7419,17.2125,22.95,York Lawrence Street,1
1420927200.0,4.9892,15.3,22.95,York Lawrence Street,1
1420930800.0,3.7419,13.3875,19.125,York Lawrence Street,1
1420934400.0,3.7419,11.475,17.2125,York Lawrence Street,1
1420938000.0,3.7419,11.475,17.2125,York Lawrence Street,1
1420941600.0,3.7419,11.475,17.2125,York Lawrence Street,1
1420945200.0,2.4946,11.475,15.3,York Lawrence Street,1
1420948800.0,1.2473,9.5625,11.475,York Lawrence Street,1
1420952400.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1420956000.0,2.4946,11.475,15.3,York Lawrence Street,1
1420959600.0,3.7419,11.475,17.2125,York Lawrence Street,1
1420963200.0,7.4838,15.3,26.775,York Lawrence Street,1
1420966800.0,9.9784,19.125,34.425,York Lawrence Street,1
1420970400.0,8.7311,21.0375,34.425,York Lawrence Street,1
1420974000.0,7.4838,21.0375,32.5125,York Lawrence Street,1
1420977600.0,7.4838,21.0375,32.5125,York Lawrence Street,1
1420981200.0,4.9892,19.125,26.775,York Lawrence Street,1
1420984800.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1420988400.0,7.4838,22.95,34.425,York Lawrence Street,1
1420992000.0,3.7419,19.125,24.8625,York Lawrence Street,1
1420995600.0,2.4946,17.2125,21.0375,York Lawrence Street,1
1420999200.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1421002800.0,3.7419,13.3875,19.125,York Lawrence Street,1
1421006400.0,3.7419,19.125,24.8625,York Lawrence Street,1
1421010000.0,2.4946,19.125,22.95,York Lawrence Street,1
1421013600.0,3.7419,19.125,24.8625,York Lawrence Street,1
1421017200.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1421020800.0,2.4946,9.5625,13.3875,York Lawrence Street,1
1421024400.0,2.4946,11.475,15.3,York Lawrence Street,1
1421028000.0,3.7419,9.5625,15.3,York Lawrence Street,1
1421031600.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1421035200.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1421038800.0,1.2473,7.65,9.5625,York Lawrence Street,1
1421042400.0,7.4838,11.475,22.95,York Lawrence Street,1
1421046000.0,11.2257,22.95,40.1625,York Lawrence Street,1
1421049600.0,8.7311,26.775,40.1625,York Lawrence Street,1
1421053200.0,4.9892,24.8625,32.5125,York Lawrence Street,1
1421056800.0,8.7311,28.6875,42.075,York Lawrence Street,1
1421060400.0,12.473,32.5125,51.6375,York Lawrence Street,1
1421064000.0,17.4622,32.5125,59.2875,York Lawrence Street,1
1421067600.0,11.2257,26.775,43.9875,York Lawrence Street,1
1421071200.0,16.2149,36.3375,61.2,York Lawrence Street,1
1421074800.0,13.7203,36.3375,57.375,York Lawrence Street,1
1421078400.0,22.4514,42.075,76.5,York Lawrence Street,1
1421082000.0,22.4514,55.4625,89.8875,York Lawrence Street,1
1421085600.0,18.7095,55.4625,84.15,York Lawrence Street,1
1421089200.0,69.8488,93.7125,200.8125,York Lawrence Street,1
1421092800.0,66.1069,97.5375,198.9,York Lawrence Street,1
1421096400.0,57.3758,89.8875,177.8625,York Lawrence Street,1
1421100000.0,19.9568,53.55,84.15,York Lawrence Street,1
1421103600.0,13.7203,55.4625,76.5,York Lawrence Street,1
1421107200.0,16.2149,53.55,78.4125,York Lawrence Street,1
1421110800.0,11.2257,45.9,63.1125,York Lawrence Street,1
1421114400.0,11.2257,43.9875,61.2,York Lawrence Street,1
1421118000.0,3.7419,30.6,36.3375,York Lawrence Street,1
1421121600.0,14.9676,24.8625,47.8125,York Lawrence Street,1
1421125200.0,7.4838,22.95,34.425,York Lawrence Street,1
1421128800.0,14.9676,21.0375,43.9875,York Lawrence Street,1
1421132400.0,16.2149,36.3375,61.2,York Lawrence Street,1
1421136000.0,24.946,45.9,84.15,York Lawrence Street,1
1421139600.0,23.6987,42.075,78.4125,York Lawrence Street,1
1421143200.0,44.9028,65.025,133.875,York Lawrence Street,1
1421146800.0,66.1069,80.325,181.6875,York Lawrence Street,1
1421150400.0,18.7095,47.8125,76.5,York Lawrence Street,1
1421154000.0,31.1825,47.8125,95.625,York Lawrence Street,1
1421157600.0,19.9568,45.9,76.5,York Lawrence Street,1
1421161200.0,39.9136,53.55,114.75,York Lawrence Street,1
1421164800.0,34.9244,65.025,118.575,York Lawrence Street,1
1421168400.0,28.6879,49.725,93.7125,York Lawrence Street,1
1421172000.0,34.9244,57.375,110.925,York Lawrence Street,1
1421175600.0,27.4406,47.8125,89.8875,York Lawrence Street,1
1421179200.0,19.9568,36.3375,66.9375,York Lawrence Street,1
1421182800.0,4.9892,21.0375,28.6875,York Lawrence Street,1
1421186400.0,3.7419,21.0375,26.775,York Lawrence Street,1
1421190000.0,7.4838,24.8625,36.3375,York Lawrence Street,1
1421193600.0,4.9892,21.0375,28.6875,York Lawrence Street,1
1421197200.0,13.7203,36.3375,57.375,York Lawrence Street,1
1421200800.0,11.2257,28.6875,45.9,York Lawrence Street,1
1421204400.0,9.9784,26.775,42.075,York Lawrence Street,1
1421208000.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1421211600.0,31.1825,36.3375,84.15,York Lawrence Street,1
1421215200.0,169.6328,101.3625,361.4625,York Lawrence Street,1
1421218800.0,183.3531,87.975,369.1125,York Lawrence Street,1
1421222400.0,22.4514,57.375,91.8,York Lawrence Street,1
1421226000.0,43.6555,63.1125,130.05,York Lawrence Street,1
1421229600.0,21.2041,49.725,82.2375,York Lawrence Street,1
1421233200.0,32.4298,57.375,107.1,York Lawrence Street,1
1421236800.0,18.7095,43.9875,72.675,York Lawrence Street,1
1421240400.0,16.2149,42.075,66.9375,York Lawrence Street,1
1421244000.0,46.1501,53.55,124.3125,York Lawrence Street,1
1421247600.0,66.1069,76.5,177.8625,York Lawrence Street,1
1421251200.0,,,,York Lawrence Street,1
1421254800.0,47.3974,66.9375,139.6125,York Lawrence Street,1
1421258400.0,53.6339,68.85,151.0875,York Lawrence Street,1
1421262000.0,38.6663,55.4625,114.75,York Lawrence Street,1
1421265600.0,17.4622,45.9,72.675,York Lawrence Street,1
1421269200.0,14.9676,38.25,61.2,York Lawrence Street,1
1421272800.0,4.9892,24.8625,32.5125,York Lawrence Street,1
1421276400.0,3.7419,13.3875,19.125,York Lawrence Street,1
1421280000.0,4.9892,13.3875,21.0375,York Lawrence Street,1
1421283600.0,2.4946,5.7375,9.5625,York Lawrence Street,1
1421287200.0,1.2473,5.7375,7.65,York Lawrence Street,1
1421290800.0,1.2473,3.825,5.7375,York Lawrence Street,1
1421294400.0,1.2473,5.7375,7.65,York Lawrence Street,1
1421298000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1421301600.0,21.2041,34.425,66.9375,York Lawrence Street,1
1421305200.0,49.892,51.6375,128.1375,York Lawrence Street,1
1421308800.0,37.419,51.6375,109.0125,York Lawrence Street,1
1421312400.0,42.4082,55.4625,120.4875,York Lawrence Street,1
1421316000.0,36.1717,49.725,105.1875,York Lawrence Street,1
1421319600.0,22.4514,40.1625,74.5875,York Lawrence Street,1
1421323200.0,12.473,19.125,38.25,York Lawrence Street,1
1421326800.0,19.9568,32.5125,63.1125,York Lawrence Street,1
1421330400.0,21.2041,34.425,66.9375,York Lawrence Street,1
1421334000.0,17.4622,30.6,57.375,York Lawrence Street,1
1421337600.0,12.473,22.95,42.075,York Lawrence Street,1
1421341200.0,9.9784,19.125,34.425,York Lawrence Street,1
1421344800.0,4.9892,13.3875,21.0375,York Lawrence Street,1
1421348400.0,2.4946,11.475,15.3,York Lawrence Street,1
1421352000.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1421355600.0,2.4946,15.3,19.125,York Lawrence Street,1
1421359200.0,2.4946,11.475,15.3,York Lawrence Street,1
1421362800.0,1.2473,5.7375,7.65,York Lawrence Street,1
1421366400.0,2.4946,9.5625,13.3875,York Lawrence Street,1
1421370000.0,1.2473,5.7375,7.65,York Lawrence Street,1
1421373600.0,1.2473,3.825,5.7375,York Lawrence Street,1
1421377200.0,1.2473,7.65,9.5625,York Lawrence Street,1
1421380800.0,4.9892,13.3875,21.0375,York Lawrence Street,1
1421384400.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1421388000.0,21.2041,32.5125,65.025,York Lawrence Street,1
1421391600.0,37.419,47.8125,105.1875,York Lawrence Street,1
1421395200.0,158.4071,128.1375,371.025,York Lawrence Street,1
1421398800.0,147.1814,112.8375,338.5125,York Lawrence Street,1
1421402400.0,53.6339,74.5875,156.825,York Lawrence Street,1
1421406000.0,22.4514,43.9875,78.4125,York Lawrence Street,1
1421409600.0,47.3974,66.9375,139.6125,York Lawrence Street,1
1421413200.0,31.1825,57.375,105.1875,York Lawrence Street,1
1421416800.0,29.9352,49.725,95.625,York Lawrence Street,1
1421420400.0,24.946,53.55,91.8,York Lawrence Street,1
1421424000.0,21.2041,45.9,78.4125,York Lawrence Street,1
1421427600.0,28.6879,65.025,109.0125,York Lawrence Street,1
1421431200.0,22.4514,63.1125,97.5375,York Lawrence Street,1
1421434800.0,27.4406,59.2875,101.3625,York Lawrence Street,1
1421438400.0,26.1933,63.1125,103.275,York Lawrence Street,1
1421442000.0,27.4406,65.025,107.1,York Lawrence Street,1
1421445600.0,22.4514,57.375,91.8,York Lawrence Street,1
1421449200.0,17.4622,55.4625,82.2375,York Lawrence Street,1
1421452800.0,11.2257,45.9,63.1125,York Lawrence Street,1
1421456400.0,2.4946,22.95,26.775,York Lawrence Street,1
1421460000.0,3.7419,21.0375,26.775,York Lawrence Street,1
1421463600.0,12.473,30.6,49.725,York Lawrence Street,1
1421467200.0,7.4838,30.6,42.075,York Lawrence Street,1
1421470800.0,23.6987,32.5125,68.85,York Lawrence Street,1
1421474400.0,34.9244,43.9875,97.5375,York Lawrence Street,1
1421478000.0,29.9352,43.9875,89.8875,York Lawrence Street,1
1421481600.0,87.311,84.15,218.025,York Lawrence Street,1
1421485200.0,52.3866,70.7625,151.0875,York Lawrence Street,1
1421488800.0,46.1501,57.375,128.1375,York Lawrence Street,1
1421492400.0,21.2041,36.3375,68.85,York Lawrence Street,1
1421496000.0,17.4622,42.075,68.85,York Lawrence Street,1
1421499600.0,21.2041,49.725,82.2375,York Lawrence Street,1
1421503200.0,23.6987,51.6375,87.975,York Lawrence Street,1
1421506800.0,17.4622,45.9,72.675,York Lawrence Street,1
1421510400.0,62.365,87.975,183.6,York Lawrence Street,1
1421514000.0,42.4082,76.5,141.525,York Lawrence Street,1
1421517600.0,22.4514,65.025,99.45,York Lawrence Street,1
1421521200.0,13.7203,49.725,70.7625,York Lawrence Street,1
1421524800.0,28.6879,59.2875,103.275,York Lawrence Street,1
1421528400.0,22.4514,53.55,87.975,York Lawrence Street,1
1421532000.0,21.2041,53.55,86.0625,York Lawrence Street,1
1421535600.0,6.2365,40.1625,49.725,York Lawrence Street,1
1421539200.0,3.7419,40.1625,45.9,York Lawrence Street,1
1421542800.0,4.9892,43.9875,51.6375,York Lawrence Street,1
1421546400.0,3.7419,43.9875,49.725,York Lawrence Street,1
1421550000.0,3.7419,36.3375,42.075,York Lawrence Street,1
1421553600.0,4.9892,36.3375,43.9875,York Lawrence Street,1
1421557200.0,2.4946,24.8625,28.6875,York Lawrence Street,1
1421560800.0,32.4298,66.9375,116.6625,York Lawrence Street,1
1421564400.0,37.419,72.675,130.05,York Lawrence Street,1
1421568000.0,23.6987,59.2875,95.625,York Lawrence Street,1
1421571600.0,92.3002,87.975,229.5,York Lawrence Street,1
1421575200.0,66.1069,89.8875,191.25,York Lawrence Street,1
1421578800.0,28.6879,51.6375,95.625,York Lawrence Street,1
1421582400.0,36.1717,63.1125,118.575,York Lawrence Street,1
1421586000.0,46.1501,74.5875,145.35,York Lawrence Street,1
1421589600.0,29.9352,63.1125,109.0125,York Lawrence Street,1
1421593200.0,28.6879,55.4625,99.45,York Lawrence Street,1
1421596800.0,,,,York Lawrence Street,1
1421600400.0,,,,York Lawrence Street,1
1421604000.0,13.7203,30.6,51.6375,York Lawrence Street,1
1421607600.0,12.473,36.3375,55.4625,York Lawrence Street,1
1421611200.0,11.2257,30.6,47.8125,York Lawrence Street,1
1421614800.0,4.9892,24.8625,32.5125,York Lawrence Street,1
1421618400.0,3.7419,17.2125,22.95,York Lawrence Street,1
1421622000.0,3.7419,19.125,24.8625,York Lawrence Street,1
1421625600.0,3.7419,17.2125,22.95,York Lawrence Street,1
1421629200.0,3.7419,9.5625,15.3,York Lawrence Street,1
1421632800.0,3.7419,19.125,24.8625,York Lawrence Street,1
1421636400.0,4.9892,26.775,34.425,York Lawrence Street,1
1421640000.0,4.9892,26.775,34.425,York Lawrence Street,1
1421643600.0,11.2257,40.1625,57.375,York Lawrence Street,1
1421647200.0,33.6771,40.1625,91.8,York Lawrence Street,1
1421650800.0,87.311,84.15,218.025,York Lawrence Street,1
