date,NO,NO2,NOXasNO2,site,code
1435269600.0,19.9568,30.6,61.2,York Lawrence Street,1
1435273200.0,24.946,40.1625,78.4125,York Lawrence Street,1
1435276800.0,21.2041,28.6875,61.2,York Lawrence Street,1
1435280400.0,14.9676,28.6875,51.6375,York Lawrence Street,1
1435284000.0,17.4622,26.775,53.55,York Lawrence Street,1
1435287600.0,23.6987,30.6,66.9375,York Lawrence Street,1
1435291200.0,32.4298,34.425,84.15,York Lawrence Street,1
1435294800.0,135.9557,49.725,258.1875,York Lawrence Street,1
1435298400.0,160.9017,68.85,315.5625,York Lawrence Street,1
1435302000.0,120.9881,74.5875,260.1,York Lawrence Street,1
1435305600.0,79.8272,68.85,191.25,York Lawrence Street,1
1435309200.0,59.8704,57.375,149.175,York Lawrence Street,1
1435312800.0,48.6447,53.55,128.1375,York Lawrence Street,1
1435316400.0,47.3974,49.725,122.4,York Lawrence Street,1
1435320000.0,37.419,43.9875,101.3625,York Lawrence Street,1
1435323600.0,46.1501,47.8125,118.575,York Lawrence Street,1
1435327200.0,48.6447,51.6375,126.225,York Lawrence Street,1
1435330800.0,31.1825,45.9,93.7125,York Lawrence Street,1
1435334400.0,29.9352,49.725,95.625,York Lawrence Street,1
1435338000.0,14.9676,43.9875,66.9375,York Lawrence Street,1
1435341600.0,11.2257,38.25,55.4625,York Lawrence Street,1
1435345200.0,11.2257,28.6875,45.9,York Lawrence Street,1
1435348800.0,8.7311,34.425,47.8125,York Lawrence Street,1
1435352400.0,6.2365,28.6875,38.25,York Lawrence Street,1
1435356000.0,3.7419,17.2125,22.95,York Lawrence Street,1
1435359600.0,4.9892,28.6875,36.3375,York Lawrence Street,1
1435363200.0,3.7419,22.95,28.6875,York Lawrence Street,1
1435366800.0,7.4838,26.775,38.25,York Lawrence Street,1
1435370400.0,4.9892,26.775,34.425,York Lawrence Street,1
1435374000.0,3.7419,15.3,21.0375,York Lawrence Street,1
1435377600.0,2.4946,15.3,19.125,York Lawrence Street,1
1435381200.0,11.2257,19.125,36.3375,York Lawrence Street,1
1435384800.0,13.7203,22.95,43.9875,York Lawrence Street,1
1435388400.0,23.6987,26.775,63.1125,York Lawrence Street,1
1435392000.0,11.2257,22.95,40.1625,York Lawrence Street,1
1435395600.0,12.473,22.95,42.075,York Lawrence Street,1
1435399200.0,8.7311,22.95,36.3375,York Lawrence Street,1
1435402800.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1435406400.0,6.2365,21.0375,30.6,York Lawrence Street,1
1435410000.0,12.473,30.6,49.725,York Lawrence Street,1
1435413600.0,9.9784,28.6875,43.9875,York Lawrence Street,1
1435417200.0,13.7203,32.5125,53.55,York Lawrence Street,1
1435420800.0,8.7311,28.6875,42.075,York Lawrence Street,1
1435424400.0,8.7311,32.5125,45.9,York Lawrence Street,1
1435428000.0,16.2149,36.3375,61.2,York Lawrence Street,1
1435431600.0,11.2257,38.25,55.4625,York Lawrence Street,1
1435435200.0,6.2365,32.5125,42.075,York Lawrence Street,1
1435438800.0,6.2365,26.775,36.3375,York Lawrence Street,1
1435442400.0,19.9568,38.25,68.85,York Lawrence Street,1
1435446000.0,19.9568,40.1625,70.7625,York Lawrence Street,1
1435449600.0,17.4622,43.9875,70.7625,York Lawrence Street,1
1435453200.0,9.9784,36.3375,51.6375,York Lawrence Street,1
1435456800.0,8.7311,28.6875,42.075,York Lawrence Street,1
1435460400.0,4.9892,21.0375,28.6875,York Lawrence Street,1
1435464000.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1435467600.0,13.7203,22.95,43.9875,York Lawrence Street,1
1435471200.0,13.7203,22.95,43.9875,York Lawrence Street,1
1435474800.0,24.946,24.8625,63.1125,York Lawrence Street,1
1435478400.0,33.6771,30.6,82.2375,York Lawrence Street,1
1435482000.0,38.6663,40.1625,99.45,York Lawrence Street,1
1435485600.0,27.4406,30.6,72.675,York Lawrence Street,1
1435489200.0,19.9568,30.6,61.2,York Lawrence Street,1
1435492800.0,21.2041,28.6875,61.2,York Lawrence Street,1
1435496400.0,21.2041,26.775,59.2875,York Lawrence Street,1
1435500000.0,4.9892,15.3,22.95,York Lawrence Street,1
1435503600.0,6.2365,22.95,32.5125,York Lawrence Street,1
1435507200.0,4.9892,24.8625,32.5125,York Lawrence Street,1
1435510800.0,3.7419,19.125,24.8625,York Lawrence Street,1
1435514400.0,3.7419,13.3875,19.125,York Lawrence Street,1
1435518000.0,1.2473,15.3,17.2125,York Lawrence Street,1
1435521600.0,6.2365,30.6,40.1625,York Lawrence Street,1
1435525200.0,1.2473,30.6,32.5125,York Lawrence Street,1
1435528800.0,1.2473,17.2125,19.125,York Lawrence Street,1
1435532400.0,0.0,15.3,15.3,York Lawrence Street,1
1435536000.0,3.7419,17.2125,22.95,York Lawrence Street,1
1435539600.0,2.4946,21.0375,24.8625,York Lawrence Street,1
1435543200.0,16.2149,26.775,51.6375,York Lawrence Street,1
1435546800.0,11.2257,28.6875,45.9,York Lawrence Street,1
1435550400.0,43.6555,36.3375,103.275,York Lawrence Street,1
1435554000.0,138.4503,51.6375,263.925,York Lawrence Street,1
1435557600.0,168.3855,66.9375,325.125,York Lawrence Street,1
1435561200.0,83.5691,57.375,185.5125,York Lawrence Street,1
1435564800.0,81.0745,57.375,181.6875,York Lawrence Street,1
1435568400.0,51.1393,45.9,124.3125,York Lawrence Street,1
1435572000.0,23.6987,32.5125,68.85,York Lawrence Street,1
1435575600.0,18.7095,30.6,59.2875,York Lawrence Street,1
1435579200.0,22.4514,36.3375,70.7625,York Lawrence Street,1
1435582800.0,34.9244,51.6375,105.1875,York Lawrence Street,1
1435586400.0,28.6879,42.075,86.0625,York Lawrence Street,1
1435590000.0,48.6447,51.6375,126.225,York Lawrence Street,1
1435593600.0,23.6987,40.1625,76.5,York Lawrence Street,1
1435597200.0,41.1609,55.4625,118.575,York Lawrence Street,1
1435600800.0,73.5907,82.2375,195.075,York Lawrence Street,1
1435604400.0,56.1285,70.7625,156.825,York Lawrence Street,1
1435608000.0,,,,York Lawrence Street,1
1435611600.0,,,,York Lawrence Street,1
1435615200.0,34.9244,45.9,99.45,York Lawrence Street,1
1435618800.0,16.2149,34.425,59.2875,York Lawrence Street,1
1435622400.0,23.6987,32.5125,68.85,York Lawrence Street,1
1435626000.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1435629600.0,8.7311,22.95,36.3375,York Lawrence Street,1
1435633200.0,12.473,26.775,45.9,York Lawrence Street,1
1435636800.0,36.1717,32.5125,87.975,York Lawrence Street,1
1435640400.0,128.4719,55.4625,252.45,York Lawrence Street,1
1435644000.0,134.7084,76.5,283.05,York Lawrence Street,1
1435647600.0,81.0745,66.9375,191.25,York Lawrence Street,1
1435651200.0,41.1609,53.55,116.6625,York Lawrence Street,1
1435654800.0,52.3866,61.2,141.525,York Lawrence Street,1
1435658400.0,54.8812,68.85,153.0,York Lawrence Street,1
1435662000.0,46.1501,68.85,139.6125,York Lawrence Street,1
1435665600.0,39.9136,66.9375,128.1375,York Lawrence Street,1
1435669200.0,39.9136,65.025,126.225,York Lawrence Street,1
1435672800.0,46.1501,76.5,147.2625,York Lawrence Street,1
1435676400.0,53.6339,72.675,154.9125,York Lawrence Street,1
1435680000.0,27.4406,66.9375,109.0125,York Lawrence Street,1
1435683600.0,23.6987,68.85,105.1875,York Lawrence Street,1
1435687200.0,29.9352,68.85,114.75,York Lawrence Street,1
1435690800.0,29.9352,72.675,118.575,York Lawrence Street,1
1435694400.0,18.7095,61.2,89.8875,York Lawrence Street,1
1435698000.0,17.4622,59.2875,86.0625,York Lawrence Street,1
1435701600.0,11.2257,53.55,70.7625,York Lawrence Street,1
1435705200.0,8.7311,43.9875,57.375,York Lawrence Street,1
1435708800.0,6.2365,42.075,51.6375,York Lawrence Street,1
1435712400.0,7.4838,40.1625,51.6375,York Lawrence Street,1
1435716000.0,9.9784,36.3375,51.6375,York Lawrence Street,1
1435719600.0,4.9892,45.9,53.55,York Lawrence Street,1
1435723200.0,29.9352,51.6375,97.5375,York Lawrence Street,1
1435726800.0,63.6123,76.5,174.0375,York Lawrence Street,1
1435730400.0,78.5799,87.975,208.4625,York Lawrence Street,1
1435734000.0,104.7732,107.1,267.75,York Lawrence Street,1
1435737600.0,63.6123,93.7125,191.25,York Lawrence Street,1
1435741200.0,63.6123,112.8375,210.375,York Lawrence Street,1
1435744800.0,36.1717,86.0625,141.525,York Lawrence Street,1
1435748400.0,38.6663,87.975,147.2625,York Lawrence Street,1
1435752000.0,37.419,91.8,149.175,York Lawrence Street,1
1435755600.0,42.4082,87.975,153.0,York Lawrence Street,1
1435759200.0,36.1717,95.625,151.0875,York Lawrence Street,1
1435762800.0,46.1501,91.8,162.5625,York Lawrence Street,1
1435766400.0,84.8164,74.5875,204.6375,York Lawrence Street,1
1435770000.0,31.1825,89.8875,137.7,York Lawrence Street,1
1435773600.0,26.1933,84.15,124.3125,York Lawrence Street,1
1435777200.0,19.9568,82.2375,112.8375,York Lawrence Street,1
1435780800.0,26.1933,93.7125,133.875,York Lawrence Street,1
1435784400.0,14.9676,78.4125,101.3625,York Lawrence Street,1
1435788000.0,16.2149,72.675,97.5375,York Lawrence Street,1
1435791600.0,14.9676,65.025,87.975,York Lawrence Street,1
1435795200.0,12.473,51.6375,70.7625,York Lawrence Street,1
1435798800.0,0.0,38.25,38.25,York Lawrence Street,1
1435802400.0,0.0,26.775,26.775,York Lawrence Street,1
1435806000.0,,,,York Lawrence Street,1
1435809600.0,,,,York Lawrence Street,1
1435813200.0,11.2257,28.6875,45.9,York Lawrence Street,1
1435816800.0,41.1609,47.8125,110.925,York Lawrence Street,1
1435820400.0,27.4406,43.9875,86.0625,York Lawrence Street,1
1435824000.0,21.2041,38.25,70.7625,York Lawrence Street,1
1435827600.0,23.6987,40.1625,76.5,York Lawrence Street,1
1435831200.0,26.1933,40.1625,80.325,York Lawrence Street,1
1435834800.0,34.9244,47.8125,101.3625,York Lawrence Street,1
1435838400.0,59.8704,65.025,156.825,York Lawrence Street,1
1435842000.0,63.6123,66.9375,164.475,York Lawrence Street,1
1435845600.0,49.892,59.2875,135.7875,York Lawrence Street,1
1435849200.0,56.1285,66.9375,153.0,York Lawrence Street,1
1435852800.0,41.1609,65.025,128.1375,York Lawrence Street,1
1435856400.0,11.2257,36.3375,53.55,York Lawrence Street,1
1435860000.0,18.7095,38.25,66.9375,York Lawrence Street,1
1435863600.0,18.7095,36.3375,65.025,York Lawrence Street,1
1435867200.0,3.7419,22.95,28.6875,York Lawrence Street,1
1435870800.0,,,,York Lawrence Street,1
1435874400.0,6.2365,32.5125,42.075,York Lawrence Street,1
1435878000.0,7.4838,32.5125,43.9875,York Lawrence Street,1
1435881600.0,7.4838,22.95,34.425,York Lawrence Street,1
1435885200.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1435888800.0,4.9892,28.6875,36.3375,York Lawrence Street,1
1435892400.0,6.2365,26.775,36.3375,York Lawrence Street,1
1435896000.0,28.6879,30.6,74.5875,York Lawrence Street,1
1435899600.0,106.0205,43.9875,206.55,York Lawrence Street,1
1435903200.0,112.257,53.55,225.675,York Lawrence Street,1
1435906800.0,104.7732,65.025,225.675,York Lawrence Street,1
1435910400.0,71.0961,53.55,162.5625,York Lawrence Street,1
1435914000.0,84.8164,59.2875,189.3375,York Lawrence Street,1
1435917600.0,64.8596,53.55,153.0,York Lawrence Street,1
1435921200.0,73.5907,61.2,174.0375,York Lawrence Street,1
1435924800.0,57.3758,53.55,141.525,York Lawrence Street,1
1435928400.0,67.3542,70.7625,174.0375,York Lawrence Street,1
1435932000.0,53.6339,59.2875,141.525,York Lawrence Street,1
1435935600.0,21.2041,40.1625,72.675,York Lawrence Street,1
1435939200.0,24.946,40.1625,78.4125,York Lawrence Street,1
1435942800.0,29.9352,45.9,91.8,York Lawrence Street,1
1435946400.0,23.6987,43.9875,80.325,York Lawrence Street,1
1435950000.0,21.2041,42.075,74.5875,York Lawrence Street,1
1435953600.0,12.473,32.5125,51.6375,York Lawrence Street,1
1435957200.0,18.7095,36.3375,65.025,York Lawrence Street,1
1435960800.0,16.2149,32.5125,57.375,York Lawrence Street,1
1435964400.0,11.2257,22.95,40.1625,York Lawrence Street,1
1435968000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1435971600.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1435975200.0,3.7419,13.3875,19.125,York Lawrence Street,1
1435978800.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1435982400.0,11.2257,17.2125,34.425,York Lawrence Street,1
1435986000.0,18.7095,28.6875,57.375,York Lawrence Street,1
1435989600.0,59.8704,65.025,156.825,York Lawrence Street,1
1435993200.0,52.3866,63.1125,143.4375,York Lawrence Street,1
1435996800.0,28.6879,57.375,101.3625,York Lawrence Street,1
1436000400.0,54.8812,66.9375,151.0875,York Lawrence Street,1
1436004000.0,39.9136,61.2,122.4,York Lawrence Street,1
1436007600.0,34.9244,57.375,110.925,York Lawrence Street,1
1436011200.0,26.1933,51.6375,91.8,York Lawrence Street,1
1436014800.0,26.1933,45.9,86.0625,York Lawrence Street,1
1436018400.0,18.7095,32.5125,61.2,York Lawrence Street,1
1436022000.0,27.4406,36.3375,78.4125,York Lawrence Street,1
1436025600.0,11.2257,26.775,43.9875,York Lawrence Street,1
1436029200.0,9.9784,32.5125,47.8125,York Lawrence Street,1
1436032800.0,11.2257,36.3375,53.55,York Lawrence Street,1
1436036400.0,16.2149,42.075,66.9375,York Lawrence Street,1
1436040000.0,21.2041,47.8125,80.325,York Lawrence Street,1
1436043600.0,13.7203,36.3375,57.375,York Lawrence Street,1
1436047200.0,16.2149,42.075,66.9375,York Lawrence Street,1
1436050800.0,17.4622,43.9875,70.7625,York Lawrence Street,1
1436054400.0,11.2257,42.075,59.2875,York Lawrence Street,1
1436058000.0,13.7203,57.375,78.4125,York Lawrence Street,1
1436061600.0,21.2041,51.6375,84.15,York Lawrence Street,1
1436065200.0,8.7311,32.5125,45.9,York Lawrence Street,1
1436068800.0,16.2149,30.6,55.4625,York Lawrence Street,1
1436072400.0,19.9568,30.6,61.2,York Lawrence Street,1
1436076000.0,27.4406,43.9875,86.0625,York Lawrence Street,1
1436079600.0,32.4298,49.725,99.45,York Lawrence Street,1
1436083200.0,67.3542,51.6375,154.9125,York Lawrence Street,1
1436086800.0,82.3218,65.025,191.25,York Lawrence Street,1
1436090400.0,41.1609,51.6375,114.75,York Lawrence Street,1
1436094000.0,59.8704,63.1125,154.9125,York Lawrence Street,1
1436097600.0,34.9244,47.8125,101.3625,York Lawrence Street,1
1436101200.0,29.9352,45.9,91.8,York Lawrence Street,1
1436104800.0,46.1501,59.2875,130.05,York Lawrence Street,1
1436108400.0,22.4514,42.075,76.5,York Lawrence Street,1
1436112000.0,23.6987,40.1625,76.5,York Lawrence Street,1
1436115600.0,19.9568,45.9,76.5,York Lawrence Street,1
1436119200.0,7.4838,28.6875,40.1625,York Lawrence Street,1
1436122800.0,16.2149,38.25,63.1125,York Lawrence Street,1
1436126400.0,3.7419,28.6875,34.425,York Lawrence Street,1
1436130000.0,1.2473,21.0375,22.95,York Lawrence Street,1
1436133600.0,6.2365,28.6875,38.25,York Lawrence Street,1
1436137200.0,9.9784,34.425,49.725,York Lawrence Street,1
1436140800.0,6.2365,24.8625,34.425,York Lawrence Street,1
1436144400.0,7.4838,28.6875,40.1625,York Lawrence Street,1
1436148000.0,13.7203,26.775,47.8125,York Lawrence Street,1
1436151600.0,17.4622,24.8625,51.6375,York Lawrence Street,1
1436155200.0,29.9352,30.6,76.5,York Lawrence Street,1
1436158800.0,69.8488,43.9875,151.0875,York Lawrence Street,1
1436162400.0,153.4179,66.9375,302.175,York Lawrence Street,1
1436166000.0,84.8164,55.4625,185.5125,York Lawrence Street,1
1436169600.0,91.0529,53.55,193.1625,York Lawrence Street,1
1436173200.0,,,,York Lawrence Street,1
1436176800.0,27.4406,36.3375,78.4125,York Lawrence Street,1
1436180400.0,,,,York Lawrence Street,1
1436184000.0,57.3758,43.9875,131.9625,York Lawrence Street,1
1436187600.0,56.1285,47.8125,133.875,York Lawrence Street,1
1436191200.0,62.365,49.725,145.35,York Lawrence Street,1
1436194800.0,37.419,43.9875,101.3625,York Lawrence Street,1
1436198400.0,21.2041,34.425,66.9375,York Lawrence Street,1
1436202000.0,33.6771,43.9875,95.625,York Lawrence Street,1
1436205600.0,44.9028,45.9,114.75,York Lawrence Street,1
1436209200.0,58.6231,51.6375,141.525,York Lawrence Street,1
1436212800.0,36.1717,40.1625,95.625,York Lawrence Street,1
1436216400.0,23.6987,36.3375,72.675,York Lawrence Street,1
1436220000.0,12.473,22.95,42.075,York Lawrence Street,1
1436223600.0,13.7203,21.0375,42.075,York Lawrence Street,1
1436227200.0,14.9676,21.0375,43.9875,York Lawrence Street,1
1436230800.0,8.7311,19.125,32.5125,York Lawrence Street,1
1436234400.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1436238000.0,3.7419,21.0375,26.775,York Lawrence Street,1
1436241600.0,26.1933,30.6,70.7625,York Lawrence Street,1
1436245200.0,89.8056,45.9,183.6,York Lawrence Street,1
1436248800.0,114.7516,63.1125,239.0625,York Lawrence Street,1
1436252400.0,107.2678,65.025,229.5,York Lawrence Street,1
1436256000.0,91.0529,59.2875,198.9,York Lawrence Street,1
1436259600.0,101.0313,57.375,212.2875,York Lawrence Street,1
1436263200.0,51.1393,45.9,124.3125,York Lawrence Street,1
1436266800.0,62.365,55.4625,151.0875,York Lawrence Street,1
1436270400.0,34.9244,45.9,99.45,York Lawrence Street,1
1436274000.0,14.9676,28.6875,51.6375,York Lawrence Street,1
1436277600.0,12.473,24.8625,43.9875,York Lawrence Street,1
1436281200.0,14.9676,28.6875,51.6375,York Lawrence Street,1
1436284800.0,4.9892,19.125,26.775,York Lawrence Street,1
1436288400.0,6.2365,19.125,28.6875,York Lawrence Street,1
1436292000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1436295600.0,0.0,13.3875,13.3875,York Lawrence Street,1
1436299200.0,0.0,13.3875,13.3875,York Lawrence Street,1
1436302800.0,6.2365,15.3,24.8625,York Lawrence Street,1
1436306400.0,2.4946,13.3875,17.2125,York Lawrence Street,1
1436310000.0,11.2257,24.8625,42.075,York Lawrence Street,1
1436313600.0,3.7419,19.125,24.8625,York Lawrence Street,1
1436317200.0,1.2473,13.3875,15.3,York Lawrence Street,1
1436320800.0,1.2473,9.5625,11.475,York Lawrence Street,1
1436324400.0,8.7311,17.2125,30.6,York Lawrence Street,1
1436328000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1436331600.0,17.4622,22.95,49.725,York Lawrence Street,1
1436335200.0,18.7095,26.775,55.4625,York Lawrence Street,1
1436338800.0,24.946,30.6,68.85,York Lawrence Street,1
1436342400.0,32.4298,34.425,84.15,York Lawrence Street,1
1436346000.0,23.6987,36.3375,72.675,York Lawrence Street,1
1436349600.0,22.4514,30.6,65.025,York Lawrence Street,1
1436353200.0,24.946,28.6875,66.9375,York Lawrence Street,1
1436356800.0,27.4406,36.3375,78.4125,York Lawrence Street,1
1436360400.0,36.1717,38.25,93.7125,York Lawrence Street,1
1436364000.0,38.6663,43.9875,103.275,York Lawrence Street,1
1436367600.0,44.9028,49.725,118.575,York Lawrence Street,1
1436371200.0,36.1717,51.6375,107.1,York Lawrence Street,1
1436374800.0,83.5691,51.6375,179.775,York Lawrence Street,1
1436378400.0,44.9028,40.1625,109.0125,York Lawrence Street,1
1436382000.0,42.4082,42.075,107.1,York Lawrence Street,1
1436385600.0,17.4622,22.95,49.725,York Lawrence Street,1
1436389200.0,11.2257,32.5125,49.725,York Lawrence Street,1
1436392800.0,11.2257,26.775,43.9875,York Lawrence Street,1
1436396400.0,11.2257,32.5125,49.725,York Lawrence Street,1
1436400000.0,4.9892,24.8625,32.5125,York Lawrence Street,1
1436403600.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1436407200.0,12.473,19.125,38.25,York Lawrence Street,1
1436410800.0,6.2365,19.125,28.6875,York Lawrence Street,1
1436414400.0,22.4514,24.8625,59.2875,York Lawrence Street,1
1436418000.0,48.6447,34.425,109.0125,York Lawrence Street,1
1436421600.0,103.5259,43.9875,202.725,York Lawrence Street,1
1436425200.0,71.0961,45.9,154.9125,York Lawrence Street,1
1436428800.0,52.3866,42.075,122.4,York Lawrence Street,1
1436432400.0,43.6555,36.3375,103.275,York Lawrence Street,1
1436436000.0,26.1933,28.6875,68.85,York Lawrence Street,1
1436439600.0,49.892,40.1625,116.6625,York Lawrence Street,1
1436443200.0,36.1717,42.075,97.5375,York Lawrence Street,1
1436446800.0,17.4622,32.5125,59.2875,York Lawrence Street,1
1436450400.0,18.7095,28.6875,57.375,York Lawrence Street,1
1436454000.0,13.7203,26.775,47.8125,York Lawrence Street,1
1436457600.0,14.9676,28.6875,51.6375,York Lawrence Street,1
1436461200.0,12.473,26.775,45.9,York Lawrence Street,1
1436464800.0,14.9676,30.6,53.55,York Lawrence Street,1
1436468400.0,9.9784,28.6875,43.9875,York Lawrence Street,1
1436472000.0,9.9784,38.25,53.55,York Lawrence Street,1
1436475600.0,2.4946,19.125,22.95,York Lawrence Street,1
1436479200.0,1.2473,15.3,17.2125,York Lawrence Street,1
1436482800.0,0.0,11.475,11.475,York Lawrence Street,1
1436486400.0,1.2473,13.3875,15.3,York Lawrence Street,1
1436490000.0,0.0,9.5625,9.5625,York Lawrence Street,1
1436493600.0,1.2473,7.65,9.5625,York Lawrence Street,1
1436497200.0,0.0,7.65,7.65,York Lawrence Street,1
1436500800.0,4.9892,15.3,22.95,York Lawrence Street,1
1436504400.0,17.4622,34.425,61.2,York Lawrence Street,1
1436508000.0,83.5691,53.55,181.6875,York Lawrence Street,1
1436511600.0,62.365,53.55,149.175,York Lawrence Street,1
1436515200.0,66.1069,53.55,154.9125,York Lawrence Street,1
1436518800.0,42.4082,47.8125,112.8375,York Lawrence Street,1
1436522400.0,43.6555,49.725,116.6625,York Lawrence Street,1
1436526000.0,49.892,53.55,130.05,York Lawrence Street,1
1436529600.0,39.9136,45.9,107.1,York Lawrence Street,1
1436533200.0,26.1933,42.075,82.2375,York Lawrence Street,1
1436536800.0,29.9352,40.1625,86.0625,York Lawrence Street,1
1436540400.0,23.6987,42.075,78.4125,York Lawrence Street,1
1436544000.0,18.7095,40.1625,68.85,York Lawrence Street,1
1436547600.0,28.6879,49.725,93.7125,York Lawrence Street,1
1436551200.0,38.6663,61.2,120.4875,York Lawrence Street,1
1436554800.0,29.9352,59.2875,105.1875,York Lawrence Street,1
1436558400.0,28.6879,59.2875,103.275,York Lawrence Street,1
1436562000.0,16.2149,38.25,63.1125,York Lawrence Street,1
1436565600.0,19.9568,40.1625,70.7625,York Lawrence Street,1
1436569200.0,19.9568,42.075,72.675,York Lawrence Street,1
1436572800.0,12.473,36.3375,55.4625,York Lawrence Street,1
1436576400.0,13.7203,38.25,59.2875,York Lawrence Street,1
1436580000.0,16.2149,40.1625,65.025,York Lawrence Street,1
1436583600.0,12.473,38.25,57.375,York Lawrence Street,1
1436587200.0,17.4622,34.425,61.2,York Lawrence Street,1
1436590800.0,13.7203,36.3375,57.375,York Lawrence Street,1
1436594400.0,4.9892,21.0375,28.6875,York Lawrence Street,1
1436598000.0,16.2149,30.6,55.4625,York Lawrence Street,1
1436601600.0,14.9676,26.775,49.725,York Lawrence Street,1
1436605200.0,12.473,19.125,38.25,York Lawrence Street,1
1436608800.0,11.2257,22.95,40.1625,York Lawrence Street,1
1436612400.0,7.4838,19.125,30.6,York Lawrence Street,1
1436616000.0,8.7311,17.2125,30.6,York Lawrence Street,1
1436619600.0,11.2257,22.95,40.1625,York Lawrence Street,1
1436623200.0,7.4838,19.125,30.6,York Lawrence Street,1
1436626800.0,14.9676,26.775,49.725,York Lawrence Street,1
1436630400.0,7.4838,19.125,30.6,York Lawrence Street,1
1436634000.0,4.9892,19.125,26.775,York Lawrence Street,1
1436637600.0,8.7311,21.0375,34.425,York Lawrence Street,1
1436641200.0,13.7203,30.6,51.6375,York Lawrence Street,1
1436644800.0,18.7095,34.425,63.1125,York Lawrence Street,1
1436648400.0,16.2149,28.6875,53.55,York Lawrence Street,1
1436652000.0,16.2149,28.6875,53.55,York Lawrence Street,1
1436655600.0,12.473,24.8625,43.9875,York Lawrence Street,1
1436659200.0,12.473,24.8625,43.9875,York Lawrence Street,1
1436662800.0,,,,York Lawrence Street,1
1436666400.0,,,,York Lawrence Street,1
1436670000.0,,,,York Lawrence Street,1
1436673600.0,3.7419,11.475,17.2125,York Lawrence Street,1
1436677200.0,2.4946,11.475,15.3,York Lawrence Street,1
1436680800.0,4.9892,13.3875,21.0375,York Lawrence Street,1
1436684400.0,1.2473,9.5625,11.475,York Lawrence Street,1
1436688000.0,3.7419,13.3875,19.125,York Lawrence Street,1
1436691600.0,7.4838,15.3,26.775,York Lawrence Street,1
1436695200.0,6.2365,15.3,24.8625,York Lawrence Street,1
1436698800.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1436702400.0,3.7419,17.2125,22.95,York Lawrence Street,1
1436706000.0,3.7419,9.5625,15.3,York Lawrence Street,1
1436709600.0,7.4838,21.0375,32.5125,York Lawrence Street,1
1436713200.0,9.9784,22.95,38.25,York Lawrence Street,1
1436716800.0,6.2365,13.3875,22.95,York Lawrence Street,1
1436720400.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1436724000.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1436727600.0,12.473,24.8625,43.9875,York Lawrence Street,1
1436731200.0,8.7311,24.8625,38.25,York Lawrence Street,1
1436734800.0,2.4946,21.0375,24.8625,York Lawrence Street,1
1436738400.0,9.9784,28.6875,43.9875,York Lawrence Street,1
1436742000.0,9.9784,24.8625,40.1625,York Lawrence Street,1
1436745600.0,7.4838,17.2125,28.6875,York Lawrence Street,1
1436749200.0,6.2365,19.125,28.6875,York Lawrence Street,1
1436752800.0,7.4838,19.125,30.6,York Lawrence Street,1
1436756400.0,9.9784,21.0375,36.3375,York Lawrence Street,1
1436760000.0,12.473,22.95,42.075,York Lawrence Street,1
1436763600.0,34.9244,32.5125,86.0625,York Lawrence Street,1
1436767200.0,61.1177,42.075,135.7875,York Lawrence Street,1
1436770800.0,88.5583,43.9875,179.775,York Lawrence Street,1
1436774400.0,74.838,45.9,160.65,York Lawrence Street,1
1436778000.0,52.3866,40.1625,120.4875,York Lawrence Street,1
1436781600.0,41.1609,47.8125,110.925,York Lawrence Street,1
1436785200.0,31.1825,42.075,89.8875,York Lawrence Street,1
1436788800.0,44.9028,47.8125,116.6625,York Lawrence Street,1
1436792400.0,47.3974,43.9875,116.6625,York Lawrence Street,1
1436796000.0,37.419,42.075,99.45,York Lawrence Street,1
1436799600.0,36.1717,42.075,97.5375,York Lawrence Street,1
1436803200.0,27.4406,36.3375,78.4125,York Lawrence Street,1
1436806800.0,13.7203,26.775,47.8125,York Lawrence Street,1
1436810400.0,9.9784,21.0375,36.3375,York Lawrence Street,1
1436814000.0,7.4838,22.95,34.425,York Lawrence Street,1
1436817600.0,4.9892,22.95,30.6,York Lawrence Street,1
1436821200.0,3.7419,26.775,32.5125,York Lawrence Street,1
1436824800.0,6.2365,24.8625,34.425,York Lawrence Street,1
1436828400.0,4.9892,21.0375,28.6875,York Lawrence Street,1
1436832000.0,2.4946,21.0375,24.8625,York Lawrence Street,1
1436835600.0,2.4946,15.3,19.125,York Lawrence Street,1
1436839200.0,4.9892,17.2125,24.8625,York Lawrence Street,1
1436842800.0,3.7419,15.3,21.0375,York Lawrence Street,1
1436846400.0,7.4838,22.95,34.425,York Lawrence Street,1
1436850000.0,14.9676,30.6,53.55,York Lawrence Street,1
1436853600.0,47.3974,49.725,122.4,York Lawrence Street,1
