date,O3,NO,NO2,NOXasNO2,PM10,NV10,V10,PM2.5,NV2.5,V2.5,wd,ws,temp,AT10,AT2.5,AP2.5,site,code
1420070400.0,62.79803,1.46766,9.19275,11.44313,12.6,12.2,0.4,11.4,9.0,2.4,229.9,8.2,7.1,10.1,13.1,999435.0,Aberdeen,1
1420074000.0,67.45466,0.85939,9.21379,10.5315,5.3,3.4,1.9,11.4,8.0,3.4,230.0,7.8,6.6,9.7,12.6,999600.0,Aberdeen,1
1420077600.0,70.94714,0.64454,6.99593,7.98421,4.2,0.0,4.2,5.8,0.3,5.5,234.6,9.1,6.7,9.0,11.9,999017.0,Aberdeen,1
1420081200.0,74.78886,0.83226,3.97561,5.25173,-2.3,0.6,-2.9,2.0,1.4,0.6,236.4,9.5,6.9,9.4,12.4,999050.0,Aberdeen,1
1420084800.0,75.13811,0.96635,3.72698,5.20869,3.3,1.7,1.6,1.3,0.8,0.5,226.1,8.9,7.0,9.6,12.6,999000.0,Aberdeen,1
1420088400.0,71.59574,0.48302,2.8458,3.58642,8.8,3.9,4.9,-3.3,-0.9,-2.4,220.5,9.0,7.0,9.7,12.6,998265.0,Aberdeen,1
1420092000.0,65.55875,0.64423,6.44178,7.42958,5.6,2.5,3.1,5.3,3.7,1.6,213.2,9.4,7.7,9.3,12.3,998000.0,Aberdeen,1
1420095600.0,34.42583,2.98011,34.71188,39.28132,4.2,2.0,2.2,6.0,6.7,-0.7,211.4,9.0,7.9,9.2,12.1,,Aberdeen,1
1420099200.0,58.17466,1.58376,15.29092,17.71931,6.9,6.5,0.4,7.7,5.8,1.9,204.9,7.7,8.0,9.5,12.5,,Aberdeen,1
1420102800.0,68.45251,0.4562,6.30264,7.00214,3.4,1.0,2.4,9.2,1.8,7.4,200.3,7.3,8.2,9.6,12.6,996399.0,Aberdeen,1
1420106400.0,60.32003,1.18151,13.94356,15.75518,2.2,-0.2,2.4,8.3,4.2,4.1,205.8,7.0,8.3,8.9,11.9,995067.0,Aberdeen,1
1420110000.0,55.08132,1.79923,21.06571,23.82449,13.7,6.7,7.0,9.0,4.0,5.0,211.2,5.8,7.8,8.6,11.6,993149.0,Aberdeen,1
1420113600.0,68.45251,1.74529,17.00738,19.68345,16.3,7.4,8.9,9.9,2.4,7.5,217.5,5.8,8.4,8.5,11.6,990617.0,Aberdeen,1
1420117200.0,62.91444,0.91302,10.08509,11.48504,6.6,5.4,1.2,1.6,-1.9,3.5,213.2,6.3,8.9,9.4,12.4,988449.0,Aberdeen,1
1420120800.0,43.50626,3.73192,28.43553,34.15773,2.1,-1.1,3.2,7.7,2.0,5.7,203.2,5.7,9.1,10.3,13.3,986869.0,Aberdeen,1
1420124400.0,56.92734,0.80576,10.46329,11.69876,3.3,-0.5,3.8,5.0,3.2,1.8,193.5,5.8,8.5,11.4,14.4,985182.0,Aberdeen,1
1420128000.0,59.57165,0.83257,6.36671,7.64331,0.7,-1.2,1.9,2.9,0.6,2.3,208.8,7.2,9.3,11.9,14.9,984050.0,Aberdeen,1
1420131600.0,61.16821,1.39635,8.91703,11.05808,0.4,-1.3,1.7,6.0,-0.2,6.2,208.8,7.0,9.7,12.0,15.1,983000.0,Aberdeen,1
1420135200.0,53.13551,1.02029,9.92109,11.48552,1.0,-3.3,4.3,5.3,1.9,3.4,227.3,10.2,11.0,11.9,14.9,982199.0,Aberdeen,1
1420138800.0,54.08347,0.96666,10.04588,11.52807,,,,5.2,1.4,3.8,229.1,12.5,11.6,11.8,14.8,981399.0,Aberdeen,1
1420142400.0,51.98799,0.85908,10.8936,12.21083,,,,6.4,1.6,4.8,245.2,12.1,11.6,11.8,14.8,981000.0,Aberdeen,1
1420146000.0,62.71487,0.53696,6.39253,7.21586,2.6,-1.8,4.4,3.7,1.8,1.9,247.9,14.2,10.6,10.7,13.7,982000.0,Aberdeen,1
1420149600.0,63.8624,0.53696,8.99688,9.82021,-2.1,-3.4,1.3,4.4,0.6,3.8,264.8,14.0,8.6,9.5,12.5,982832.0,Aberdeen,1
1420153200.0,72.69337,0.4562,5.70547,6.40496,0.7,-0.1,0.8,5.0,3.0,2.0,267.0,13.5,7.1,8.5,11.5,984566.0,Aberdeen,1
1420156800.0,86.6799,0.25029,2.69726,3.08104,5.3,3.0,2.3,0.7,-0.3,1.0,277.2,9.0,5.3,7.0,10.0,986249.0,Aberdeen,1
1420160400.0,95.99317,0.42949,3.05044,3.70898,-2.0,0.7,-2.7,3.8,1.3,2.5,286.8,11.0,4.6,6.3,9.3,988199.0,Aberdeen,1
1420164000.0,86.61338,0.34862,1.90485,2.43939,0.4,2.4,-2.0,4.4,3.1,1.3,284.3,9.5,3.8,5.0,7.9,989782.0,Aberdeen,1
1420167600.0,73.99058,0.34862,3.95888,4.49342,4.8,1.3,3.5,1.2,1.6,-0.4,275.3,9.7,3.6,4.2,7.0,990532.0,Aberdeen,1
1420171200.0,75.08821,0.61741,3.33253,4.27922,2.3,2.8,-0.5,5.0,3.4,1.6,264.9,9.3,3.3,4.1,6.9,991417.0,Aberdeen,1
1420174800.0,69.89939,6.49719,11.56298,21.52519,-1.6,-0.3,-1.3,2.0,2.5,-0.5,262.4,8.9,3.5,4.4,7.2,992250.0,Aberdeen,1
1420178400.0,65.05982,5.58416,11.8924,20.45467,-1.5,0.5,-2.0,0.9,2.5,-1.6,264.2,8.9,3.5,4.4,7.2,993367.0,Aberdeen,1
1420182000.0,66.35703,3.81268,12.16924,18.01527,-1.4,1.3,-2.7,2.8,4.2,-1.4,273.8,10.0,3.6,4.5,7.3,994566.0,Aberdeen,1
1420185600.0,76.68477,1.61058,5.66052,8.13004,2.8,5.4,-2.6,2.1,4.0,-1.9,276.1,9.8,3.9,3.7,6.5,996482.0,Aberdeen,1
1420189200.0,65.40907,2.25512,9.67964,13.13744,11.2,9.0,2.2,0.5,1.7,-1.2,279.9,10.6,4.0,3.6,6.4,997217.0,Aberdeen,1
1420192800.0,69.89939,2.60405,9.78626,13.77908,3.1,5.7,-2.6,3.0,4.4,-1.4,276.2,10.4,4.1,5.0,7.8,998449.0,Aberdeen,1
1420196400.0,68.10326,1.74497,9.86276,12.53835,9.8,12.7,-2.9,3.0,6.4,-3.4,280.3,9.7,4.3,5.4,8.2,999800.0,Aberdeen,1
1420200000.0,66.60649,2.41602,11.10206,14.80658,3.6,7.9,-4.3,7.1,7.4,-0.3,281.0,10.5,4.2,6.4,9.3,1000770.0,Aberdeen,1
1420203600.0,77.58284,2.60405,8.11761,12.11043,0.2,0.4,-0.2,5.6,3.1,2.5,286.5,11.3,3.8,5.7,8.4,1001530.0,Aberdeen,1
1420207200.0,76.93424,2.01377,8.98014,12.06788,2.3,4.8,-2.5,2.4,2.1,0.3,278.5,9.6,3.2,4.9,7.7,1002050.0,Aberdeen,1
1420210800.0,73.44176,2.3627,10.88404,14.50679,6.8,7.4,-0.6,5.3,4.8,0.5,269.0,8.6,2.7,3.4,6.2,1003270.0,Aberdeen,1
1420214400.0,58.92304,3.49026,26.27201,31.62367,3.0,5.5,-2.5,5.8,3.3,2.5,267.1,8.9,2.7,1.6,4.6,1003720.0,Aberdeen,1
1420218000.0,58.02498,5.20873,27.31719,35.30379,12.7,9.5,3.2,9.2,9.5,-0.3,263.2,6.9,2.7,2.7,5.8,1004000.0,Aberdeen,1
1420221600.0,73.89079,3.86632,14.35475,20.28302,7.6,9.3,-1.7,8.4,6.5,1.9,240.6,7.9,2.7,3.9,6.9,,Aberdeen,1
1420225200.0,60.5695,2.14816,17.07528,20.36908,11.1,9.2,1.9,9.0,6.9,2.1,229.0,7.9,3.4,3.4,6.4,1003290.0,Aberdeen,1
1420228800.0,62.61509,1.58407,13.83263,16.26151,8.6,7.0,1.6,9.9,6.7,3.2,247.8,7.2,3.6,3.0,5.9,1002530.0,Aberdeen,1
1420232400.0,63.51315,1.933,12.35523,15.31913,7.0,4.4,2.6,8.6,4.5,4.1,275.4,6.4,3.6,3.3,6.1,1001520.0,Aberdeen,1
1420236000.0,63.06412,1.47649,9.88858,12.1525,4.6,3.0,1.6,5.3,4.2,1.1,261.1,5.0,2.9,3.7,6.5,1001000.0,Aberdeen,1
1420239600.0,59.52175,2.79239,12.40687,16.68848,2.2,0.4,1.8,3.8,2.9,0.9,277.8,6.3,2.8,3.9,6.6,,Aberdeen,1
1420243200.0,54.94827,3.72735,17.73015,23.44534,2.5,0.6,1.9,6.0,3.0,3.0,270.3,5.9,3.3,3.7,6.5,,Aberdeen,1
1420246800.0,58.40749,2.47298,15.64999,19.44184,2.3,1.3,1.0,4.9,2.1,2.8,265.1,5.5,2.7,3.3,6.0,,Aberdeen,1
1420250400.0,72.29423,1.12912,8.17594,9.90723,1.4,2.8,-1.4,3.9,1.8,2.1,265.7,5.2,2.4,4.2,6.9,,Aberdeen,1
1420254000.0,73.44176,0.96759,9.62466,11.10828,2.8,4.0,-1.2,4.3,2.7,1.6,270.6,5.1,2.0,4.7,7.5,,Aberdeen,1
1420257600.0,77.78241,1.15594,4.57518,6.34759,2.6,5.1,-2.5,6.1,3.1,3.0,274.3,4.7,1.5,4.0,6.8,1001980.0,Aberdeen,1
1420261200.0,64.511,4.301,16.30741,22.90219,0.7,0.7,0.0,2.9,1.2,1.7,276.4,4.7,1.1,3.1,5.8,1001330.0,Aberdeen,1
1420264800.0,61.61724,7.28423,19.32438,30.49338,0.1,0.8,-0.7,3.7,1.4,2.3,280.0,5.1,1.0,3.1,5.8,1001410.0,Aberdeen,1
1420268400.0,51.58885,10.16082,30.26723,45.84693,5.6,3.2,2.4,4.9,2.6,2.3,291.2,6.1,0.8,2.7,5.4,1002000.0,Aberdeen,1
1420272000.0,64.5609,3.25265,19.11592,24.10324,6.3,5.4,0.9,4.7,2.1,2.6,289.6,5.9,0.6,2.5,5.3,,Aberdeen,1
1420275600.0,44.95314,19.78311,42.18975,72.52343,8.4,8.1,0.3,6.0,4.1,1.9,285.0,6.0,0.7,2.5,5.2,,Aberdeen,1
1420279200.0,41.21121,12.92889,43.73601,63.56003,7.7,9.1,-1.4,6.8,3.9,2.9,294.7,7.0,1.5,2.4,5.0,1002850.0,Aberdeen,1
1420282800.0,49.94239,8.78941,32.37002,45.84693,7.3,8.5,-1.2,8.3,6.4,1.9,299.3,7.2,2.3,2.8,5.5,1003000.0,Aberdeen,1
1420286400.0,64.66068,4.38145,18.11377,24.8319,5.8,11.0,-5.2,6.9,6.0,0.9,301.0,7.6,2.9,5.2,7.9,1003560.0,Aberdeen,1
1420290000.0,71.49595,2.33806,11.34017,14.92515,10.8,10.7,0.1,5.7,5.5,0.2,302.8,7.4,2.9,5.3,7.7,1004000.0,Aberdeen,1
1420293600.0,71.14671,2.33838,11.76809,15.35355,10.6,9.0,1.6,5.9,4.6,1.3,306.4,7.0,2.7,4.1,6.9,1004800.0,Aberdeen,1
1420297200.0,69.35058,2.28505,12.40734,15.91104,8.2,8.3,-0.1,4.6,4.6,0.0,300.7,7.8,2.4,3.6,6.4,1005600.0,Aberdeen,1
1420300800.0,67.30498,1.72003,14.17497,16.81231,8.9,9.2,-0.3,3.8,2.4,1.4,299.9,7.1,2.2,3.2,6.0,1006150.0,Aberdeen,1
1420304400.0,60.76907,3.1987,19.32677,24.23138,4.4,7.1,-2.7,6.4,6.4,0.0,300.0,6.5,1.9,2.7,5.5,1007570.0,Aberdeen,1
1420308000.0,64.06197,2.6608,16.29163,20.37147,5.0,6.9,-1.9,5.6,5.5,0.1,296.3,6.5,1.8,2.7,5.5,1008300.0,Aberdeen,1
1420311600.0,65.2095,4.91873,22.35091,29.89285,4.5,6.5,-2.0,6.9,7.2,-0.3,297.6,6.3,1.6,2.7,5.4,1009270.0,Aberdeen,1
1420315200.0,63.81251,4.00508,19.59213,25.73317,5.7,7.0,-1.3,6.8,6.4,0.4,295.9,6.3,1.5,2.8,5.6,1010100.0,Aberdeen,1
1420318800.0,67.40477,1.90837,14.65788,17.584,6.3,6.5,-0.2,8.0,6.7,1.3,294.1,6.6,1.5,2.7,5.4,1011050.0,Aberdeen,1
1420322400.0,46.49981,4.32782,32.60621,39.24211,5.6,7.2,-1.6,9.7,7.4,2.3,287.0,5.5,1.5,1.9,4.5,1012000.0,Aberdeen,1
1420326000.0,47.34798,7.66092,34.74391,46.49048,11.7,10.6,1.1,8.0,7.7,0.3,280.0,5.4,1.0,1.8,4.4,1012970.0,Aberdeen,1
1420329600.0,59.0062,2.76319,18.37658,22.6134,7.7,8.0,-0.3,6.2,5.0,1.2,272.4,5.2,0.2,1.8,4.5,1013020.0,Aberdeen,1
1420333200.0,67.78728,1.72211,11.271,13.91153,4.9,5.3,-0.4,3.2,3.1,0.1,261.8,4.8,-0.2,1.9,4.6,1013600.0,Aberdeen,1
1420336800.0,71.79531,0.94171,8.98923,10.43317,3.7,4.8,-1.1,0.8,3.1,-2.3,265.8,5.2,0.0,2.1,4.8,1014250.0,Aberdeen,1
1420340400.0,67.70412,0.99535,8.04876,9.57493,3.2,4.4,-1.2,3.1,1.7,1.4,266.9,5.4,0.3,1.9,4.5,1014400.0,Aberdeen,1
1420344000.0,66.5566,0.807,9.49652,10.73391,3.0,3.0,0.0,4.4,3.2,1.2,266.1,5.2,0.5,2.2,4.9,1014320.0,Aberdeen,1
1420347600.0,61.41767,0.6461,11.6323,12.62298,3.1,2.6,0.5,5.1,3.0,2.1,250.9,4.5,1.3,1.9,4.6,1014600.0,Aberdeen,1
1420351200.0,43.70583,3.20213,29.78193,34.69179,2.9,3.2,-0.3,4.4,1.9,2.5,241.3,4.1,1.9,2.0,4.6,1014000.0,Aberdeen,1
1420354800.0,13.47098,17.89533,56.02764,83.46676,4.1,3.9,0.2,6.2,3.2,3.0,232.8,4.5,2.4,1.4,4.1,,Aberdeen,1
1420358400.0,4.88947,63.61667,75.01399,172.55818,8.3,7.3,1.0,6.8,4.6,2.2,227.7,4.3,2.9,0.7,3.4,1014750.0,Aberdeen,1
1420362000.0,5.68775,76.23716,74.25425,191.14959,9.5,9.7,-0.2,9.8,7.0,2.8,239.7,3.6,2.2,0.9,3.6,1014580.0,Aberdeen,1
1420365600.0,19.20861,28.01405,58.5029,101.45717,8.7,9.6,-0.9,12.6,7.9,4.7,244.9,3.3,2.8,3.3,6.0,1014350.0,Aberdeen,1
1420369200.0,38.81637,8.12678,37.73123,50.19213,3.5,1.8,1.7,4.3,3.0,1.3,239.1,2.8,3.6,5.0,7.7,1014000.0,Aberdeen,1
1420372800.0,35.22411,10.19917,39.83498,55.4735,-2.2,3.2,-5.4,7.3,6.0,1.3,195.3,2.6,4.1,7.8,10.9,1013550.0,Aberdeen,1
1420376400.0,14.6185,29.09015,61.40368,106.00796,4.6,5.5,-0.9,6.5,6.2,0.3,174.9,3.7,4.0,8.9,10.6,1013080.0,Aberdeen,1
1420380000.0,18.41033,21.77037,55.53852,88.9193,10.8,5.4,5.4,8.2,4.9,3.3,187.1,4.2,3.4,5.6,8.4,1013000.0,Aberdeen,1
1420383600.0,6.08689,27.93328,65.75366,108.5841,15.1,9.8,5.3,10.9,7.0,3.9,202.2,4.2,2.8,4.7,7.5,,Aberdeen,1
1420387200.0,13.92001,14.3162,54.68842,76.63961,13.7,11.6,2.1,14.0,10.8,3.2,204.7,4.7,2.6,3.8,6.5,1012000.0,Aberdeen,1
1420390800.0,16.01549,22.578,53.48498,88.10409,16.1,14.7,1.4,14.4,12.6,1.8,205.4,5.3,2.6,3.6,6.2,,Aberdeen,1
1420394400.0,20.70539,16.11948,48.87537,73.59157,13.2,11.1,2.1,18.7,14.9,3.8,210.7,6.0,2.5,3.7,6.4,,Aberdeen,1
1420398000.0,21.3041,8.31544,38.98679,51.73695,15.3,11.5,3.8,13.3,10.5,2.8,212.1,5.6,2.4,3.2,5.9,,Aberdeen,1
1420401600.0,44.75357,2.2336,18.34327,21.76808,13.8,9.9,3.9,10.6,9.0,1.6,207.7,5.9,2.4,3.2,6.0,1011020.0,Aberdeen,1
1420405200.0,52.68648,1.72252,12.68705,15.32821,5.1,3.0,2.1,7.4,4.4,3.0,208.9,6.7,2.4,3.3,6.0,1010080.0,Aberdeen,1
1420408800.0,41.76002,3.47124,24.04538,29.36787,3.5,1.7,1.8,4.2,5.1,-0.9,215.2,7.4,2.6,3.1,5.8,1010050.0,Aberdeen,1
1420412400.0,43.00734,3.33715,23.8221,28.93899,6.3,3.6,2.7,9.6,7.0,2.6,218.7,7.5,2.9,3.1,5.8,1009770.0,Aberdeen,1
1420416000.0,28.20589,3.91528,33.06904,39.07238,6.4,4.1,2.3,7.3,5.5,1.8,237.7,5.1,3.5,2.5,5.2,1009530.0,Aberdeen,1
1420419600.0,55.68003,0.61076,14.72689,15.66338,7.8,6.3,1.5,9.8,6.8,3.0,210.8,4.8,3.9,3.8,6.5,1009000.0,Aberdeen,1
1420423200.0,56.5781,0.45807,9.62513,10.3275,4.6,4.1,0.5,6.2,4.4,1.8,213.0,4.6,3.9,4.7,7.6,,Aberdeen,1
1420426800.0,54.08347,1.56287,12.19123,14.58759,6.9,5.0,1.9,6.0,4.1,1.9,204.1,4.4,3.7,5.0,7.8,,Aberdeen,1
1420430400.0,60.5196,1.50861,9.43436,11.74753,6.9,4.4,2.5,10.6,6.0,4.6,223.7,4.2,3.7,5.0,7.8,1007950.0,Aberdeen,1
1420434000.0,55.58025,6.54677,15.09202,25.13025,2.1,1.9,0.2,4.8,3.4,1.4,238.6,5.6,4.0,6.0,8.9,1007000.0,Aberdeen,1
1420437600.0,45.70153,13.49797,25.30381,46.00041,6.4,6.8,-0.4,3.7,3.3,0.4,234.7,8.2,4.9,6.5,9.4,,Aberdeen,1
1420441200.0,32.18066,13.55192,34.21463,54.99394,8.0,7.2,0.8,5.5,4.7,0.8,225.7,8.5,5.8,6.7,9.6,,Aberdeen,1
1420444800.0,25.89421,12.39349,39.39033,58.39341,6.5,6.0,0.5,7.6,6.8,0.8,217.1,8.3,6.5,6.7,9.6,,Aberdeen,1
1420448400.0,24.14797,10.02237,38.72287,54.09028,8.9,7.6,1.3,9.0,7.1,1.9,214.1,8.8,7.0,7.0,9.9,,Aberdeen,1
1420452000.0,7.88302,22.55025,49.97984,84.55641,13.3,9.4,3.9,11.4,8.6,2.8,214.7,9.2,7.1,7.0,10.0,,Aberdeen,1
1420455600.0,15.91571,17.75469,48.64061,75.86409,18.0,16.0,2.0,16.0,13.0,3.0,211.0,9.0,7.1,7.4,10.3,,Aberdeen,1
1420459200.0,26.39313,14.73716,38.93802,61.53469,19.8,16.9,2.9,17.0,12.6,4.4,202.1,8.2,7.5,7.8,10.7,1005480.0,Aberdeen,1
1420462800.0,27.88991,9.05228,29.71069,43.59066,16.5,13.9,2.6,15.9,11.1,4.8,197.2,6.7,7.8,8.0,11.0,1004730.0,Aberdeen,1
1420466400.0,15.01764,18.96707,41.53185,70.61428,17.4,16.1,1.3,14.0,11.2,2.8,193.6,5.5,7.8,8.1,11.1,1004000.0,Aberdeen,1
1420470000.0,,18.89493,49.11555,78.08738,,17.3,,16.7,9.8,6.9,215.3,6.0,7.3,8.2,11.2,,Aberdeen,1
1420473600.0,,19.69393,51.13212,81.32906,,-0.8,,,,,226.6,10.4,7.6,8.1,11.0,1003480.0,Aberdeen,1
1420477200.0,9.72904,9.18699,44.95236,59.03888,12.9,6.8,6.1,,,,221.7,9.4,7.5,8.6,11.5,1003000.0,Aberdeen,1
1420480800.0,17.21291,6.84331,39.76757,50.2605,12.9,8.6,4.3,,,,219.8,7.7,7.2,8.8,11.7,,Aberdeen,1
1420484400.0,36.6211,2.9904,30.74344,35.32866,8.9,5.9,3.0,,,,212.6,7.0,7.0,8.7,11.6,,Aberdeen,1
1420488000.0,48.44562,2.12852,19.71501,22.97869,8.3,5.7,2.6,,,,206.6,7.1,7.2,8.4,11.4,1002000.0,Aberdeen,1
1420491600.0,52.83616,1.69726,16.0301,18.63253,9.0,5.8,3.2,,,,198.2,7.7,8.3,8.2,11.2,1001180.0,Aberdeen,1
1420495200.0,47.59745,1.2395,14.49436,16.39491,15.6,11.5,4.1,,,,207.9,7.1,7.7,8.0,11.0,1000550.0,Aberdeen,1
1420498800.0,48.99444,1.26632,14.32415,16.26581,13.1,9.7,3.4,,,,206.9,7.3,7.8,8.1,11.1,999467.0,Aberdeen,1
1420502400.0,49.82598,1.00616,14.46488,16.00763,15.2,10.3,4.9,12.0,5.7,6.3,204.1,8.0,7.8,8.3,11.2,998567.0,Aberdeen,1
1420506000.0,58.7401,0.43115,9.83854,10.49963,13.8,7.2,6.6,10.7,2.9,7.8,205.4,8.2,8.0,8.5,11.4,997432.0,Aberdeen,1
1420509600.0,39.56475,0.32336,7.72315,8.21897,5.4,-0.6,6.0,14.5,5.9,8.6,201.7,7.6,7.7,8.6,11.5,995917.0,Aberdeen,1
1420513200.0,58.17466,0.40413,7.64235,8.262,11.0,5.6,5.4,15.9,8.0,7.9,198.1,6.4,7.6,8.3,11.2,994917.0,Aberdeen,1
1420516800.0,55.72992,0.94265,10.73247,12.17784,6.6,4.3,2.3,14.3,5.6,8.7,204.0,6.8,7.6,8.1,11.1,993582.0,Aberdeen,1
1420520400.0,49.49336,1.8591,14.79223,17.64281,10.6,7.2,3.4,13.3,7.5,5.8,204.4,7.0,7.3,8.3,11.2,993000.0,Aberdeen,1
1420524000.0,44.90325,3.12542,17.79916,22.59141,8.0,5.4,2.6,13.9,8.5,5.4,211.9,8.1,7.7,8.4,11.3,992367.0,Aberdeen,1
1420527600.0,37.46927,6.08901,27.4984,36.83475,8.9,5.4,3.5,15.7,10.1,5.6,240.4,7.4,7.6,8.1,11.1,992000.0,Aberdeen,1
1420531200.0,31.48217,10.91138,41.36164,58.09219,10.0,6.1,3.9,14.5,9.9,4.6,299.7,6.5,5.5,8.0,10.9,,Aberdeen,1
1420534800.0,50.44132,5.19968,25.84983,33.82256,5.8,4.6,1.2,18.7,11.7,7.0,279.7,4.6,5.2,5.9,8.7,993199.0,Aberdeen,1
1420538400.0,50.64089,4.41825,28.25288,35.02744,5.3,4.2,1.1,13.0,6.4,6.6,263.5,5.9,5.2,4.8,7.7,994017.0,Aberdeen,1
1420542000.0,53.93379,5.41515,23.88426,32.18738,4.3,2.2,2.1,10.6,4.1,6.5,279.3,6.5,5.1,5.1,7.8,994967.0,Aberdeen,1
1420545600.0,62.5153,4.31067,15.29331,21.90291,10.6,4.6,6.0,8.5,5.1,3.4,282.9,6.3,5.4,6.8,9.4,995534.0,Aberdeen,1
1420549200.0,55.33078,6.06157,20.35426,29.64853,5.1,-0.8,5.9,9.1,5.7,3.4,285.3,7.1,5.1,7.4,9.3,996199.0,Aberdeen,1
1420552800.0,45.45207,11.71932,33.32388,51.29325,5.2,5.8,-0.6,10.1,6.0,4.1,278.3,6.5,4.4,5.9,8.7,997100.0,Aberdeen,1
1420556400.0,18.26066,25.37944,58.20694,97.12153,6.0,5.9,0.1,10.5,6.2,4.3,274.2,5.8,3.5,5.2,8.0,998067.0,Aberdeen,1
1420560000.0,19.15872,23.25061,61.98747,97.63791,7.9,8.1,-0.2,11.8,7.1,4.7,268.8,5.9,3.2,4.4,7.1,999000.0,Aberdeen,1
1420563600.0,19.70754,23.14303,64.82036,100.30584,5.8,7.2,-1.4,14.1,9.1,5.0,256.4,5.6,2.8,4.0,6.7,999850.0,Aberdeen,1
1420567200.0,32.43013,17.00008,53.15411,79.22053,7.7,6.6,1.1,13.1,8.0,5.1,251.2,5.7,2.4,4.0,6.7,1000680.0,Aberdeen,1
1420570800.0,31.03314,13.92891,44.30832,65.66569,9.0,7.3,1.7,12.3,8.5,3.8,254.6,4.9,2.1,3.8,6.4,1001820.0,Aberdeen,1
1420574400.0,29.98539,20.61039,48.73719,80.33934,10.2,7.5,2.7,11.4,6.4,5.0,245.8,5.6,2.0,3.2,5.9,1002000.0,Aberdeen,1
1420578000.0,32.87916,7.62443,36.4183,48.10894,7.8,6.6,1.2,9.4,6.0,3.4,232.8,5.7,2.1,3.0,5.7,1001500.0,Aberdeen,1
1420581600.0,47.34798,8.86363,27.41808,41.00878,10.4,8.4,2.0,9.2,7.1,2.1,224.2,5.7,2.1,2.8,5.5,1002100.0,Aberdeen,1
1420585200.0,50.14196,1.13193,12.07744,13.81303,7.1,5.3,1.8,6.6,4.1,2.5,219.5,6.1,1.9,2.9,5.6,1001860.0,Aberdeen,1
1420588800.0,59.13924,0.82738,8.82938,10.098,0.3,2.0,-1.7,7.0,2.6,4.4,212.8,6.7,2.8,3.0,5.7,1001230.0,Aberdeen,1
1420592400.0,45.76805,0.7912,17.20421,18.41738,3.6,4.4,-0.8,10.0,7.6,2.4,213.7,7.9,2.9,3.4,6.2,1001410.0,Aberdeen,1
1420596000.0,35.62325,1.13286,18.91797,20.655,8.0,5.2,2.8,,,,215.3,8.9,3.1,3.7,6.5,999932.0,Aberdeen,1
1420599600.0,48.14626,0.51264,10.78937,11.57541,11.4,7.0,4.4,,,,213.6,10.4,4.0,4.3,7.2,998432.0,Aberdeen,1
1420603200.0,65.25939,0.86344,11.02604,12.34997,10.6,7.9,2.7,,,,210.2,11.6,5.0,5.6,8.5,996767.0,Aberdeen,1
1420606800.0,60.86885,1.56443,11.027,13.42575,10.4,6.6,3.8,,,,209.0,12.3,6.0,6.6,9.5,995234.0,Aberdeen,1
1420610400.0,50.99014,4.09988,17.50989,23.79628,6.9,6.8,0.1,,,,209.3,12.2,6.1,7.0,9.9,993949.0,Aberdeen,1
1420614000.0,44.35443,4.31566,22.90219,29.51944,18.7,13.0,5.7,,,,207.4,12.9,6.3,7.1,10.0,992834.0,Aberdeen,1
1420617600.0,55.08132,3.15598,17.36502,22.20413,16.8,10.0,6.8,,,,205.0,13.1,6.9,7.7,10.6,991132.0,Aberdeen,1
1420621200.0,57.97509,3.1828,15.17234,20.05256,8.6,8.7,-0.1,,,,209.8,13.8,7.5,7.9,10.8,989932.0,Aberdeen,1
1420624800.0,59.47186,3.31751,14.8367,19.92347,11.2,3.9,7.3,,,,211.6,14.4,7.7,7.9,10.9,988864.0,Aberdeen,1
1420628400.0,47.8968,3.56042,20.27346,25.73269,2.5,-1.0,3.5,,,,212.4,14.2,8.1,8.2,11.2,987899.0,Aberdeen,1
1420632000.0,61.31788,4.90906,17.431,24.95813,1.7,-0.6,2.3,,,,217.2,13.4,8.2,8.8,11.8,986234.0,Aberdeen,1
1420635600.0,43.30669,5.93403,27.77906,36.87778,0.2,2.1,-1.9,,,,219.1,12.6,8.3,8.4,11.5,985982.0,Aberdeen,1
1420639200.0,33.22841,7.76818,37.66095,49.572,8.0,5.3,2.7,,,,210.7,9.1,8.7,8.5,11.5,985167.0,Aberdeen,1
1420642800.0,36.52131,6.87855,36.4862,47.03316,17.7,7.6,10.1,,,,206.7,5.8,8.9,8.4,11.5,983300.0,Aberdeen,1
1420646400.0,42.75787,4.10019,26.45992,32.74678,15.8,10.6,5.2,,,,233.9,8.4,9.5,8.8,11.8,981765.0,Aberdeen,1
1420650000.0,38.36733,5.52959,33.34778,41.82638,18.3,10.6,7.7,,,,243.8,10.1,9.5,9.5,12.5,980882.0,Aberdeen,1
1420653600.0,52.5368,3.26356,17.50129,22.50534,8.3,4.0,4.3,,,,246.3,9.6,9.2,10.9,13.9,980549.0,Aberdeen,1
1420657200.0,58.72347,4.50431,17.01886,23.92538,-1.4,-1.0,-0.4,,,,251.2,10.2,8.7,11.1,14.1,981117.0,Aberdeen,1
1420660800.0,77.68262,3.77558,11.89671,17.68584,-0.5,-0.1,-0.4,11.5,6.8,4.7,248.4,9.1,7.8,10.1,13.0,982649.0,Aberdeen,1
1420664400.0,67.2052,2.37361,17.01551,20.655,9.8,9.3,0.5,10.1,5.0,5.1,255.1,9.8,7.0,8.4,11.3,984132.0,Aberdeen,1
