date,PM10,site,code
1560016800.0,8.88,Strathfoyle Bawnmore Place,1
1560020400.0,5.67,Strathfoyle Bawnmore Place,1
1560024000.0,7.62,Strathfoyle Bawnmore Place,1
1560027600.0,6.56,Strathfoyle Bawnmore Place,1
1560031200.0,7.25,Strathfoyle Bawnmore Place,1
1560034800.0,6.64,Strathfoyle Bawnmore Place,1
1560038400.0,6.4,Strathfoyle Bawnmore Place,1
1560042000.0,8.02,Strathfoyle Bawnmore Place,1
1560045600.0,6.87,Strathfoyle Bawnmore Place,1
1560049200.0,7.04,Strathfoyle Bawnmore Place,1
1560052800.0,6.17,Strathfoyle Bawnmore Place,1
1560056400.0,4.48,Strathfoyle Bawnmore Place,1
1560060000.0,7.93,Strathfoyle Bawnmore Place,1
1560063600.0,2.51,Strathfoyle Bawnmore Place,1
1560067200.0,2.67,Strathfoyle Bawnmore Place,1
1560070800.0,7.13,Strathfoyle Bawnmore Place,1
1560074400.0,9.25,Strathfoyle Bawnmore Place,1
1560078000.0,5.58,Strathfoyle Bawnmore Place,1
1560081600.0,3.06,Strathfoyle Bawnmore Place,1
1560085200.0,9.02,Strathfoyle Bawnmore Place,1
1560088800.0,9.53,Strathfoyle Bawnmore Place,1
1560092400.0,10.75,Strathfoyle Bawnmore Place,1
1560096000.0,4.96,Strathfoyle Bawnmore Place,1
1560099600.0,7.45,Strathfoyle Bawnmore Place,1
1560103200.0,2.79,Strathfoyle Bawnmore Place,1
1560106800.0,6.73,Strathfoyle Bawnmore Place,1
1560110400.0,7.67,Strathfoyle Bawnmore Place,1
1560114000.0,7.98,Strathfoyle Bawnmore Place,1
1560117600.0,10.3,Strathfoyle Bawnmore Place,1
1560121200.0,10.85,Strathfoyle Bawnmore Place,1
1560124800.0,9.52,Strathfoyle Bawnmore Place,1
1560128400.0,8.45,Strathfoyle Bawnmore Place,1
1560132000.0,9.79,Strathfoyle Bawnmore Place,1
1560135600.0,7.68,Strathfoyle Bawnmore Place,1
1560139200.0,9.27,Strathfoyle Bawnmore Place,1
1560142800.0,12.02,Strathfoyle Bawnmore Place,1
1560146400.0,6.58,Strathfoyle Bawnmore Place,1
1560150000.0,13.7,Strathfoyle Bawnmore Place,1
1560153600.0,19.82,Strathfoyle Bawnmore Place,1
1560157200.0,16.19,Strathfoyle Bawnmore Place,1
1560160800.0,15.15,Strathfoyle Bawnmore Place,1
1560164400.0,14.49,Strathfoyle Bawnmore Place,1
1560168000.0,17.71,Strathfoyle Bawnmore Place,1
1560171600.0,15.88,Strathfoyle Bawnmore Place,1
1560175200.0,26.72,Strathfoyle Bawnmore Place,1
1560178800.0,20.91,Strathfoyle Bawnmore Place,1
1560182400.0,16.72,Strathfoyle Bawnmore Place,1
1560186000.0,16.98,Strathfoyle Bawnmore Place,1
1560189600.0,19.62,Strathfoyle Bawnmore Place,1
1560193200.0,8.82,Strathfoyle Bawnmore Place,1
1560196800.0,6.93,Strathfoyle Bawnmore Place,1
1560200400.0,10.09,Strathfoyle Bawnmore Place,1
1560204000.0,7.04,Strathfoyle Bawnmore Place,1
1560207600.0,8.3,Strathfoyle Bawnmore Place,1
1560211200.0,7.38,Strathfoyle Bawnmore Place,1
1560214800.0,7.81,Strathfoyle Bawnmore Place,1
1560218400.0,7.77,Strathfoyle Bawnmore Place,1
1560222000.0,5.89,Strathfoyle Bawnmore Place,1
1560225600.0,6.61,Strathfoyle Bawnmore Place,1
1560229200.0,8.14,Strathfoyle Bawnmore Place,1
1560232800.0,41.48,Strathfoyle Bawnmore Place,1
1560236400.0,48.57,Strathfoyle Bawnmore Place,1
1560240000.0,37.56,Strathfoyle Bawnmore Place,1
1560243600.0,46.53,Strathfoyle Bawnmore Place,1
1560247200.0,64.58,Strathfoyle Bawnmore Place,1
1560250800.0,84.77,Strathfoyle Bawnmore Place,1
1560254400.0,40.01,Strathfoyle Bawnmore Place,1
1560258000.0,55.97,Strathfoyle Bawnmore Place,1
1560261600.0,69.05,Strathfoyle Bawnmore Place,1
1560265200.0,56.0,Strathfoyle Bawnmore Place,1
1560268800.0,29.89,Strathfoyle Bawnmore Place,1
1560272400.0,39.47,Strathfoyle Bawnmore Place,1
1560276000.0,38.83,Strathfoyle Bawnmore Place,1
1560279600.0,34.36,Strathfoyle Bawnmore Place,1
1560283200.0,15.97,Strathfoyle Bawnmore Place,1
1560286800.0,15.21,Strathfoyle Bawnmore Place,1
1560290400.0,16.8,Strathfoyle Bawnmore Place,1
1560294000.0,12.86,Strathfoyle Bawnmore Place,1
1560297600.0,16.38,Strathfoyle Bawnmore Place,1
1560301200.0,15.64,Strathfoyle Bawnmore Place,1
1560304800.0,12.46,Strathfoyle Bawnmore Place,1
1560308400.0,12.13,Strathfoyle Bawnmore Place,1
1560312000.0,10.83,Strathfoyle Bawnmore Place,1
1560315600.0,16.62,Strathfoyle Bawnmore Place,1
1560319200.0,30.91,Strathfoyle Bawnmore Place,1
1560322800.0,28.61,Strathfoyle Bawnmore Place,1
1560326400.0,31.3,Strathfoyle Bawnmore Place,1
1560330000.0,45.17,Strathfoyle Bawnmore Place,1
1560333600.0,23.38,Strathfoyle Bawnmore Place,1
1560337200.0,55.36,Strathfoyle Bawnmore Place,1
1560340800.0,69.16,Strathfoyle Bawnmore Place,1
1560344400.0,60.89,Strathfoyle Bawnmore Place,1
1560348000.0,50.28,Strathfoyle Bawnmore Place,1
1560351600.0,28.82,Strathfoyle Bawnmore Place,1
1560355200.0,84.59,Strathfoyle Bawnmore Place,1
1560358800.0,67.56,Strathfoyle Bawnmore Place,1
1560362400.0,43.23,Strathfoyle Bawnmore Place,1
1560366000.0,29.09,Strathfoyle Bawnmore Place,1
1560369600.0,25.67,Strathfoyle Bawnmore Place,1
1560373200.0,24.81,Strathfoyle Bawnmore Place,1
1560376800.0,19.42,Strathfoyle Bawnmore Place,1
1560380400.0,9.56,Strathfoyle Bawnmore Place,1
1560384000.0,10.54,Strathfoyle Bawnmore Place,1
1560387600.0,9.43,Strathfoyle Bawnmore Place,1
1560391200.0,9.32,Strathfoyle Bawnmore Place,1
1560394800.0,11.96,Strathfoyle Bawnmore Place,1
1560398400.0,18.48,Strathfoyle Bawnmore Place,1
1560402000.0,20.16,Strathfoyle Bawnmore Place,1
1560405600.0,20.63,Strathfoyle Bawnmore Place,1
1560409200.0,23.78,Strathfoyle Bawnmore Place,1
1560412800.0,29.81,Strathfoyle Bawnmore Place,1
1560416400.0,20.9,Strathfoyle Bawnmore Place,1
1560420000.0,32.4,Strathfoyle Bawnmore Place,1
1560423600.0,19.88,Strathfoyle Bawnmore Place,1
1560427200.0,17.46,Strathfoyle Bawnmore Place,1
1560430800.0,9.87,Strathfoyle Bawnmore Place,1
1560434400.0,16.04,Strathfoyle Bawnmore Place,1
1560438000.0,11.79,Strathfoyle Bawnmore Place,1
1560441600.0,12.39,Strathfoyle Bawnmore Place,1
1560445200.0,10.09,Strathfoyle Bawnmore Place,1
1560448800.0,12.38,Strathfoyle Bawnmore Place,1
1560452400.0,11.26,Strathfoyle Bawnmore Place,1
1560456000.0,11.46,Strathfoyle Bawnmore Place,1
1560459600.0,9.19,Strathfoyle Bawnmore Place,1
1560463200.0,10.05,Strathfoyle Bawnmore Place,1
1560466800.0,11.41,Strathfoyle Bawnmore Place,1
1560470400.0,8.62,Strathfoyle Bawnmore Place,1
1560474000.0,7.48,Strathfoyle Bawnmore Place,1
1560477600.0,7.3,Strathfoyle Bawnmore Place,1
1560481200.0,8.24,Strathfoyle Bawnmore Place,1
1560484800.0,6.03,Strathfoyle Bawnmore Place,1
1560488400.0,3.64,Strathfoyle Bawnmore Place,1
1560492000.0,5.91,Strathfoyle Bawnmore Place,1
1560495600.0,6.14,Strathfoyle Bawnmore Place,1
1560499200.0,6.82,Strathfoyle Bawnmore Place,1
1560502800.0,8.04,Strathfoyle Bawnmore Place,1
1560506400.0,5.15,Strathfoyle Bawnmore Place,1
1560510000.0,2.96,Strathfoyle Bawnmore Place,1
1560513600.0,-0.11,Strathfoyle Bawnmore Place,1
1560517200.0,11.9,Strathfoyle Bawnmore Place,1
1560520800.0,10.0,Strathfoyle Bawnmore Place,1
1560524400.0,9.68,Strathfoyle Bawnmore Place,1
1560528000.0,13.76,Strathfoyle Bawnmore Place,1
1560531600.0,8.95,Strathfoyle Bawnmore Place,1
1560535200.0,6.34,Strathfoyle Bawnmore Place,1
1560538800.0,10.93,Strathfoyle Bawnmore Place,1
1560542400.0,10.79,Strathfoyle Bawnmore Place,1
1560546000.0,10.8,Strathfoyle Bawnmore Place,1
1560549600.0,11.95,Strathfoyle Bawnmore Place,1
1560553200.0,10.23,Strathfoyle Bawnmore Place,1
1560556800.0,9.56,Strathfoyle Bawnmore Place,1
1560560400.0,9.23,Strathfoyle Bawnmore Place,1
1560564000.0,8.75,Strathfoyle Bawnmore Place,1
1560567600.0,7.1,Strathfoyle Bawnmore Place,1
1560571200.0,9.56,Strathfoyle Bawnmore Place,1
1560574800.0,8.11,Strathfoyle Bawnmore Place,1
1560578400.0,7.73,Strathfoyle Bawnmore Place,1
1560582000.0,8.7,Strathfoyle Bawnmore Place,1
1560585600.0,11.32,Strathfoyle Bawnmore Place,1
1560589200.0,15.58,Strathfoyle Bawnmore Place,1
1560592800.0,10.92,Strathfoyle Bawnmore Place,1
1560596400.0,9.19,Strathfoyle Bawnmore Place,1
1560600000.0,6.24,Strathfoyle Bawnmore Place,1
1560603600.0,12.24,Strathfoyle Bawnmore Place,1
1560607200.0,14.93,Strathfoyle Bawnmore Place,1
1560610800.0,14.57,Strathfoyle Bawnmore Place,1
1560614400.0,10.66,Strathfoyle Bawnmore Place,1
1560618000.0,7.94,Strathfoyle Bawnmore Place,1
1560621600.0,8.99,Strathfoyle Bawnmore Place,1
1560625200.0,9.26,Strathfoyle Bawnmore Place,1
1560628800.0,6.21,Strathfoyle Bawnmore Place,1
1560632400.0,13.11,Strathfoyle Bawnmore Place,1
1560636000.0,9.27,Strathfoyle Bawnmore Place,1
1560639600.0,7.91,Strathfoyle Bawnmore Place,1
1560643200.0,9.79,Strathfoyle Bawnmore Place,1
1560646800.0,11.43,Strathfoyle Bawnmore Place,1
1560650400.0,11.62,Strathfoyle Bawnmore Place,1
1560654000.0,12.53,Strathfoyle Bawnmore Place,1
1560657600.0,8.23,Strathfoyle Bawnmore Place,1
1560661200.0,7.75,Strathfoyle Bawnmore Place,1
1560664800.0,6.65,Strathfoyle Bawnmore Place,1
1560668400.0,6.47,Strathfoyle Bawnmore Place,1
1560672000.0,5.31,Strathfoyle Bawnmore Place,1
1560675600.0,18.28,Strathfoyle Bawnmore Place,1
1560679200.0,12.2,Strathfoyle Bawnmore Place,1
1560682800.0,6.24,Strathfoyle Bawnmore Place,1
1560686400.0,5.32,Strathfoyle Bawnmore Place,1
1560690000.0,8.01,Strathfoyle Bawnmore Place,1
1560693600.0,10.62,Strathfoyle Bawnmore Place,1
1560697200.0,5.32,Strathfoyle Bawnmore Place,1
1560700800.0,8.59,Strathfoyle Bawnmore Place,1
1560704400.0,9.81,Strathfoyle Bawnmore Place,1
1560708000.0,9.39,Strathfoyle Bawnmore Place,1
1560711600.0,15.07,Strathfoyle Bawnmore Place,1
1560715200.0,8.35,Strathfoyle Bawnmore Place,1
1560718800.0,8.67,Strathfoyle Bawnmore Place,1
1560722400.0,8.97,Strathfoyle Bawnmore Place,1
1560726000.0,7.53,Strathfoyle Bawnmore Place,1
1560729600.0,4.96,Strathfoyle Bawnmore Place,1
1560733200.0,7.09,Strathfoyle Bawnmore Place,1
1560736800.0,6.44,Strathfoyle Bawnmore Place,1
1560740400.0,9.07,Strathfoyle Bawnmore Place,1
1560744000.0,12.23,Strathfoyle Bawnmore Place,1
1560747600.0,11.65,Strathfoyle Bawnmore Place,1
1560751200.0,12.22,Strathfoyle Bawnmore Place,1
1560754800.0,13.1,Strathfoyle Bawnmore Place,1
1560758400.0,14.02,Strathfoyle Bawnmore Place,1
1560762000.0,8.34,Strathfoyle Bawnmore Place,1
1560765600.0,6.88,Strathfoyle Bawnmore Place,1
1560769200.0,2.97,Strathfoyle Bawnmore Place,1
1560772800.0,5.19,Strathfoyle Bawnmore Place,1
1560776400.0,8.35,Strathfoyle Bawnmore Place,1
1560780000.0,9.56,Strathfoyle Bawnmore Place,1
1560783600.0,7.51,Strathfoyle Bawnmore Place,1
1560787200.0,11.85,Strathfoyle Bawnmore Place,1
1560790800.0,9.62,Strathfoyle Bawnmore Place,1
1560794400.0,7.79,Strathfoyle Bawnmore Place,1
1560798000.0,12.09,Strathfoyle Bawnmore Place,1
1560801600.0,10.65,Strathfoyle Bawnmore Place,1
1560805200.0,12.07,Strathfoyle Bawnmore Place,1
1560808800.0,10.85,Strathfoyle Bawnmore Place,1
1560812400.0,10.15,Strathfoyle Bawnmore Place,1
1560816000.0,7.43,Strathfoyle Bawnmore Place,1
1560819600.0,9.16,Strathfoyle Bawnmore Place,1
1560823200.0,9.47,Strathfoyle Bawnmore Place,1
1560826800.0,9.18,Strathfoyle Bawnmore Place,1
1560830400.0,11.19,Strathfoyle Bawnmore Place,1
1560834000.0,11.29,Strathfoyle Bawnmore Place,1
1560837600.0,10.76,Strathfoyle Bawnmore Place,1
1560841200.0,13.69,Strathfoyle Bawnmore Place,1
1560844800.0,14.65,Strathfoyle Bawnmore Place,1
1560848400.0,10.9,Strathfoyle Bawnmore Place,1
1560852000.0,11.25,Strathfoyle Bawnmore Place,1
1560855600.0,10.82,Strathfoyle Bawnmore Place,1
1560859200.0,10.23,Strathfoyle Bawnmore Place,1
1560862800.0,6.51,Strathfoyle Bawnmore Place,1
1560866400.0,11.26,Strathfoyle Bawnmore Place,1
1560870000.0,5.32,Strathfoyle Bawnmore Place,1
1560873600.0,4.57,Strathfoyle Bawnmore Place,1
1560877200.0,11.17,Strathfoyle Bawnmore Place,1
1560880800.0,9.1,Strathfoyle Bawnmore Place,1
1560884400.0,15.39,Strathfoyle Bawnmore Place,1
1560888000.0,13.83,Strathfoyle Bawnmore Place,1
1560891600.0,16.19,Strathfoyle Bawnmore Place,1
1560895200.0,15.47,Strathfoyle Bawnmore Place,1
1560898800.0,15.37,Strathfoyle Bawnmore Place,1
1560902400.0,11.85,Strathfoyle Bawnmore Place,1
1560906000.0,13.04,Strathfoyle Bawnmore Place,1
1560909600.0,12.95,Strathfoyle Bawnmore Place,1
1560913200.0,10.15,Strathfoyle Bawnmore Place,1
1560916800.0,11.12,Strathfoyle Bawnmore Place,1
1560920400.0,11.01,Strathfoyle Bawnmore Place,1
1560924000.0,8.88,Strathfoyle Bawnmore Place,1
1560927600.0,13.31,Strathfoyle Bawnmore Place,1
1560931200.0,8.33,Strathfoyle Bawnmore Place,1
1560934800.0,7.38,Strathfoyle Bawnmore Place,1
1560938400.0,8.09,Strathfoyle Bawnmore Place,1
1560942000.0,3.22,Strathfoyle Bawnmore Place,1
1560945600.0,7.02,Strathfoyle Bawnmore Place,1
1560949200.0,9.8,Strathfoyle Bawnmore Place,1
1560952800.0,7.75,Strathfoyle Bawnmore Place,1
1560956400.0,4.88,Strathfoyle Bawnmore Place,1
1560960000.0,7.13,Strathfoyle Bawnmore Place,1
1560963600.0,7.3,Strathfoyle Bawnmore Place,1
1560967200.0,6.88,Strathfoyle Bawnmore Place,1
1560970800.0,8.55,Strathfoyle Bawnmore Place,1
1560974400.0,8.73,Strathfoyle Bawnmore Place,1
1560978000.0,7.98,Strathfoyle Bawnmore Place,1
1560981600.0,9.1,Strathfoyle Bawnmore Place,1
1560985200.0,9.8,Strathfoyle Bawnmore Place,1
1560988800.0,14.62,Strathfoyle Bawnmore Place,1
1560992400.0,8.94,Strathfoyle Bawnmore Place,1
1560996000.0,9.14,Strathfoyle Bawnmore Place,1
1560999600.0,7.68,Strathfoyle Bawnmore Place,1
1561003200.0,6.76,Strathfoyle Bawnmore Place,1
1561006800.0,4.03,Strathfoyle Bawnmore Place,1
1561010400.0,5.85,Strathfoyle Bawnmore Place,1
1561014000.0,7.36,Strathfoyle Bawnmore Place,1
1561017600.0,6.86,Strathfoyle Bawnmore Place,1
1561021200.0,7.02,Strathfoyle Bawnmore Place,1
1561024800.0,5.73,Strathfoyle Bawnmore Place,1
1561028400.0,10.96,Strathfoyle Bawnmore Place,1
1561032000.0,13.85,Strathfoyle Bawnmore Place,1
1561035600.0,9.22,Strathfoyle Bawnmore Place,1
1561039200.0,4.17,Strathfoyle Bawnmore Place,1
1561042800.0,9.49,Strathfoyle Bawnmore Place,1
1561046400.0,10.46,Strathfoyle Bawnmore Place,1
1561050000.0,14.28,Strathfoyle Bawnmore Place,1
1561053600.0,9.24,Strathfoyle Bawnmore Place,1
1561057200.0,4.91,Strathfoyle Bawnmore Place,1
1561060800.0,8.86,Strathfoyle Bawnmore Place,1
1561064400.0,9.61,Strathfoyle Bawnmore Place,1
1561068000.0,9.45,Strathfoyle Bawnmore Place,1
1561071600.0,9.01,Strathfoyle Bawnmore Place,1
1561075200.0,10.09,Strathfoyle Bawnmore Place,1
1561078800.0,7.88,Strathfoyle Bawnmore Place,1
1561082400.0,7.13,Strathfoyle Bawnmore Place,1
1561086000.0,6.46,Strathfoyle Bawnmore Place,1
1561089600.0,7.15,Strathfoyle Bawnmore Place,1
1561093200.0,7.18,Strathfoyle Bawnmore Place,1
1561096800.0,8.05,Strathfoyle Bawnmore Place,1
1561100400.0,11.18,Strathfoyle Bawnmore Place,1
1561104000.0,10.53,Strathfoyle Bawnmore Place,1
1561107600.0,9.12,Strathfoyle Bawnmore Place,1
1561111200.0,11.63,Strathfoyle Bawnmore Place,1
1561114800.0,5.78,Strathfoyle Bawnmore Place,1
1561118400.0,7.7,Strathfoyle Bawnmore Place,1
1561122000.0,7.42,Strathfoyle Bawnmore Place,1
1561125600.0,10.88,Strathfoyle Bawnmore Place,1
1561129200.0,12.67,Strathfoyle Bawnmore Place,1
1561132800.0,11.09,Strathfoyle Bawnmore Place,1
1561136400.0,10.23,Strathfoyle Bawnmore Place,1
1561140000.0,8.18,Strathfoyle Bawnmore Place,1
1561143600.0,13.66,Strathfoyle Bawnmore Place,1
1561147200.0,15.49,Strathfoyle Bawnmore Place,1
1561150800.0,11.42,Strathfoyle Bawnmore Place,1
1561154400.0,15.53,Strathfoyle Bawnmore Place,1
1561158000.0,13.06,Strathfoyle Bawnmore Place,1
1561161600.0,13.52,Strathfoyle Bawnmore Place,1
1561165200.0,12.1,Strathfoyle Bawnmore Place,1
1561168800.0,12.13,Strathfoyle Bawnmore Place,1
1561172400.0,11.77,Strathfoyle Bawnmore Place,1
1561176000.0,12.7,Strathfoyle Bawnmore Place,1
1561179600.0,13.09,Strathfoyle Bawnmore Place,1
1561183200.0,12.91,Strathfoyle Bawnmore Place,1
1561186800.0,13.6,Strathfoyle Bawnmore Place,1
1561190400.0,13.74,Strathfoyle Bawnmore Place,1
1561194000.0,12.65,Strathfoyle Bawnmore Place,1
1561197600.0,7.91,Strathfoyle Bawnmore Place,1
1561201200.0,5.7,Strathfoyle Bawnmore Place,1
1561204800.0,7.62,Strathfoyle Bawnmore Place,1
1561208400.0,8.84,Strathfoyle Bawnmore Place,1
1561212000.0,11.86,Strathfoyle Bawnmore Place,1
1561215600.0,12.53,Strathfoyle Bawnmore Place,1
1561219200.0,9.87,Strathfoyle Bawnmore Place,1
1561222800.0,8.35,Strathfoyle Bawnmore Place,1
1561226400.0,10.01,Strathfoyle Bawnmore Place,1
1561230000.0,6.78,Strathfoyle Bawnmore Place,1
1561233600.0,10.08,Strathfoyle Bawnmore Place,1
1561237200.0,7.69,Strathfoyle Bawnmore Place,1
1561240800.0,7.28,Strathfoyle Bawnmore Place,1
1561244400.0,11.31,Strathfoyle Bawnmore Place,1
1561248000.0,11.41,Strathfoyle Bawnmore Place,1
1561251600.0,12.03,Strathfoyle Bawnmore Place,1
1561255200.0,8.79,Strathfoyle Bawnmore Place,1
1561258800.0,17.14,Strathfoyle Bawnmore Place,1
1561262400.0,8.78,Strathfoyle Bawnmore Place,1
1561266000.0,7.95,Strathfoyle Bawnmore Place,1
1561269600.0,8.11,Strathfoyle Bawnmore Place,1
1561273200.0,9.66,Strathfoyle Bawnmore Place,1
1561276800.0,10.63,Strathfoyle Bawnmore Place,1
1561280400.0,12.84,Strathfoyle Bawnmore Place,1
1561284000.0,18.61,Strathfoyle Bawnmore Place,1
1561287600.0,13.22,Strathfoyle Bawnmore Place,1
1561291200.0,15.85,Strathfoyle Bawnmore Place,1
1561294800.0,13.29,Strathfoyle Bawnmore Place,1
1561298400.0,10.66,Strathfoyle Bawnmore Place,1
1561302000.0,10.99,Strathfoyle Bawnmore Place,1
1561305600.0,13.76,Strathfoyle Bawnmore Place,1
1561309200.0,15.84,Strathfoyle Bawnmore Place,1
1561312800.0,18.73,Strathfoyle Bawnmore Place,1
1561316400.0,21.16,Strathfoyle Bawnmore Place,1
1561320000.0,20.98,Strathfoyle Bawnmore Place,1
1561323600.0,20.75,Strathfoyle Bawnmore Place,1
1561327200.0,15.34,Strathfoyle Bawnmore Place,1
1561330800.0,11.06,Strathfoyle Bawnmore Place,1
1561334400.0,12.54,Strathfoyle Bawnmore Place,1
1561338000.0,12.49,Strathfoyle Bawnmore Place,1
1561341600.0,10.22,Strathfoyle Bawnmore Place,1
1561345200.0,12.63,Strathfoyle Bawnmore Place,1
1561348800.0,10.66,Strathfoyle Bawnmore Place,1
1561352400.0,15.13,Strathfoyle Bawnmore Place,1
1561356000.0,14.2,Strathfoyle Bawnmore Place,1
1561359600.0,14.25,Strathfoyle Bawnmore Place,1
1561363200.0,13.61,Strathfoyle Bawnmore Place,1
1561366800.0,13.13,Strathfoyle Bawnmore Place,1
1561370400.0,13.9,Strathfoyle Bawnmore Place,1
1561374000.0,15.77,Strathfoyle Bawnmore Place,1
1561377600.0,14.08,Strathfoyle Bawnmore Place,1
1561381200.0,14.11,Strathfoyle Bawnmore Place,1
1561384800.0,14.6,Strathfoyle Bawnmore Place,1
1561388400.0,13.1,Strathfoyle Bawnmore Place,1
1561392000.0,11.36,Strathfoyle Bawnmore Place,1
1561395600.0,12.05,Strathfoyle Bawnmore Place,1
1561399200.0,10.47,Strathfoyle Bawnmore Place,1
1561402800.0,14.91,Strathfoyle Bawnmore Place,1
1561406400.0,12.6,Strathfoyle Bawnmore Place,1
1561410000.0,12.17,Strathfoyle Bawnmore Place,1
1561413600.0,7.95,Strathfoyle Bawnmore Place,1
1561417200.0,10.68,Strathfoyle Bawnmore Place,1
1561420800.0,11.84,Strathfoyle Bawnmore Place,1
1561424400.0,9.8,Strathfoyle Bawnmore Place,1
1561428000.0,12.13,Strathfoyle Bawnmore Place,1
1561431600.0,9.59,Strathfoyle Bawnmore Place,1
1561435200.0,9.21,Strathfoyle Bawnmore Place,1
1561438800.0,10.66,Strathfoyle Bawnmore Place,1
1561442400.0,13.1,Strathfoyle Bawnmore Place,1
1561446000.0,10.65,Strathfoyle Bawnmore Place,1
1561449600.0,11.09,Strathfoyle Bawnmore Place,1
1561453200.0,10.58,Strathfoyle Bawnmore Place,1
1561456800.0,11.66,Strathfoyle Bawnmore Place,1
1561460400.0,12.04,Strathfoyle Bawnmore Place,1
1561464000.0,12.84,Strathfoyle Bawnmore Place,1
1561467600.0,10.56,Strathfoyle Bawnmore Place,1
1561471200.0,11.36,Strathfoyle Bawnmore Place,1
1561474800.0,11.41,Strathfoyle Bawnmore Place,1
1561478400.0,8.61,Strathfoyle Bawnmore Place,1
1561482000.0,11.97,Strathfoyle Bawnmore Place,1
1561485600.0,13.71,Strathfoyle Bawnmore Place,1
1561489200.0,21.15,Strathfoyle Bawnmore Place,1
1561492800.0,12.73,Strathfoyle Bawnmore Place,1
1561496400.0,13.67,Strathfoyle Bawnmore Place,1
1561500000.0,16.5,Strathfoyle Bawnmore Place,1
1561503600.0,16.26,Strathfoyle Bawnmore Place,1
1561507200.0,17.12,Strathfoyle Bawnmore Place,1
1561510800.0,18.19,Strathfoyle Bawnmore Place,1
1561514400.0,13.56,Strathfoyle Bawnmore Place,1
1561518000.0,11.84,Strathfoyle Bawnmore Place,1
1561521600.0,13.76,Strathfoyle Bawnmore Place,1
1561525200.0,11.8,Strathfoyle Bawnmore Place,1
1561528800.0,19.13,Strathfoyle Bawnmore Place,1
1561532400.0,18.54,Strathfoyle Bawnmore Place,1
1561536000.0,16.66,Strathfoyle Bawnmore Place,1
1561539600.0,26.45,Strathfoyle Bawnmore Place,1
1561543200.0,18.93,Strathfoyle Bawnmore Place,1
1561546800.0,18.84,Strathfoyle Bawnmore Place,1
1561550400.0,14.53,Strathfoyle Bawnmore Place,1
1561554000.0,15.02,Strathfoyle Bawnmore Place,1
1561557600.0,14.69,Strathfoyle Bawnmore Place,1
1561561200.0,14.57,Strathfoyle Bawnmore Place,1
1561564800.0,18.51,Strathfoyle Bawnmore Place,1
1561568400.0,18.64,Strathfoyle Bawnmore Place,1
1561572000.0,17.3,Strathfoyle Bawnmore Place,1
1561575600.0,21.14,Strathfoyle Bawnmore Place,1
1561579200.0,16.66,Strathfoyle Bawnmore Place,1
1561582800.0,11.52,Strathfoyle Bawnmore Place,1
1561586400.0,9.01,Strathfoyle Bawnmore Place,1
1561590000.0,13.33,Strathfoyle Bawnmore Place,1
1561593600.0,13.02,Strathfoyle Bawnmore Place,1
1561597200.0,9.39,Strathfoyle Bawnmore Place,1
1561600800.0,14.64,Strathfoyle Bawnmore Place,1
1561604400.0,14.03,Strathfoyle Bawnmore Place,1
1561608000.0,12.47,Strathfoyle Bawnmore Place,1
1561611600.0,14.09,Strathfoyle Bawnmore Place,1
1561615200.0,14.01,Strathfoyle Bawnmore Place,1
1561618800.0,16.54,Strathfoyle Bawnmore Place,1
1561622400.0,16.03,Strathfoyle Bawnmore Place,1
1561626000.0,23.06,Strathfoyle Bawnmore Place,1
1561629600.0,20.06,Strathfoyle Bawnmore Place,1
1561633200.0,15.72,Strathfoyle Bawnmore Place,1
1561636800.0,17.37,Strathfoyle Bawnmore Place,1
1561640400.0,17.86,Strathfoyle Bawnmore Place,1
1561644000.0,22.46,Strathfoyle Bawnmore Place,1
1561647600.0,19.57,Strathfoyle Bawnmore Place,1
1561651200.0,22.26,Strathfoyle Bawnmore Place,1
1561654800.0,16.17,Strathfoyle Bawnmore Place,1
1561658400.0,16.3,Strathfoyle Bawnmore Place,1
1561662000.0,17.45,Strathfoyle Bawnmore Place,1
1561665600.0,14.31,Strathfoyle Bawnmore Place,1
1561669200.0,18.05,Strathfoyle Bawnmore Place,1
1561672800.0,17.31,Strathfoyle Bawnmore Place,1
1561676400.0,10.86,Strathfoyle Bawnmore Place,1
1561680000.0,11.98,Strathfoyle Bawnmore Place,1
1561683600.0,12.87,Strathfoyle Bawnmore Place,1
1561687200.0,9.5,Strathfoyle Bawnmore Place,1
1561690800.0,9.64,Strathfoyle Bawnmore Place,1
1561694400.0,8.76,Strathfoyle Bawnmore Place,1
1561698000.0,15.47,Strathfoyle Bawnmore Place,1
1561701600.0,11.24,Strathfoyle Bawnmore Place,1
1561705200.0,20.99,Strathfoyle Bawnmore Place,1
1561708800.0,15.93,Strathfoyle Bawnmore Place,1
1561712400.0,18.07,Strathfoyle Bawnmore Place,1
1561716000.0,23.17,Strathfoyle Bawnmore Place,1
1561719600.0,22.08,Strathfoyle Bawnmore Place,1
1561723200.0,20.51,Strathfoyle Bawnmore Place,1
1561726800.0,26.01,Strathfoyle Bawnmore Place,1
1561730400.0,26.37,Strathfoyle Bawnmore Place,1
1561734000.0,25.22,Strathfoyle Bawnmore Place,1
1561737600.0,23.48,Strathfoyle Bawnmore Place,1
1561741200.0,22.27,Strathfoyle Bawnmore Place,1
1561744800.0,27.61,Strathfoyle Bawnmore Place,1
1561748400.0,23.53,Strathfoyle Bawnmore Place,1
