site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
PET06,Perth Bridgend,Urban Traffic,56.401501,-3.423298,temp,Modelled Temperature,2021-03-17,ongoing,Never,North East Scotland,Glasgow Urban Area,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,NO,Nitric oxide,2010-04-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,NO2,Nitrogen dioxide,2010-04-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-04-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,PM10,PM10 particulate matter (Hourly measured),2010-04-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,PM2.5,PM2.5 particulate matter (Hourly measured),2017-12-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,PM1,PM1 particulate matter (Hourly measured),2017-12-01,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PET1,Perth Crieff,Urban Traffic,56.373126,-3.841475,temp,Modelled Temperature,2010-08-01,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,PM10,PM10 particulate matter (Hourly measured),2023-09-05,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,PM2.5,PM2.5 particulate matter (Hourly measured),2023-09-05,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,PM1,PM1 particulate matter (Hourly measured),2023-09-05,ongoing,2024-03-31,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,wd,Modelled Wind Direction,2023-09-05,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,ws,Modelled Wind Speed,2023-09-05,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PET07,Perth Glasgow Road,Urban Traffic,56.388236,-3.478055,temp,Modelled Temperature,2023-09-05,ongoing,Never,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,NO,Nitric oxide,2003-06-11,2021-03-16,2021-03-16,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,NO2,Nitrogen dioxide,2003-06-11,2021-03-16,2021-03-16,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-06-11,2021-03-16,2021-03-16,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,PM10,PM10 particulate matter (Hourly measured),2003-06-11,2017-10-11,2017-10-11,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,PM2.5,PM2.5 particulate matter (Hourly measured),2017-10-11,2021-03-16,2021-03-16,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,wd,Modelled Wind Direction,2010-08-01,2021-03-16,Never,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,ws,Modelled Wind Speed,2010-08-01,2021-03-16,Never,North East Scotland,NA_character_,Perth and Kinross
PETH,Perth High Street,Urban Traffic,56.396597,-3.4324,temp,Modelled Temperature,2010-08-01,2021-03-16,Never,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,PM10,PM10 particulate matter (Hourly measured),2012-07-05,2023-07-13,2023-07-13,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,NV10,Non-volatile PM10 (Hourly measured),2012-07-05,2019-01-28,2019-01-28,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,V10,Volatile PM10 (Hourly measured),2012-07-05,2019-01-28,2019-01-28,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,PM2.5,PM2.5 particulate matter (Hourly measured),2019-01-31,2023-07-13,2023-07-13,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,PM1,PM1 particulate matter (Hourly measured),2019-01-31,2023-07-13,2023-07-13,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,wd,Modelled Wind Direction,2012-07-05,2023-07-13,Never,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,ws,Modelled Wind Speed,2012-07-05,2023-07-13,Never,North East Scotland,NA_character_,Perth and Kinross
PET3,Perth Muirton,Urban Background,56.41467,-3.44964,temp,Modelled Temperature,2012-07-05,2023-07-13,Never,North East Scotland,NA_character_,Perth and Kinross
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,NO,Nitric oxide,2013-09-26,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,NO2,Nitrogen dioxide,2013-09-26,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2013-09-26,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,PM10,PM10 particulate matter (Hourly measured),2013-09-26,2019-08-31,2019-11-29,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,NV10,Non-volatile PM10 (Hourly measured),2014-06-04,2019-08-31,2019-11-29,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,V10,Volatile PM10 (Hourly measured),2014-06-04,2019-08-31,2019-11-29,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,wd,Modelled Wind Direction,2013-09-26,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,ws,Modelled Wind Speed,2013-09-26,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN1,Renfrew Cockels Loan,Urban Traffic,55.863313,-4.390978,temp,Modelled Temperature,2013-09-26,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,NO,Nitric oxide,2019-01-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,NO2,Nitrogen dioxide,2019-01-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2019-01-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,wd,Modelled Wind Direction,2019-01-10,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,ws,Modelled Wind Speed,2019-01-10,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN03,Renfrew Inchinnan Road,Urban Traffic,55.877931,-4.390231,temp,Modelled Temperature,2019-01-10,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,PM10,PM10 particulate matter (Hourly measured),2017-07-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,PM2.5,PM2.5 particulate matter (Hourly measured),2017-07-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,PM1,PM1 particulate matter (Hourly measured),2017-07-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,wd,Modelled Wind Direction,2017-07-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,ws,Modelled Wind Speed,2017-07-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
REN02,Renfrewshire Johnstone,Urban Traffic,55.836203,-4.508783,temp,Modelled Temperature,2017-07-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Renfrewshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,NO,Nitric oxide,2012-05-05,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,NO2,Nitrogen dioxide,2012-05-05,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2012-05-05,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,PM10,PM10 particulate matter (Hourly measured),2012-05-05,ongoing,2024-03-21,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,NV10,Non-volatile PM10 (Hourly measured),2012-05-05,2016-09-27,2016-09-27,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,V10,Volatile PM10 (Hourly measured),2012-05-05,2016-09-27,2016-09-27,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,PM2.5,PM2.5 particulate matter (Hourly measured),2016-09-27,ongoing,2024-03-21,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,NV2.5,Non-volatile PM2.5 (Hourly measured),2016-09-27,2021-08-26,2021-08-26,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,V2.5,Volatile PM2.5 (Hourly measured),2016-09-27,2021-08-26,2021-08-26,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,PM1,PM1 particulate matter (Hourly measured),2021-08-27,ongoing,2024-03-21,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,wd,Modelled Wind Direction,2012-05-05,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,ws,Modelled Wind Speed,2012-05-05,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
HARB,South Ayrshire Ayr Harbour,Urban Traffic,55.470162,-4.633681,temp,Modelled Temperature,2012-05-05,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,NO,Nitric oxide,2007-09-11,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,NO2,Nitrogen dioxide,2007-09-11,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-09-11,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,PM10,PM10 particulate matter (Hourly measured),2007-09-11,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,NV10,Non-volatile PM10 (Hourly measured),2007-09-11,2016-09-27,2016-09-27,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,V10,Volatile PM10 (Hourly measured),2007-09-11,2016-09-27,2016-09-27,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,PM2.5,PM2.5 particulate matter (Hourly measured),2016-09-27,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,NV2.5,Non-volatile PM2.5 (Hourly measured),2016-09-27,2021-08-26,2021-08-26,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,V2.5,Volatile PM2.5 (Hourly measured),2016-09-27,2021-08-26,2021-08-26,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,PM1,PM1 particulate matter (Hourly measured),2021-08-26,ongoing,2024-03-31,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
AYR,South Ayrshire Ayr High St,Urban Traffic,55.464531,-4.631673,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,NO,Nitric oxide,2010-04-08,2012-03-08,2012-03-08,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,NO2,Nitrogen dioxide,2010-04-08,2012-03-08,2012-03-08,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-04-08,2012-03-08,2012-03-08,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,PM10,PM10 particulate matter (Hourly measured),2010-04-08,2012-03-08,2011-12-31,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,NV10,Non-volatile PM10 (Hourly measured),2010-04-08,2012-03-08,2011-12-31,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,V10,Volatile PM10 (Hourly measured),2010-04-08,2012-03-08,2011-12-31,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,wd,Modelled Wind Direction,2010-08-01,2012-03-08,Never,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,ws,Modelled Wind Speed,2010-08-01,2012-03-08,Never,Central Scotland,NA_character_,South Ayrshire
CARK,South Ayrshire Maybole,Urban Background,55.350641,-4.694868,temp,Modelled Temperature,2010-08-01,2012-03-08,Never,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,NO,Nitric oxide,2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,NO2,Nitrogen dioxide,2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,PM10,PM10 particulate matter (Hourly measured),2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,NV10,Non-volatile PM10 (Hourly measured),2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
TARB,South Ayrshire Tarbolton,Urban Traffic,55.511047,-4.486286,V10,Volatile PM10 (Hourly measured),2009-01-01,2010-03-24,2010-03-24,Central Scotland,NA_character_,South Ayrshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,NO,Nitric oxide,2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,NO2,Nitrogen dioxide,2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,PM10,PM10 particulate matter (Hourly measured),2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,PM2.5,PM2.5 particulate matter (Hourly measured),2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,PM1,PM1 particulate matter (Hourly measured),2019-01-09,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,wd,Modelled Wind Direction,2019-01-09,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,ws,Modelled Wind Speed,2019-01-09,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SLC09,South Lanarkshire Blantyre,Urban Traffic,55.793907,-4.092354,temp,Modelled Temperature,2019-01-09,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,NO,Nitric oxide,2015-10-15,ongoing,2024-03-12,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,NO2,Nitrogen dioxide,2015-10-15,ongoing,2024-03-12,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2015-10-15,ongoing,2024-03-12,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,PM10,PM10 particulate matter (Hourly measured),2015-02-18,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,NV10,Non-volatile PM10 (Hourly measured),2015-02-18,2017-04-27,2017-04-25,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,V10,Volatile PM10 (Hourly measured),2015-02-18,2017-04-27,2017-04-25,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,PM2.5,PM2.5 particulate matter (Hourly measured),2017-04-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,PM1,PM1 particulate matter (Hourly measured),2017-04-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,wd,Modelled Wind Direction,2015-02-18,ongoing,Never,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,ws,Modelled Wind Speed,2015-02-18,ongoing,Never,Central Scotland,Glasgow Urban Area,South Lanarkshire
SL07,South Lanarkshire Cambuslang,Urban Traffic,55.818802,-4.167073,temp,Modelled Temperature,2015-02-18,ongoing,Never,Central Scotland,Glasgow Urban Area,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,NO,Nitric oxide,2008-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,NO2,Nitrogen dioxide,2008-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2008-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,PM10,PM10 particulate matter (Hourly measured),2008-03-13,ongoing,2024-03-13,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,NV10,Non-volatile PM10 (Hourly measured),2008-03-13,2017-03-23,2017-03-23,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,V10,Volatile PM10 (Hourly measured),2008-03-13,2017-03-23,2017-03-23,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,PM2.5,PM2.5 particulate matter (Hourly measured),2017-03-23,ongoing,2024-03-13,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,PM1,PM1 particulate matter (Hourly measured),2017-03-23,ongoing,2024-03-13,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,BC,Black Carbon,2013-04-14,ongoing,2023-06-07,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
EK0,South Lanarkshire East Kilbride,Urban Traffic,55.775278,-4.163611,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,PM10,PM10 particulate matter (Hourly measured),2010-01-01,2013-07-19,2013-07-19,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,NV10,Non-volatile PM10 (Hourly measured),2010-01-01,2013-07-19,2013-07-19,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,V10,Volatile PM10 (Hourly measured),2010-01-01,2013-07-19,2013-07-19,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,wd,Modelled Wind Direction,2010-08-01,2013-07-19,Never,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,ws,Modelled Wind Speed,2010-08-01,2013-07-19,Never,Central Scotland,NA_character_,South Lanarkshire
SL02,South Lanarkshire Glespin,Urban Traffic,55.532447,-3.894541,temp,Modelled Temperature,2010-08-01,2013-07-19,Never,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,NO,Nitric oxide,2013-01-01,ongoing,2024-03-11,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,NO2,Nitrogen dioxide,2013-01-01,ongoing,2024-03-11,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2013-01-01,ongoing,2024-03-11,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,PM10,PM10 particulate matter (Hourly measured),2013-10-16,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,NV10,Non-volatile PM10 (Hourly measured),2013-10-16,2017-03-24,2017-03-24,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,V10,Volatile PM10 (Hourly measured),2013-10-16,2017-03-24,2017-03-24,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,PM2.5,PM2.5 particulate matter (Hourly measured),2017-03-24,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,PM1,PM1 particulate matter (Hourly measured),2017-03-24,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,wd,Modelled Wind Direction,2013-01-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,ws,Modelled Wind Speed,2013-01-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SL05,South Lanarkshire Hamilton,Urban Traffic,55.774018,-4.03736,temp,Modelled Temperature,2013-01-01,ongoing,Never,Central Scotland,NA_character_,South Lanarkshire
SL03,South Lanarkshire Lanark,Urban Traffic,55.673936,-3.775658,NO,Nitric oxide,2012-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SL03,South Lanarkshire Lanark,Urban Traffic,55.673936,-3.775658,NO2,Nitrogen dioxide,2012-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
SL03,South Lanarkshire Lanark,Urban Traffic,55.673936,-3.775658,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2012-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,South Lanarkshire
