site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,NO,Nitric oxide,2013-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,NO2,Nitrogen dioxide,2013-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2013-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,PM10,PM10 particulate matter (Hourly measured),2013-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,PM2.5,PM2.5 particulate matter (Hourly measured),2020-12-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,PM1,PM1 particulate matter (Hourly measured),2020-12-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,wd,Modelled Wind Direction,2013-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,ws,Modelled Wind Speed,2013-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED11,Edinburgh Currie,Suburban Background,55.896909,-3.31966,temp,Modelled Temperature,2013-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,NO,Nitric oxide,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,NO2,Nitrogen dioxide,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,PM10,PM10 particulate matter (Hourly measured),2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,PM2.5,PM2.5 particulate matter (Hourly measured),2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,PM1,PM1 particulate matter (Hourly measured),2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,wd,Modelled Wind Direction,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,ws,Modelled Wind Speed,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED011,Edinburgh Drumsheugh,Urban Traffic,55.951646,-3.212115,temp,Modelled Temperature,2024-02-19,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,RAWPM25,PM2.5 particulate matter (Hourly measured),2020-12-16,2023-11-17,2023-11-17,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,NO,Nitric oxide,2012-09-04,2023-11-17,2022-12-31,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,NO2,Nitrogen dioxide,2012-09-04,2023-11-17,2022-12-31,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2012-09-04,2023-11-17,2022-12-31,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,PM10,PM10 particulate matter (Hourly measured),2012-09-04,2023-11-17,2023-11-17,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,PM2.5,PM2.5 particulate matter (Hourly measured),2020-12-16,2023-11-17,2023-11-17,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,PM1,PM1 particulate matter (Hourly measured),2020-12-16,2023-11-17,2023-11-17,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,wd,Modelled Wind Direction,2012-09-04,2023-11-17,Never,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,ws,Modelled Wind Speed,2012-09-04,2023-11-17,Never,Central Scotland,NA_character_,"Edinburgh, City of"
ED10,Edinburgh Glasgow Road,Urban Traffic,55.939026,-3.392727,temp,Modelled Temperature,2012-09-04,2023-11-17,Never,Central Scotland,NA_character_,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,NO,Nitric oxide,2005-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,NO2,Nitrogen dioxide,2005-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2005-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED5,Edinburgh Gorgie Road,Urban Traffic,55.937708,-3.232267,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED6,Edinburgh Haymarket,Urban Traffic,55.945833,-3.220556,NO,Nitric oxide,2007-01-01,2009-01-22,2009-01-22,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED6,Edinburgh Haymarket,Urban Traffic,55.945833,-3.220556,NO2,Nitrogen dioxide,2007-01-01,2009-01-22,2009-01-22,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED6,Edinburgh Haymarket,Urban Traffic,55.945833,-3.220556,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-01-01,2009-01-22,2009-01-22,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED6,Edinburgh Haymarket,Urban Traffic,55.945833,-3.220556,PM10,PM10 particulate matter (Hourly measured),2007-01-01,2009-01-22,2009-01-22,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,ETHANE,ethane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,ETHENE,ethene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,ETHYNE,ethyne,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,PROPANE,propane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,PROPENE,propene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,iBUTANE,iso-butane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,nBUTANE,n-butane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,1BUTENE,1-butene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,t2BUTENE,trans-2-butene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,c2BUTENE,cis-2-butene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,iPENTANE,iso-pentane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,nPENTANE,n-pentane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,13BDIENE,"1,3-butadiene",1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,t2PENTEN,trans-2-pentene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,c2PENTEN,cis-2-pentene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,MEPENT,methylpentane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,ISOPRENE,isoprene,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,nHEXANE,n-hexane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,nHEPTANE,n-heptane,1993-05-13,2001-12-31,2001-12-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,BENZENE,Benzene,1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,TOLUENE,toluene,1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,ETHBENZ,ethylbenzene,1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,mpXYLENE,m+p-xylene,1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED2,Edinburgh Med. Sch.,Urban Background,55.94427,-3.191183,oXYLENE,o-xylene,1993-05-13,2002-06-03,2002-06-03,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,NO,Nitric oxide,2017-12-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,NO2,Nitrogen dioxide,2017-12-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2017-12-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,PM10,PM10 particulate matter (Hourly measured),2019-12-04,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,PM2.5,PM2.5 particulate matter (Hourly measured),2019-12-04,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,PM1,PM1 particulate matter (Hourly measured),2019-12-04,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,wd,Modelled Wind Direction,2017-12-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,ws,Modelled Wind Speed,2017-12-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
EDNS,Edinburgh Nicolson Street,Urban Traffic,55.94476,-3.183991,temp,Modelled Temperature,2017-12-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,NO,Nitric oxide,2007-01-01,2016-07-01,2016-07-01,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,NO2,Nitrogen dioxide,2007-01-01,2016-07-01,2016-07-01,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-01-01,2016-07-01,2016-07-01,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,PM10,PM10 particulate matter (Hourly measured),2007-01-01,2016-07-01,2016-07-01,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,wd,Modelled Wind Direction,2010-08-01,2016-07-01,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,ws,Modelled Wind Speed,2010-08-01,2016-07-01,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED7,Edinburgh Queen Street,Urban Traffic,55.953837,-3.205481,temp,Modelled Temperature,2010-08-01,2016-07-01,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,NO,Nitric oxide,2011-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,NO2,Nitrogen dioxide,2011-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2011-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,PM10,PM10 particulate matter (Hourly measured),2011-01-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,NV10,Non-volatile PM10 (Hourly measured),2011-01-01,2018-12-03,2018-12-04,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,V10,Volatile PM10 (Hourly measured),2011-01-01,2018-12-03,2018-12-04,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,PM2.5,PM2.5 particulate matter (Hourly measured),2019-10-11,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,PM1,PM1 particulate matter (Hourly measured),2019-10-11,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,wd,Modelled Wind Direction,2011-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,ws,Modelled Wind Speed,2011-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED9,Edinburgh Queensferry Road,Urban Traffic,55.960497,-3.30325,temp,Modelled Temperature,2011-01-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,NO,Nitric oxide,2006-05-01,2011-08-15,2011-08-15,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,NO2,Nitrogen dioxide,2006-05-01,2011-08-15,2011-08-15,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-05-01,2011-08-15,2011-08-15,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,PM10,PM10 particulate matter (Hourly measured),2006-05-01,2011-08-15,2011-08-15,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,wd,Modelled Wind Direction,2010-08-01,2011-08-15,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,ws,Modelled Wind Speed,2010-08-01,2011-08-15,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED4,Edinburgh Roseburn,Urban Traffic,55.945833,-3.235278,temp,Modelled Temperature,2010-08-01,2011-08-15,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,NO,Nitric oxide,2009-09-17,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,NO2,Nitrogen dioxide,2009-09-17,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-09-17,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,PM10,PM10 particulate matter (Hourly measured),2009-09-17,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,PM2.5,PM2.5 particulate matter (Hourly measured),2020-12-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,PM1,PM1 particulate matter (Hourly measured),2020-12-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED8,Edinburgh Salamander St,Urban Traffic,55.974594,-3.161455,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,NO,Nitric oxide,2007-01-03,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,NO2,Nitrogen dioxide,2007-01-03,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-01-03,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,PM10,PM10 particulate matter (Hourly measured),2016-12-07,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,PM2.5,PM2.5 particulate matter (Hourly measured),2016-12-07,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,PM1,PM1 particulate matter (Hourly measured),2016-12-07,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED1,Edinburgh St John's Road,Urban Traffic,55.9425,-3.281111,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,O3,Ozone,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,NO,Nitric oxide,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,NO2,Nitrogen dioxide,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,SO2,Sulphur dioxide,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,CO,Carbon monoxide,2003-11-24,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,PM10,PM10 particulate matter (Hourly measured),2003-12-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,NV10,Non-volatile PM10 (Hourly measured),2007-07-10,2019-07-24,2019-07-24,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,V10,Volatile PM10 (Hourly measured),2007-07-10,2019-07-24,2019-07-24,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,PM2.5,PM2.5 particulate matter (Hourly measured),2008-10-01,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-10-01,2019-07-24,2019-07-24,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,V2.5,Volatile PM2.5 (Hourly measured),2008-10-01,2019-07-24,2019-07-24,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED3,Edinburgh St Leonards,Urban Background,55.945589,-3.182186,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,PM10,PM10 particulate matter (Hourly measured),2018-10-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,PM2.5,PM2.5 particulate matter (Hourly measured),2018-10-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,PM1,PM1 particulate matter (Hourly measured),2018-10-16,ongoing,2024-03-31,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,wd,Modelled Wind Direction,2018-10-16,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,ws,Modelled Wind Speed,2018-10-16,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ED012,Edinburgh Tower Street,Urban Traffic,55.976262,-3.163964,temp,Modelled Temperature,2018-10-16,ongoing,Never,Central Scotland,Edinburgh Urban Area,"Edinburgh, City of"
ESK,Eskdalemuir,Rural Background,55.31531,-3.206111,O3,Ozone,1986-04-23,ongoing,2024-03-31,Scottish Borders,NA_character_,Dumfries and Galloway
ESK,Eskdalemuir,Rural Background,55.31531,-3.206111,NO,Nitric oxide,2004-12-09,ongoing,2024-03-31,Scottish Borders,NA_character_,Dumfries and Galloway
ESK,Eskdalemuir,Rural Background,55.31531,-3.206111,NO2,Nitrogen dioxide,2004-12-09,ongoing,2024-03-31,Scottish Borders,NA_character_,Dumfries and Galloway
